grp_raw;grp1;grp2;grp3;item_raw;item_class;item_ord_cor;item_cor
Algae&orgdetritus;Coralline algae;Coralline algae;Coralline algae;Amphiroa_fragilissima;Florideophyceae;Corallinales;Amphiroa fragilissima
Algae;Cyanobacteria;Cyanobacteria;Cyanobacteria;Anacystis_marina;Cyanophyceae;Synechococcales;Anacystis marina
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Asterocystis_ramosa;Bangiophyceae;Goniotrichales;Asterocystis ramosa
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Avrainvillea_nigricans;Ulvophyceae;Bryopsidales;Avrainvillea nigricans
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Bryopsis_pennata;Ulvophyceae;Bryopsidales;Bryopsis pennata
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Caulerpa_sertularioides;Ulvophyceae;Bryopsidales;Caulerpa sertularioides
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Ceranium_sp;Florideophyceae;Ceramiales;Ceranium sp
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Ceranium_nitens;Florideophyceae;Ceramiales;Ceranium nitens
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Cladophora_sp;Ulvophyceae;Cladophorales;Cladophora sp
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Codium_intertextum;Ulvophyceae;Bryopsidales;Codium intertextum
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Dictyota_sp;Phaeophyceae;Dictyotales;Dictyota sp
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Halimeda_sp;Ulvophyceae;Bryopsidales;Halimeda sp
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Heterosiphonia_wurdemanni;Florideophyceae;Ceramiales;Heterosiphonia wurdemanni
Algae&orgdetritus;Cyanobacteria;Cyanobacteria;Cyanobacteria;Spirulina_sp;Cyanophyceae;Spirulinales;Spirulina sp
Gastropods;Gastropoda;Gastropoda;Gastropoda;Rissoina_fischeri;Gastropoda;Littorinimorpha;Rissoina fischeri
Gastropods;Gastropoda;Gastropoda;Gastropoda;Turridae;Gastropoda;Neogastropoda;Turridae
Gastropods;Gastropoda;Gastropoda;Gastropoda;Vermitids;Gastropoda;Littorinimorpha;Vermetidae
Zoantharians;Anthozoa;Zoantharia;Anthozoa;Zoanthus_sp;Anthozoa;Zoantharia;Zoanthus sp
Algae&orgdetritus;Benthic autotroph;Seagrass;Seagrass;Cymodocea_manatorum;Magnoliopsida;Alismatales;Cymodocea manatorum
Scyphozoans;Scyphozoa;Scyphozoa;Scyphozoa;Scyphozoans;Scyphozoa;NA;Scyphozoa
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Halimeda_opuntia;Ulvophyceae;Bryopsidales;Halimeda opuntia
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Hypnea_spinella;Florideophyceae;Gigartinales;Hypnea spinella
Mollusk;Zooplankton;Mollusca;Zooplankton;Mollusk_eggs;NA;NA;Mollusca
Fish;Zooplankton;Fish;Zooplankton;Pomacentridae_eggs;Actinopterygii;Perciformes;Pomacentridae
Fish;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Perciformes;Pomacentridae
Coelenterata_polyps;Cnidaria;Cnidaria;NA;Coelenterata_polyps;NA;NA;Coelenterata
Gastropods;Gastropoda;Gastropoda;Gastropoda;Arene_tricarinata;Gastropoda;Trochida;Arene tricarinata
Gastropods;Gastropoda;Gastropoda;Gastropoda;Crassispira_nigrescens;Gastropoda;Neogastropoda;Crassispira nigrescens
Algae&detritus;Benthic autotroph;Algae;Algae;Algae&detritus;NA;NA;Algae
Algae&detritus;Benthic autotroph;Algae;Algae;Centroceras_clavulatum;Florideophyceae;Ceramiales;Centroceras clavulatum
Algae&detritus;Benthic autotroph;Algae;Algae;Ceranium_byssoideum;Florideophyceae;Ceramiales;Ceramium byssoideum
Algae&detritus;Phytoplankton;Diatoms;Phytoplankton;Diatoms;NA;NA;Diatoms
Algae&detritus;Cyanobacteria;Cyanobacteria;Cyanobacteria;Lyngbya_sp;Cyanophyceae;Oscillatoriales;Lyngbya sp
Algae&detritus;Cyanobacteria;Cyanobacteria;Cyanobacteria;Lyngbya_majuscula;Cyanophyceae;Oscillatoriales;Lyngbya majuscula
Algae&detritus;Cyanobacteria;Cyanobacteria;Cyanobacteria;Microcoleus_chthonoplastes;Cyanophyceae;Oscillatoriales;Microcoleus chthonoplastes
Crustacea;Crustacea;Crustacea;Crustacea;Crustacea_parts;NA;NA;Crustacea
Algae&detritus;Benthic autotroph;Seagrass;Seagrass;Thalassia_testudinum;Magnoliopsida;Alismatales;Thalassia testudinum
Echinoderms;Echinodermata;Echinodermata;NA;Echinoderms remains;NA;NA;Echinodermata
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Avrainvillea_sp;Ulvophyceae;Bryopsidales;Avrainvillea sp
Polychaetes;Annelida;Polychaeta;Polychaeta;Sabellids;Polychaeta;Sabellida;Sabellidae
Isopods;Isopoda;Isopoda;Malacostraca;Excorallana_sp;Malacostraca;Isopoda;Excorallana sp
Gastropods;Gastropoda;Gastropoda;Gastropoda;Diodora_variegata;Gastropoda;Lepetellida;Diodora variegata
Crab;Crab;Crab;Malacostraca;Porcellana_sayana;Malacostraca;Decapoda;Porcellana sayana
Ophiurids;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiocoma_riisei;Ophiuroidea;Ophiurida;Ophiocoma riisei
Ophiurids;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophioderma_rubicundum;Ophiuroidea;Ophiurida;Ophioderma rubicundum
Ophiurids;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophioderma_squamosissimum;Ophiuroidea;Ophiurida;Ophioderma squamosissimum
Gastropods;Gastropoda;Gastropoda;Gastropoda;Calliostoma_javanicum;Gastropoda;Trochida;Calliostoma javanicum
Gastropods;Gastropoda;Gastropoda;Gastropoda;Cerithiopsis_emersoni;Gastropoda;NA;Cerithiopsis emersoni
Gastropods;Gastropoda;Gastropoda;Gastropoda;Nassarius_sp;Gastropoda;Neogastropoda;Nassarius sp
Gastropods;Gastropoda;Gastropoda;Gastropoda;Planaxis_lineatus;Gastropoda;NA;Planaxis lineatus
Gastropods;Gastropoda;Gastropoda;Gastropoda;Turbinidae;Gastropoda;Trochida;Turbinidae
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Arcot_sp;Bivalvia;NA;Arcot sp
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Arcopsis_adamsi;Bivalvia;Arcoida;Arcopsis adamsi
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Brachidontes_exustus;Bivalvia;Mytiloida;Brachidontes exustus
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Chlamys_sp;Bivalvia;Siphonostomatoida;Chlamys sp
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Isognomon_radiatus;Bivalvia;Pterioida;Isognomon radiatus
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Lima_pellucida;Bivalvia;Limoida;Lima pellucida
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Lyropecten_antillarum;Bivalvia;Pectinoida;Lyropecten antillarum
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Microcardium_sp;Bivalvia;Veneroida;Microcardium sp
Hermit_crab;Paguroidea;Paguroidea;Malacostraca;Clibanarius_sp;Malacostraca;Decapoda;Clibanarius sp
Isopods;Isopoda;Isopoda;Malacostraca;Paracerceis_caudata;Malacostraca;Isopoda;Paracerceis caudata
Polyplacophores;Polyplacophora;Polyplacophora;Polyplacophora;Calloplax_janeirensis;Polyplacophora;Chitonida;Calloplax janeirensis
Polychaetes;Annelida;Polychaeta;Polychaeta;Ampharetids;Polychaeta;Terebellida;Ampharetidae
Gastropods;Gastropoda;Gastropoda;Gastropoda;Acmaea_pustulata;Gastropoda;NA;Acmaea pustulata
Gastropods;Gastropoda;Gastropoda;Gastropoda;Acteonidae;Gastropoda;NA;Acteonidae
Gastropods;Gastropoda;Gastropoda;Gastropoda;Bulla_striata;Gastropoda;Cephalaspidea;Bulla striata
Gastropods;Gastropoda;Gastropoda;Gastropoda;Bullata_ovuliformis;Gastropoda;Neogastropoda;Bullata ovuliformis
Gastropods;Gastropoda;Gastropoda;Gastropoda;Pseudostomatella_coccinea;Gastropoda;Trochida;Pseudostomatella coccinea
Gastropods;Gastropoda;Gastropoda;Gastropoda;Seila_adamsi;Gastropoda;NA;Seila adamsi
Gastropods;Gastropoda;Gastropoda;Gastropoda;Smaragdia_picta;Gastropoda;Cycloneritida;Smaragdia picta
Gastropods;Gastropoda;Gastropoda;Gastropoda;Synaptocochlea_picta;Gastropoda;Trochida;Synaptocochlea picta
Gastropods;Gastropoda;Gastropoda;Gastropoda;Tricolia_bella;Gastropoda;Trochida;Tricolia bella
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Aequipecten_gibbus;Bivalvia;Pectinoida;Aequipecten gibbus
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Crassinella_sp;Bivalvia;Veneroida;Crassinella sp
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Ervilia_nitens;Bivalvia;Veneroida;Ervilia nitens
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Isognomon_sp;Bivalvia;Pterioida;Isognomon sp
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Nuculana_sp;Bivalvia;Nuculanoida;Nuculana sp
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Tellina_listeri;Bivalvia;Veneroida;Tellina listeri
Polyplacophores;Polyplacophora;Polyplacophora;Polyplacophora;Ischnochiton_sp;Polyplacophora;Chitonida;Ischnochiton sp
Hermit_crab;Paguroidea;Paguroidea;Malacostraca;Diogenids;Malacostraca;Decapoda;Diogenidae
Ophiurids;Ophiuroidea;Ophiuroidea;Ophiuroidea;Amphiuridae;Ophiuroidea;Ophiurida;Amphiuridae
Gastropods;Gastropoda;Gastropoda;Gastropoda;Caecum_pulchellum;Gastropoda;Littorinimorpha;Caecum pulchellum
Gastropods;Gastropoda;Gastropoda;Gastropoda;Epitonium_sp;Gastropoda;NA;Epitonium sp
Gastropods;Gastropoda;Gastropoda;Gastropoda;Rissoina_cancellata;Gastropoda;Littorinimorpha;Rissoina cancellata
Polychaetes;Annelida;Polychaeta;Polychaeta;Lumbrinerids;Polychaeta;Eunicida;Lumbrineridae
Polychaetes;Annelida;Polychaeta;Polychaeta;Nereids;Polychaeta;Phyllodocida;Nereidae
Gastropods;Gastropoda;Gastropoda;Gastropoda;Caecum_nitidum;Gastropoda;Littorinimorpha;Caecum nitidum
Gastropods;Gastropoda;Gastropoda;Gastropoda;Petaloconchus_sp;Gastropoda;Littorinimorpha;Petaloconchus sp
Gastropods;Gastropoda;Gastropoda;Gastropoda;Tricolia_adamsi;Gastropoda;Trochida;Tricolia adamsi
Gastropods;Gastropoda;Gastropoda;Gastropoda;Schismope_sp;Gastropoda;Pleurotomariida;Schismope sp
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Ostreidae;Bivalvia;Ostreoida;Ostreidae
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Arca_imbricata;Bivalvia;Arcoida;Arca imbricata
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Arca_umbonata;Bivalvia;Arcoida;Arca umbonata
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Barbatia_excustus;Bivalvia;Arcoida;Barbatia excustus
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Glycymeris;Bivalvia;Arcoida;Glycymeris sp
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Isognomon_alatus;Bivalvia;Pterioida;Isognomon alatus
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Pteria_colymbus;Bivalvia;Pterioida;Pteria colymbus
Gastropods;Gastropoda;Gastropoda;Gastropoda;Acmaea_leucopleura;Gastropoda;NA;Acmaea leucopleura
Gastropods;Gastropoda;Gastropoda;Gastropoda;Buccinidae;Gastropoda;Neogastropoda;Buccinidae
Gastropods;Gastropoda;Gastropoda;Gastropoda;Cittarium_pica;Gastropoda;Trochida;Cittarium pica
Gastropods;Gastropoda;Gastropoda;Gastropoda;Coralliophila_caribaea;Gastropoda;Neogastropoda;Coralliophila caribaea
Gastropods;Gastropoda;Gastropoda;Gastropoda;Cymatium_labiosum;Gastropoda;Littorinimorpha;Cymatium labiosum
Gastropods;Gastropoda;Gastropoda;Gastropoda;Daphnella_lymneiformis;Gastropoda;Neogastropoda;Daphnella lymneiformis
Gastropods;Gastropoda;Gastropoda;Gastropoda;Fissurella_sp;Gastropoda;Lepetellida;Fissurella sp
Gastropods;Gastropoda;Gastropoda;Gastropoda;Fissurella_augusta;Gastropoda;Lepetellida;Fissurella augusta
Gastropods;Gastropoda;Gastropoda;Gastropoda;Nerita_peloronta;Gastropoda;Cycloneritida;Nerita peloronta
Gastropods;Gastropoda;Gastropoda;Gastropoda;Risomurex_roseus;Gastropoda;Neogastropoda;Risomurex roseus
Gastropods;Gastropoda;Gastropoda;Gastropoda;Tegula_excavata;Gastropoda;Trochida;Tegula excavata
Gastropods;Gastropoda;Gastropoda;Gastropoda;Batillaria_sp;Gastropoda;NA;Batillaria sp
Gastropods;Gastropoda;Gastropoda;Gastropoda;Caecum_sp;Gastropoda;Littorinimorpha;Caecum sp
Gastropods;Gastropoda;Gastropoda;Gastropoda;Drillia_sp;Gastropoda;Neogastropoda;Drillia sp
Gastropods;Gastropoda;Gastropoda;Gastropoda;Litiopa_melanostoma;Gastropoda;NA;Litiopa melanostoma
Gastropods;Gastropoda;Gastropoda;Gastropoda;Natica_sp;Gastropoda;Littorinimorpha;Natica sp
Gastropods;Bivalvia;Bivalvia;Bivalvia;Bivalvia;Bivalvia;NA;Bivalvia
Gastropods;Bivalvia;Bivalvia;Bivalvia;Ervilia_nitens;Bivalvia;Veneroida;Ervilia nitens
Copepods;Copepoda;Copepoda;Hexanauplia;Sapphrinia_sp;Hexanauplia;Poecilostomatoida;Sapphrina sp
Amphiopods;Amphipoda;Amphipoda;Malacostraca;Cymadusa_sp;Malacostraca;Amphipoda;Cymadusa sp
Barnacle;Cirripedia;Cirripedia;Hexanauplia;Barnacles;Hexanauplia;NA;Cirripedia
Polychaetes;Annelida;Polychaeta;Polychaeta;Onuphids;Polychaeta;Eunicida;Onuphidae
Polychaetes;Annelida;Polychaeta;Polychaeta;Polynoids;Polychaeta;NA;Polynoidae
Pycnogonids;Pycnogonida;Pycnogonida;Pycnogonida;Pycnogonids;Pycnogonida;NA;Pycnogonida
Algae;Benthic autotroph;Algae;Algae;Centroceras_sp;Florideophyceae;Ceramiales;Centroceras sp
Algae;Coralline algae;Coralline algae;Coralline algae;Corallina_cubensis;Florideophyceae;Corallinales;Corallina cubensis
Algae;Benthic autotroph;Algae;Algae;Herposiphonia_sp;Florideophyceae;Ceramiales;Herposiphonia sp
Algae;Coralline algae;Coralline algae;Coralline algae;Lithothamnion_sp;Florideophyceae;Corallinales;Lithothamnion sp
Algae;Benthic autotroph;Algae;Algae;Rhizoclonium_sp;Ulvophyceae;Cladophorales;Rhizoclonium sp
Algae;Benthic autotroph;Algae;Algae;Spermothammion_investiens;Florideophyceae;Ceramiales;Spermothamnion investiens
Algae;Benthic autotroph;Algae;Algae;Ulva_lactuca;Ulvophyceae;Ulvales;Ulva lactuca
Algae;Benthic autotroph;Algae;Algae;Vidalia_obtusiloba;Florideophyceae;Ceramiales;Vidalia obtusiloba
Algae;Benthic autotroph;Seagrass;Seagrass;Thalassia_testudinum;Magnoliopsida;Alismatales;Thalassia testudinum
Mollusk;Mollusca;Mollusca;Mollusca;Mollusk_shells;NA;NA;Mollusca
Crustacea;Crustacea;Crustacea;Crustacea;Crustacea_frags;NA;NA;Crustacea
Anthozoans;Anthozoa;Scleractinia;Anthozoa;Scleractinia_frags;Anthozoa;Scleractinia;Scleractinia
Echinoids;Echinoidea;Echinoidea;Echinoidea;Echinoids_frags;Echinoidea;NA;Echinoidea
Sponges;Porifera;Porifera;Porifera;Sponges_spicules;NA;NA;Porifera
Algae;Benthic autotroph;Algae;Algae;Gelidium_sp;Florideophyceae;Gelidiales;Gelidium sp
Algae;Benthic autotroph;Algae;Algae;Cladophora_sp;Ulvophyceae;Cladophorales;Cladophora sp
Algae;Benthic autotroph;Algae;Algae;Laurencia_sp;Florideophyceae;Ceramiales;Laurencia sp
Algae;Cyanobacteria;Cyanobacteria;Cyanobacteria;Lyngbys_majuscala;Cyanophyceae;Oscillatoriales;Lyngbya majuscula
Algae;Cyanobacteria;Cyanobacteria;Cyanobacteria;Microcoleus_sp;Cyanophyceae;Oscillatoriales;Microcoleus sp
Algae;Cyanobacteria;Cyanobacteria;Cyanobacteria;Oscillatoria_sp;Cyanophyceae;Oscillatoriales;Oscillatoria sp
Gorgonians;Anthozoa;Alcyonaria;Anthozoa;Gorgonians;Anthozoa;Alcyonacea;Alcyonacea
Algae;Cyanobacteria;Cyanobacteria;Cyanobacteria;Microcoleus_chthonoplastes;Cyanophyceae;Oscillatoriales;Microcoleus chthonoplastes
Algae;Benthic autotroph;Seagrass;Seagrass;Cymodocea_manatorum;Magnoliopsida;Alismatales;Cymodocea manatorum
Algae;Benthic autotroph;Algae;Algae;Acrochaetium_sp;Florideophyceae;Acrochaetiales;Acrochaetium sp
Algae;Cyanobacteria;Cyanobacteria;Cyanobacteria;Calothrix_sp;Cyanophyceae;Nostocales;Calothrix sp
Algae;Benthic autotroph;Algae;Algae;Ceramium_byssoideum;Florideophyceae;Ceramiales;Ceramium byssoideum
Algae;Benthic autotroph;Algae;Algae;Halimeda_sp;Ulvophyceae;Bryopsidales;Halimeda sp
Algae;Benthic autotroph;Algae;Algae;Lomentaria_uncinata;Florideophyceae;Rhodymeniales;Lomentaria uncinata
Algae;Benthic autotroph;Algae;Algae;Polysiphonia_binneyi;Florideophyceae;Ceramiales;Polysiphonia binneyi
Algae;Benthic autotroph;Algae;Algae;Sphacelaria_sp;Phaeophyceae;Sphacelariales;Sphacelaria sp
Fish;Fish;Fish;Actinopterygii;Corypterus_sp;Actinopterygii;Gobiiformes;Coryphopterus sp
Amphiopods;Amphipoda;Amphipoda;Malacostraca;Isaeid;Malacostraca;Amphipoda;Isaeidae
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Bryopsis_sp;Ulvophyceae;Bryopsidales;Bryopsis sp
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Caulerpa_sp;Ulvophyceae;Bryopsidales;Caulerpa sp
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Ceramium_sp;Florideophyceae;Ceramiales;Ceramium sp
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Ceramium_byssoideum;Florideophyceae;Ceramiales;Ceramium byssoideum
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Dictyota_divaricata;Phaeophyceae;Dictyotales;Dictyota divaricata
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Hypnea_musciformis;Florideophyceae;Gigartinales;Hypnea musciformis
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Laurencia_gemnifera;Florideophyceae;Ceramiales;Laurencia gemnifera
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Laurencia_obtusa;Florideophyceae;Ceramiales;Laurencia obtusa
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Laurencia_papillosa;Florideophyceae;Ceramiales;Laurencia papillosa
Algae&orgdetritus;Cyanobacteria;Cyanobacteria;Cyanobacteria;Dichothrix_sp;Cyanophyceae;Nostocales;Dichothrix sp
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Callithamnion_sp;Florideophyceae;Ceramiales;Callithamnion sp
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Ceramium_nitens;Florideophyceae;Ceramiales;Ceramium nitens
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Herposiphonia_tenella;Florideophyceae;Ceramiales;Herposiphonia tenella
Algae&orgdetritus;Cyanobacteria;Cyanobacteria;Cyanobacteria;Phormidium_penicellatum;Cyanophyceae;Oscillatoriales;Phormidium penicellatum
Algae&orgdetritus;Cyanobacteria;Cyanobacteria;Cyanobacteria;Plectonema_nostocorum;Cyanophyceae;Synechococcales;Plectonema nostocorum
Crab;Crab;Crab;Malacostraca;Microphrys_bicornutus;Malacostraca;Decapoda;Microphrys bicornutus
Crab;Crab;Crab;Malacostraca;Percnon_sp;Malacostraca;Decapoda;Percnon sp
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;NA;Cerithium eburneum
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Neogastropoda;Olivella petiolita
Copepods;Copepoda;Copepoda;Hexanauplia;Acartia_negligens;Hexanauplia;Calanoida;Acartia negligens
Barnacle;Zooplankton;Cirripedia;Zooplankton;Barnacle_larvae;Hexanauplia;NA;Cirripedia
Fish;Fish;Fish;Actinopterygii;Hippocampus_sp;Actinopterygii;Syngnathiformes;Hippocampus sp
Shrimp;Shrimp;Shrimp;Malacostraca;Penaeopsis_sp;Malacostraca;Decapoda;Penaeopsis sp
Fish;Fish;Fish;Actinopterygii;Congridae;Actinopterygii;Anguilliformes;Congridae
Crab;Crab;Crab;Malacostraca;Portunus_anceps;Malacostraca;Decapoda;Portunus anceps
Crab;Crab;Crab;Malacostraca;Portunus_ordwayi;Malacostraca;Decapoda;Portunus ordwayi
Shrimp;Shrimp;Shrimp;Malacostraca;Penaeopsis_goodei;Malacostraca;Decapoda;Penaeopsis goodei
Fish;Fish;Fish;Actinopterygii;Holocanthus_sp;Actinopterygii;Tetraodontiformes;Sphoeroides sp
Crab;Crab;Crab;Malacostraca;Parthenopidae;Malacostraca;Decapoda;Parthenopidae
Zoantharians;Anthozoa;Zoantharia;Anthozoa;Zoantharia;Anthozoa;Zoantharia;Zoantharia
Zoantharians;Anthozoa;Corallimorpharia;Anthozoa;Rhodactis_sanctithomae;Anthozoa;Corallimorpharia;Rhodactis sanctithomae
Polychaetes;Annelida;Polychaeta;Polychaeta;Sabellastarte_magnifica;Polychaeta;Sabellida;Sabellastarte magnifica
Gorgonians;Anthozoa;Alcyonaria;Anthozoa;Muricea_laxa;Anthozoa;Alcyonacea;Muricea laxa
Algae;Benthic autotroph;Algae;Algae;Ceramium_fastigiatum;Florideophyceae;Ceramiales;Ceramium fastigiatum
Algae;Benthic autotroph;Algae;Algae;Giffordia_mitchellae;Phaeophyceae;Ectocarpales;Giffordia mitchellae
Algae;Zooplankton;Gastropoda;Zooplankton;Gastropoda_eggs;Gastropoda;NA;Gastropoda
Anthozoans;Anthozoa;Scleractinia;Anthozoa;Scleractinia_Oculina_diffusa;Anthozoa;Scleractinia;Oculina diffusa
Spiny_lobster;Palinuridae;Palinuridae;Malacostraca;Palinuridae_larvae;Malacostraca;Decapoda;Palinuridae
Algae&detritus;Benthic autotroph;Algae;Algae;Cladophora_sp;Ulvophyceae;Cladophorales;Cladophora sp
Algae&detritus;Benthic autotroph;Algae;Algae;Enteromorpha_sp;Ulvophyceae;Ulvales;Enteromorpha sp
Tunicates;Tunicata;Tunicata;Tunicata;Didemnid;Ascidiacea;Enterogona;Didemnidae
Anthozoans;Anthozoa;Actiniaria;Anthozoa;Bunodactis_stelloides;Anthozoa;Actiniaria;Bunodactis stelloides
Algae;Benthic autotroph;Algae;Algae;Avrainvillea_rawsonii;Ulvophyceae;Bryopsidales;Avrainvillea rawsonii
Algae;Benthic autotroph;Algae;Algae;Dictyopteris_sp;Phaeophyceae;Dictyotales;Dictyopteris sp
Algae;Benthic autotroph;Algae;Algae;Caulerpa_mexicana;Ulvophyceae;Bryopsidales;Caulerpa mexicana
Algae;Benthic autotroph;Algae;Algae;Caulerpa_cupressoides;Ulvophyceae;Bryopsidales;Caulerpa cupressoides
Algae;Benthic autotroph;Algae;Algae;Caulerpa_prolifera;Ulvophyceae;Bryopsidales;Caulerpa prolifera
Algae;Benthic autotroph;Algae;Algae;Caulerpa_racemosa;Ulvophyceae;Bryopsidales;Caulerpa racemosa
Algae;Benthic autotroph;Algae;Algae;Caulerpa_taxifolia;Ulvophyceae;Bryopsidales;Caulerpa taxifolia
Algae;Benthic autotroph;Algae;Algae;Colpomenia_sinuosa;Phaeophyceae;Ectocarpales;Colpomenia sinuosa
Algae;Benthic autotroph;Algae;Algae;Penicillus_pyriformis;Ulvophyceae;Bryopsidales;Penicillus pyriformis
Algae;Benthic autotroph;Algae;Algae;Spatoglossum_schroderi;Phaeophyceae;Dictyotales;Spatoglossum schroderi
Gorgonians;Anthozoa;Alcyonaria;Anthozoa;Pterogorgia_sp;Anthozoa;Alcyonacea;Pterogorgia sp
Seagrass;Benthic autotroph;Seagrass;Seagrass;Ruppia_maritima;Magnoliopsida;Alismatales;Ruppia maritima
Algae;Benthic autotroph;Algae;Algae;Cryptonemia_crenulata;Florideophyceae;Halymeniales;Cryptonemia crenulata
Algae;Benthic autotroph;Algae;Algae;Codium_isthmocladum;Ulvophyceae;Bryopsidales;Codium isthmocladum
Algae;Benthic autotroph;Algae;Algae;Halymenia_florisia;Florideophyceae;Halymeniales;Halymenia florisia
Tunicates;Tunicata;Tunicata;Tunicata;Tunicates;Ascidiacea;NA;Ascidiacea
Tunicates;Tunicata;Tunicata;Tunicata;Ascidia_nigra;Ascidiacea;Enterogona;Ascidia nigra
Gorgonians;Anthozoa;Alcyonaria;Anthozoa;Gorgonia_flabellum;Anthozoa;Alcyonacea;Gorgonia flabellum
Spermatophytes (inc seagrass;Benthic autotroph;Spermatophyta;Seagrass;Spermatophyta;NA;NA;Spermatophyta
Spermatophytes (inc seagrass;Benthic autotroph;Seagrass;Seagrass;Cymodocea_manatorum;Magnoliopsida;Alismatales;Cymodocea manatorum
Spermatophytes (inc seagrass;Benthic autotroph;Seagrass;Seagrass;Halophila_baillonis;Magnoliopsida;Alismatales;Halophila baillonis
Copepods;Copepoda;Copepoda;Hexanauplia;Cyclopoida;Hexanauplia;Cyclopoida;Cyclopoida
Copepods;Copepoda;Copepoda;Hexanauplia;Siphonostomatoida;Hexanauplia;Siphonostomatoida;Siphonostomatoida
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Cladophora_delicatula;Ulvophyceae;Cladophorales;Cladophora delicatula
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Enteromorpha_flexuosa;Ulvophyceae;Ulvales;Enteromorpha flexuosa
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Eucheuma_echinocarpum;Florideophyceae;Gigartinales;Eucheuma echinocarpum
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Galaxaura_lapidescens;Florideophyceae;Nemaliales;Galaxaura lapidescens
Algae&orgdetritus;Coralline algae;Coralline algae;Coralline algae;Jania_capillacea;Florideophyceae;Corallinales;Jania capillacea
Algae&orgdetritus;Coralline algae;Coralline algae;Coralline algae;Jania_rubens;Florideophyceae;Corallinales;Jania rubens
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Liagora_ceranoides;Florideophyceae;Nemaliales;Liagora ceranoides
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Pocockiella_variegata;Phaeophyceae;Dictyotales;Pocockiella variegata
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Rhizoclonium_riparium;Ulvophyceae;Cladophorales;Rhizoclonium riparium
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Sargassum_sp;Phaeophyceae;Fucales;Sargassum sp
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Spyridia_filamentosa;Florideophyceae;Ceramiales;Spyridia filamentosa
Algae&orgdetritus;Benthic autotroph;Algae;Algae;Ulva_lactuca;Ulvophyceae;Ulvales;Ulva lactuca
Spermatophytes (inc seagrass;Benthic autotroph;Seagrass;Seagrass;Thalassia_testudinum;Magnoliopsida;Alismatales;Thalassia testudinum
