grp_raw;grp1;grp2;grp3;item_raw;item_class;item_ord_cor;item_cor
Fish;Fish;Fish;Actinopterygii;Fish;Actinopterygii;NA;Fish
Fish;Fish;Fish;Actinopterygii;Acanthrurus_sp;Actinopterygii;Acanthuriformes;Acanthurus sp
Fish;Fish;Fish;Actinopterygii;Cantherhines_pullus;Actinopterygii;Tetraodontiformes;Cantherhines pullus
Fish;Fish;Fish;Actinopterygii;Clupeidae;Actinopterygii;Clupeiformes;Clupeidae
Fish;Fish;Fish;Actinopterygii;Jenkinsia_sp;Actinopterygii;Clupeiformes;Jenkinsia sp
Fish;Fish;Fish;Actinopterygii;Scaridae;Actinopterygii;Labriformes;Scaridae
Cephalopods;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopods;Cephalopoda;NA;Cephalopoda
Fish;Fish;Fish;Actinopterygii;Priacanthus_arenatus;Actinopterygii;Priacanthiformes;Priacanthus arenatus
Fish;Fish;Fish;Actinopterygii;Diodon_hystrix;Actinopterygii;Tetraodontiformes;Diodon hystrix
Fish;Fish;Fish;Actinopterygii;Monacanthus_sp;Actinopterygii;Tetraodontiformes;Monacanthus sp
Sea turtles;Sea turtles;Sea turtles;Reptilia;Caretta_caretta;Reptilia;Testudines;Caretta caretta
Fish;Fish;Fish;Actinopterygii;Halichoeres_sp;Actinopterygii;Labriformes;Halichoeres sp
Fish;Fish;Fish;Actinopterygii;Engraulidae;Actinopterygii;Clupeiformes;Engraulidae
Fish;Fish;Fish;Actinopterygii;Opisthognathus_sp;Actinopterygii;Perciformes;Opisthognathus sp
Fish;Fish;Fish;Actinopterygii;Scorpaena_plumieri;Actinopterygii;Perciformes;Scorpaena plumieri
Sipunculids;Sipuncula;Sipuncula;Sipuncula;Aspidosiphon_sp;Phascolosomatidea;Aspidosiphonida;Aspidosiphon sp
Crab;Crab;Crab;Malacostraca;Crab;Malacostraca;Decapoda;Crab
Crab;Crab;Crab;Malacostraca;Calappids;Malacostraca;Decapoda;Calappidae
Crab;Crab;Crab;Malacostraca;Hippids;Malacostraca;Decapoda;Hippidae
Crab;Crab;Crab;Malacostraca;Majids;Malacostraca;Decapoda;Majidae
Crab;Crab;Crab;Malacostraca;Portunidae;Malacostraca;Decapoda;Portunidae
Crab;Crab;Crab;Malacostraca;Portunus_sp;Malacostraca;Decapoda;Portunus sp
Crab;Crab;Crab;Malacostraca;Xanthids;Malacostraca;Decapoda;Xanthidae
Polychaetes;Annelida;Polychaeta;Polychaeta;Polychaetes;Polychaeta;NA;Polychaeta
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Asaphis_deflorata;Bivalvia;Veneroida;Asaphis deflorata
Shrimp;Shrimp;Shrimp;Malacostraca;Shrimp;Malacostraca;Decapoda;Shrimp
Shrimp;Shrimp;Shrimp;Malacostraca;Alpheids;Malacostraca;Decapoda;Alpheidae
Shrimp;Shrimp;Shrimp;Malacostraca;Penaeids;Malacostraca;Decapoda;Penaeidae
Shrimp;Shrimp;Shrimp;Malacostraca;Solenocera_sp;Malacostraca;Decapoda;Solenocera sp
Hemichordates;Hemichordata;Hemichordata;Microfauna;Hemichordates;NA;NA;Hemichordata
Stomatopods;Stomatopoda;Stomatopoda;Malacostraca;Stomatopod;Malacostraca;Stomatopoda;Stomatopoda
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;NA;Gastropoda
Gastropods;Gastropoda;Gastropoda;Gastropoda;Astraea_tuber;Gastropoda;Trochida;Astraea tuber
Gastropods;Gastropoda;Gastropoda;Gastropoda;Strombus_gallus;Gastropoda;Littorinimorpha;Strombus gallus
Gastropods;Gastropoda;Gastropoda;Gastropoda;Strombus_gigas;Gastropoda;Littorinimorpha;Strombus gigas
Pelecypods;Bivalvia;Bivalvia;Bivalvia;Pelecypod;Bivalvia;NA;Bivalvia
Fish;Fish;Fish;Actinopterygii;Allanetta_harringtonensis;Actinopterygii;Atheriniformes;Hypoatherina harringtonensis
Fish;Fish;Fish;Actinopterygii;Atherinomorus_stipes;Actinopterygii;Atheriniformes;Atherinomorus stipes
Copepods;Copepoda;Copepoda;Hexanauplia;Copepods;Hexanauplia;NA;Copepoda
Copepods;Copepoda;Copepoda;Hexanauplia;Candacia_pachydactyla;Hexanauplia;Calanoida;Candacia pachydactyla
Copepods;Copepoda;Copepoda;Hexanauplia;Undinula_vulgaris;Hexanauplia;Calanoida;Undinula vulgaris
Crab;Zooplankton;Crab;Zooplankton;Crab_larvae;Malacostraca;Decapoda;Crab
Shrimp;Zooplankton;Shrimp;Zooplankton;Shrimp_larvae;Malacostraca;Decapoda;Shrimp
Pteropods;Zooplankton;Gastropoda;Zooplankton;Pteropods_Cresis_sp;Gastropoda;Pteropoda;Creseis sp
Fish;Zooplankton;Fish;Zooplankton;Fish_eggs;Actinopterygii;NA;Fish_eggs
Plants;Benthic autotroph;Gastropoda;Algae;Enteromorpha_sp;Ulvophyceae;Ulvales;Enteromorpha sp
Plants;Benthic autotroph;Gastropoda;Seagrass;Thalassia_sp;Magnoliopsida;Alismatales;Thalassia sp
Plants;Benthic autotroph;Gastropoda;Seagrass;Cymodocea_sp;Magnoliopsida;Alismatales;Cymodocea sp
Crab;Zooplankton;Decapoda;Zooplankton;Crab larvae;Malacostraca;Decapoda;Crab
Copepods;Copepoda;Copepoda;Hexanauplia;Calanoida;Hexanauplia;Calanoida;Candacia pachydactyla
Copepods;Copepoda;Gastropoda;Hexanauplia;Oithona_sp;Hexanauplia;Nudibranchia;Oithona sp
Copepods;Copepoda;Gastropoda;Hexanauplia;Temora_stylifera;Hexanauplia;Calanoida;Temora stylifera
Shrimp;Shrimp;Gastropoda;Malacostraca;Carideans;Malacostraca;Decapoda;Caridea
Shrimp;Shrimp;Gastropoda;Malacostraca;Lucifer_sp;Malacostraca;Decapoda;Lucifer sp
Mysids;Zooplankton;Mysida;Zooplankton;Mysids;Malacostraca;Mysida;Mysida
Tunicates;Tunicata;Tunicata;Tunicata;Appendicularians;Appendicularia;NA;Appendicularia
Stomatopods;Zooplankton;Stomatopoda;Zooplankton;Stomatopod larvae;Malacostraca;Stomatopoda;Stomatopoda
Eggs;Zooplankton;Gastropoda;Zooplankton;Eggs;NA;NA;Eggs
Gastropods;Zooplankton;Gastropoda;Zooplankton;Gastropod larvae;Gastropoda;NA;Gastropoda
Siphonophores;Hydrozoa;Hydrozoa;Hydrozoa;Siphonophores;Hydrozoa;Siphonophorae;Siphonophorae
Pelecypods;Zooplankton;Bivalvia;Zooplankton;Pelecypod larvae;Bivalvia;NA;Bivalvia
Ostracods;Ostracoda;Ostracoda;Ostracoda;Ostracods;Ostracoda;NA;Ostracoda
Pteropods;Zooplankton;Gastropoda;Zooplankton;Pteropods;Gastropoda;Pteropoda;Pteropoda
Copepods;Copepoda;Copepoda;Hexanauplia;Corycaeus_pachydactyla;Hexanauplia;Poecilostomatoida;Corycaeus subulatus
Copepods;Copepoda;Copepoda;Hexanauplia;Eucaeta_marina;Hexanauplia;Calanoida;Euchaeta marina
Copepods;Copepoda;Copepoda;Hexanauplia;Copepoda;Hexanauplia;Harpacticoida;Metis holothuria
Copepods;Copepoda;Copepoda;Hexanauplia;Undinula vulgaris;Hexanauplia;Calanoida;Undinula vulgaris
Crustacea;Crustacea;Crustacea;Crustacea;Crustacea_unid;NA;NA;Crustacea
Amphiopods;Amphipoda;Amphipoda;Malacostraca;Hyperiid;Malacostraca;Amphipoda;Hyperiidea
Fish;Fish;Fish;Actinopterygii;Atherinidae;Actinopterygii;Atheriniformes;Atherinidae
Fish;Fish;Fish;Actinopterygii;Carangidae;Actinopterygii;Carangiformes;Carangidae
Fish;Fish;Fish;Actinopterygii;Haemulon_sp;Actinopterygii;Lutjaniformes;Haemulon sp
Fish;Fish;Fish;Actinopterygii;Harengula_sp;Actinopterygii;Clupeiformes;Harengula sp
Fish;Fish;Fish;Actinopterygii;Serranus_sp;Actinopterygii;Perciformes;Serranus sp
Squids;Cephalopoda;Cephalopoda;Cephalopoda;Squids;Cephalopoda;Teuthida;Teuthida
Fish;Fish;Fish;Actinopterygii;Anchoa_sp;Actinopterygii;Clupeiformes;Anchoa sp
Crab;Crab;Crab;Malacostraca;Acanthonyx_petiverii;Malacostraca;Decapoda;Acanthonyx petiverii
Crab;Crab;Crab;Malacostraca;Cronius_tumidulus;Malacostraca;Decapoda;Cronius tumidulus
Crab;Crab;Crab;Malacostraca;Mithrax_sp;Malacostraca;Decapoda;Mithrax sp
Shrimp;Shrimp;Shrimp;Malacostraca;Lysmata_moorei;Malacostraca;Decapoda;Lysmata moorei
Fish;Fish;Fish;Actinopterygii;Haemulon_aurolineatum;Actinopterygii;Lutjaniformes;Haemulon aurolineatum
Fish;Fish;Fish;Actinopterygii;Lutjanus_griseus;Actinopterygii;Lutjaniformes;Lutjanus griseus
Fish;Fish;Fish;Actinopterygii;Scarus_sp;Actinopterygii;Pleurotomariida;Scarus sp
Octopuses;Cephalopoda;Cephalopoda;Cephalopoda;Octopuses;Cephalopoda;Octopoda;Octopoda
Crab;Crab;Crab;Malacostraca;Crab;Malacostraca;Decapoda;Mithrax sculptus
Stomatopods;Stomatopoda;Stomatopoda;Malacostraca;Gonodactylus_curacaoensis;Malacostraca;Stomatopoda;Gonodactylus curacaoensis
Echinoids;Echinoidea;Echinoidea;Echinoidea;Echinoids;Echinoidea;NA;Echinoidea
Copepods;Copepoda;Copepoda;Hexanauplia;Calanoida;Hexanauplia;Calanoida;Calanoida
Copepods;Copepoda;Copepoda;Hexanauplia;Harpacticoida;Hexanauplia;Harpacticoida;Harpacticoida
Gastropods;Zooplankton;Gastropoda;Zooplankton;Gastropods larvae;Gastropoda;NA;Gastropoda
Insecta;Insecta;Insecta;Insecta;Carpenter_ants;Insecta;Hymenoptera;Hymenoptera
Fish;Fish;Fish;Actinopterygii;Fish;Actinopterygii;NA;Fish
Fish;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Clupeiformes;Anchoa parva
Fish;Fish;Fish;Actinopterygii;Fish;Actinopterygii;Clupeiformes;Jenkinsia sp
Fish;Fish;Fish;Actinopterygii;Tylosurus_sp;Actinopterygii;Beloniformes;Tylosurus sp
Hermit_crab;Paguroidea;Paguroidea;Malacostraca;Hermit_crab;Malacostraca;Decapoda;Paguroidea
Insecta;Insecta;Insecta;Insecta;Wasp;Insecta;Hymenoptera;Hymenoptera
Insecta;Insecta;Insecta;Insecta;Beetle;Insecta;Coleoptera;Coleoptera
Fish;Fish;Fish;Actinopterygii;Acanthurus_sp;Actinopterygii;Acanthuriformes;Acanthurus sp
Fish;Fish;Fish;Actinopterygii;Cetengraulis_edentulus;Actinopterygii;Clupeiformes;Cetengraulis edentulus
Fish;Fish;Fish;Actinopterygii;Harengula_humeralis;Actinopterygii;Clupeiformes;Harengula humeralis
Fish;Fish;Fish;Actinopterygii;Mugil_sp;Actinopterygii;Mugiliformes;Mugil sp
Shrimp;Shrimp;Shrimp;Malacostraca;Sp_unid;Malacostraca;Decapoda;Shrimp
Pteropods;Zooplankton;Gastropoda;Zooplankton;Cavolinids;Gastropoda;Pteropoda;Cavoliniidae
Seagrass;Benthic autotroph;Seagrass;Seagrass;Seagrass;NA;NA;Seagrass
Seagrass;Benthic autotroph;Seagrass;Seagrass;Cymodocea_manatorum;Magnoliopsida;Alismatales;Cymodocea manatorum
Seagrass;Benthic autotroph;Seagrass;Seagrass;Thalassia_testudinum;Magnoliopsida;Alismatales;Thalassia testudinum
Fish;Fish;Fish;Actinopterygii;Monacanthus_setifer;Actinopterygii;Tetraodontiformes;Stephanolepis setifer
Fish;Fish;Fish;Actinopterygii;Pseudupeneus_maculatus;Actinopterygii;Syngnathiformes;Pseudupeneus maculatus
Fish;Fish;Fish;Actinopterygii;Acanthurus_sp_larvae;Actinopterygii;Acanthuriformes;Acanthurus sp
Fish;Fish;Fish;Actinopterygii;Acanthurus_bahianus_larvae;Actinopterygii;Acanthuriformes;Acanthurus bahianus
Fish;Fish;Fish;Actinopterygii;Apogonidae;Actinopterygii;Kurtiformes;Apogonidae
Fish;Fish;Fish;Actinopterygii;Blenniidae;Actinopterygii;Blenniiformes;Blenniidae
Fish;Fish;Fish;Actinopterygii;Clinidae;Actinopterygii;Blenniiformes;Clinidae
Fish;Fish;Fish;Actinopterygii;Chromis_cyanea;Actinopterygii;Perciformes;Chromis cyanea
Fish;Fish;Fish;Actinopterygii;Haemulon_flavolineatum;Actinopterygii;Lutjaniformes;Haemulon flavolineatum
Fish;Fish;Fish;Actinopterygii;Holocentrus_coruscus;Actinopterygii;Holocentriformes;Sargocentron coruscum
Fish;Fish;Fish;Actinopterygii;Holocentrus_rufus;Actinopterygii;Holocentriformes;Holocentrus rufus
Fish;Fish;Fish;Actinopterygii;Labrisomus_kalisherae;Actinopterygii;Blenniiformes;Labrisomus kalisherae
Fish;Fish;Fish;Actinopterygii;Malacoctenus_gili;Actinopterygii;Blenniiformes;Malacoctenus gilli
Fish;Fish;Fish;Actinopterygii;Myripristis_jacobus;Actinopterygii;Holocentriformes;Myripristis jacobus
Fish;Fish;Fish;Actinopterygii;Ophioblennius_atlanticus;Actinopterygii;Blenniiformes;Ophioblennius atlanticus
Fish;Fish;Fish;Actinopterygii;Pomacentrus_sp;Actinopterygii;Perciformes;Pomacentrus sp
Fish;Fish;Fish;Actinopterygii;Pomacentrus_pictus;Actinopterygii;Perciformes;Stegastes pictus
Fish;Fish;Fish;Actinopterygii;Quisquilius_hipoliti;Actinopterygii;Gobiiformes;Priolepis hipoliti
Fish;Fish;Fish;Actinopterygii;Thalassoma_bifasciatum;Actinopterygii;Labriformes;Thalassoma bifasciatum
Crab;Crab;Crab;Malacostraca;Actaea_rufopunctata;Malacostraca;Decapoda;Actaea rufopunctata
Crab;Crab;Crab;Malacostraca;Chlorodiella_longimana;Malacostraca;Decapoda;Chlorodiella longimana
Crab;Crab;Crab;Malacostraca;Macrocoeloma_trispinosum;Malacostraca;Decapoda;Macrocoeloma trispinosum
Crab;Crab;Crab;Malacostraca;Mithrax_forceps;Malacostraca;Decapoda;Mithrax forceps
Crab;Crab;Crab;Malacostraca;Mithrax_sculptus;Malacostraca;Decapoda;Mithrax sculptus
Crab;Crab;Crab;Malacostraca;Pitho_sp;Malacostraca;Decapoda;Pitho sp
Crab;Crab;Crab;Malacostraca;Platypodia_spectabilis;Malacostraca;Decapoda;Platypodia spectabilis
Shrimp;Shrimp;Shrimp;Malacostraca;Penaeidae;Malacostraca;Decapoda;Penaeidae
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Trochida;Tricolia adamsi
Isopods;Isopoda;Isopoda;Malacostraca;Isopods;Malacostraca;Isopoda;Isopoda
Crab;Crab;Crab;Malacostraca;Ebalia_stimpsonii;Malacostraca;Decapoda;Ebalia stimpsonii
Crab;Crab;Crab;Malacostraca;Sicyonia_sp;Malacostraca;Decapoda;Sicyonia sp
Stomatopods;Zooplankton;Stomatopoda;Zooplankton;Stomatopod_larvae;Malacostraca;Stomatopoda;Stomatopoda
Crab;Crab;Crab;Malacostraca;Domecia_hispida;Malacostraca;Decapoda;Domecia hispida
Crab;Crab;Crab;Malacostraca;Euryplax_nitida;Malacostraca;Decapoda;Euryplax nitida
Crab;Crab;Crab;Malacostraca;Mithrax_coryphe;Malacostraca;Decapoda;Mithrax coryphe
Crab;Crab;Crab;Malacostraca;Pitho_lherminieri;Malacostraca;Decapoda;Pitho lherminieri
Crab;Crab;Crab;Malacostraca;Porcellanidae;Malacostraca;Decapoda;Porcellanidae
Crab;Crab;Crab;Malacostraca;Xanthodius_denticulatus;Malacostraca;Decapoda;Xanthodius denticulatus
Shrimp;Shrimp;Shrimp;Malacostraca;Gnathophyllidae;Malacostraca;Decapoda;Gnathophyllidae
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;NA;Acmaea sp
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;NA;Acmaea pustulata
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;NA;Acmaeidae
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Lepetellida;Emarginula pumila
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Neogastropoda;Hyalina sp
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Neogastropoda;Hyalina albolineata
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Neogastropoda;Hyalina avena
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Neogastropoda;Hyalina lunata
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Neogastropoda;Mitrella lunata
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Trochida;Pseudostomatella coccinea
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Trochida;Pseudostomatella erythrocoma
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Neogastropoda;Purpura patula
Ophiurids;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiurids;Ophiuroidea;NA;Ophiuroidea
Ophiurids;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophionereis_sp;Ophiuroidea;Ophiurida;Ophionereis sp
Ophiurids;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiothrix_sp;Ophiuroidea;Amphilepidida;Ophiothrix sp
Crab;Crab;Crab;Malacostraca;Petrolisthes_galathinus;Malacostraca;Decapoda;Petrolisthes galathinus
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;NA;Acmaea antillarum
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Lepetellida;Diodora viridula
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Lepetellida;Fissurella sp
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Lepetellida;Fissurella barbadensis
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Neogastropoda;Nitidella nitida
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Neogastropoda;Persicula lavalleeana
Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropods;Gastropoda;Trochida;Synaptocochlea picta
Shrimp;Zooplankton;Shrimp;Zooplankton;shrimp_larvae;Malacostraca;Decapoda;Shrimp
Shrimp;Shrimp;Shrimp;Malacostraca;Gnathophyllids;Malacostraca;Decapoda;Gnathophyllidae
Shrimp;Shrimp;Shrimp;Malacostraca;Gnathophylloides_mineri;Malacostraca;Decapoda;Gnathophylloides mineri
Shrimp;Shrimp;Shrimp;Malacostraca;Palaemonids;Malacostraca;Decapoda;Palaemonidae
Chitons;Polyplacophora;Polyplacophora;Polyplacophora;Choneplax_lata;Polyplacophora;Chitonida;Choneplax lata
Stomatopods;Stomatopoda;Stomatopoda;Malacostraca;Gonodactylus_sp;Malacostraca;Stomatopoda;Gonodactylus sp
Stomatopods;Stomatopoda;Stomatopoda;Malacostraca;Nannosquilla_sp;Malacostraca;Stomatopoda;Nannosquilla sp
Stomatopods;Stomatopoda;Stomatopoda;Malacostraca;Squilla_sp;Malacostraca;Stomatopoda;Squilla sp
Fish;Fish;Fish;Actinopterygii;Fish_larvae;Actinopterygii;NA;Fish_larvae
Fish;Fish;Fish;Actinopterygii;Chaetodontidae;Actinopterygii;Chaetodontiformes;Chaetodontidae
Cephalopods;Cephalopoda;Cephalopoda;Cephalopoda;Cephalopod larvae;Cephalopoda;NA;Cephalopoda
Hermit_crab;Paguroidea;Paguroidea;Malacostraca;Hermit_crab_larvae;Malacostraca;Decapoda;Paguroidea
Scyllarid_lobster;Scyllaridae;Scyllaridae;Malacostraca;Scyllaridae_larvae;Malacostraca;Decapoda;Scyllaridae
Plants;Phytoplankton;Diatoms;Phytoplankton;Diatoms;NA;NA;Diatoms
Plants;Cyanobacteria;Cyanobacteria;Cyanobacteria;Lyngbya_majuscula;Cyanophyceae;Oscillatoriales;Lyngbya majuscula
Plants;Benthic autotroph;Algae;Algae;Rhizoclonium_riparium;Ulvophyceae;Cladophorales;Rhizoclonium riparium
Plants;Benthic autotroph;Seagrass;Seagrass;Thalassia_testudinum;Magnoliopsida;Alismatales;Thalassia testudinum
Plants;Benthic autotroph;Algae;Algae;Vaucheria_sp;Xanthophyceae;Vaucheriales;Vaucheria sp
Fish;Fish;Fish;Actinopterygii;Ablennes_hians;Actinopterygii;Beloniformes;Ablennes hians
Fish;Fish;Fish;Actinopterygii;Allanena_harringtonensis;Actinopterygii;Atheriniformes;Hypoatherina harringtonensis
Fish;Fish;Fish;Actinopterygii;Canthigaster_rostrata;Actinopterygii;Tetraodontiformes;Canthigaster rostrata
Fish;Fish;Fish;Actinopterygii;Caranx_fusus;Actinopterygii;Carangiformes;Caranx crysos
Fish;Fish;Fish;Actinopterygii;Decapterus_sp;Actinopterygii;Carangiformes;Decapterus sp
Fish;Fish;Fish;Actinopterygii;Diodon_sp;Actinopterygii;Tetraodontiformes;Diodon sp
