site_code;class;family_cor;genus;sp;nb_sample;nb_empty;item_raw;item;item_phylum;item_class;item_ord;item_fam;item_gen;item_sp;item_volper;nb_guts;item_freq;time;fish_sp;grp1;grp3;grp6
mari;Actinopterygii;Mugilidae;Neomyxus;chaptalii;3;0;Detritus;Detritus_OM;NA;NA;NA;NA;NA;NA;NA;3;1;NA;Neomyxus chaptalii;Detritus;Detritus;Detritus
mari;Actinopterygii;Mugilidae;Crenimugil;crenilabis;13;0;Detritus_Sand;Detritus_OM;NA;NA;NA;NA;NA;NA;NA;13;0.92;NA;Crenimugil crenilabis;Detritus;Detritus;Detritus
mari;Actinopterygii;Mugilidae;Crenimugil;crenilabis;13;0;Oscillatoria_sp;Oscillatoria sp;Cyanobacteria;Cyanophyceae;Oscillatoriales;Oscillatoriaceae;Oscillatoria;sp;NA;13;0.84;NA;Crenimugil crenilabis;Cyanobacteria;Cyanobacteria;Cyanobacteria
mari;Actinopterygii;Mugilidae;Crenimugil;crenilabis;13;0;Diatoms;Diatoms;NA;NA;NA;NA;NA;NA;NA;13;0.61;NA;Crenimugil crenilabis;Phytoplankton;Phytoplankton;Phytoplankton
mari;Actinopterygii;Mugilidae;Crenimugil;crenilabis;13;0;Filamentous_algae;Algae;NA;NA;NA;NA;NA;NA;NA;13;0.15;NA;Crenimugil crenilabis;Algae;Benthic autotroph;Benthic autotroph
mari;Actinopterygii;Mugilidae;Crenimugil;crenilabis;13;0;Foraminifera;Foraminifera;Foraminifera;NA;NA;NA;NA;NA;NA;13;0.76;NA;Crenimugil crenilabis;Foraminifera;Foraminifera;Foraminifera
mari;Actinopterygii;Polynemidae;Polydactylus;sexfilis;18;12;Shrimp_frags;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;6;0.5;NA;Polydactylus sexfilis;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Polynemidae;Polydactylus;sexfilis;18;12;Crab_frags;Crab;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;6;0.33;NA;Polydactylus sexfilis;Brachyura;Malacostraca;Decapoda
mari;Actinopterygii;Polynemidae;Polydactylus;sexfilis;18;12;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;6;0.16;NA;Polydactylus sexfilis;Annelida;Annelida;Worm
mari;Actinopterygii;Polynemidae;Polydactylus;sexfilis;18;12;Calcarina_sp;Calcarina sp;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Calcarina;sp;NA;6;0.16;NA;Polydactylus sexfilis;Foraminifera;Foraminifera;Foraminifera
mari;Actinopterygii;Carangidae;Selar;crumenophthalmus;27;4;Calcarina_sp;Calcarina sp;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Calcarina;sp;NA;23;0.47;NA;Selar crumenophthalmus;Foraminifera;Foraminifera;Foraminifera
mari;Actinopterygii;Carangidae;Selar;crumenophthalmus;27;4;Marginopora_sp;Marginopora sp;Foraminifera;Tubothalamea;Miliolida;Soritidae;Marginopora;sp;NA;23;0.13;NA;Selar crumenophthalmus;Foraminifera;Foraminifera;Foraminifera
mari;Actinopterygii;Carangidae;Selar;crumenophthalmus;27;4;Gastropoda;Cerithium sp;Mollusca;Gastropoda;NA;Cerithiidae;Cerithium;sp;NA;23;0.26;NA;Selar crumenophthalmus;Gastropoda;Gastropoda;Gastropoda
mari;Actinopterygii;Carangidae;Selar;crumenophthalmus;27;4;Gastropoda;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;NA;23;0.17;NA;Selar crumenophthalmus;Gastropoda;Gastropoda;Gastropoda
mari;Actinopterygii;Carangidae;Selar;crumenophthalmus;27;4;Fish_frags;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;23;0.17;NA;Selar crumenophthalmus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Carangidae;Selar;crumenophthalmus;27;4;Shrimp_pelagic;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;23;0.08;NA;Selar crumenophthalmus;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Carangidae;Selar;crumenophthalmus;27;4;Sand;Inorganic;NA;NA;NA;NA;NA;NA;NA;23;0.3;NA;Selar crumenophthalmus;Inorganic;Inorganic;Inorganic
mari;Actinopterygii;Carangidae;Selar;crumenophthalmus;27;4;Pebbles;Inorganic;NA;NA;NA;NA;NA;NA;NA;23;0.26;NA;Selar crumenophthalmus;Inorganic;Inorganic;Inorganic
mari;Actinopterygii;Carangidae;Trachinotus;baillonii;9;4;Fish_frags;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;5;1;NA;Trachinotus baillonii;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Carangidae;Trachinotus;baillonii;9;4;Tachinotus_bailloni_juv;Trachinotus baillonii;Chordata;Actinopterygii;Carangiformes;Carangidae;Trachinotus;baillonii;NA;5;0.2;NA;Trachinotus baillonii;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Carangidae;Trachinotus;baillonii;9;4;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;5;0.2;NA;Trachinotus baillonii;Isopoda;Malacostraca;Peracarida
mari;Actinopterygii;Carangidae;Trachinotus;baillonii;9;4;Crab_frags;Crab;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;5;0.2;NA;Trachinotus baillonii;Brachyura;Malacostraca;Decapoda
mari;Actinopterygii;Carangidae;Carangoides;ferdau;5;2;Bathygobius_fuscus;Bathygobius fuscus;Chordata;Actinopterygii;Gobiiformes;Gobiidae;Bathygobius;fuscus;NA;3;1;NA;Carangoides ferdau;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Carangidae;Carangoides;ferdau;5;2;Parupeneus_trifasciatus;Parupeneus trifasciatus;Chordata;Actinopterygii;Syngnathiformes;Mullidae;Parupeneus;trifasciatus;NA;3;1;NA;Carangoides ferdau;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Carangidae;Carangoides;ferdau;5;2;Gobiidae;Gobiidae;Chordata;Actinopterygii;Gobiiformes;Gobiidae;NA;NA;NA;3;1;NA;Carangoides ferdau;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Carangidae;Carangoides;ferdau;5;2;Fish_frags;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;3;1;NA;Carangoides ferdau;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Apogonidae;Ostorhinchus;novemfasciatus;24;7;Fish_frags;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;17;0.35;NA;Ostorhinchus novemfasciatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Apogonidae;Ostorhinchus;novemfasciatus;24;7;Pomacentridae;Pomacentridae;Chordata;Actinopterygii;Perciformes;Pomacentridae;NA;NA;NA;17;0.11;NA;Ostorhinchus novemfasciatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Apogonidae;Ostorhinchus;novemfasciatus;24;7;Labridae;Labridae;Chordata;Actinopterygii;Labriformes;Labridae;NA;NA;NA;17;0.11;NA;Ostorhinchus novemfasciatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Apogonidae;Ostorhinchus;novemfasciatus;24;7;Gobiidae;Gobiidae;Chordata;Actinopterygii;Gobiiformes;Gobiidae;NA;NA;NA;17;0.11;NA;Ostorhinchus novemfasciatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Apogonidae;Ostorhinchus;novemfasciatus;24;7;Bathygobius_fuscus;Bathygobius fuscus;Chordata;Actinopterygii;Gobiiformes;Gobiidae;Bathygobius;fuscus;NA;17;0.05;NA;Ostorhinchus novemfasciatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Apogonidae;Ostorhinchus;novemfasciatus;24;7;Amphiprion_melanopus;Amphiprion melanopus;Chordata;Actinopterygii;Perciformes;Pomacentridae;Amphiprion;melanopus;NA;17;0.05;NA;Ostorhinchus novemfasciatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Apogonidae;Ostorhinchus;novemfasciatus;24;7;Apogon_frenatus;Pristiapogon exostigma;Chordata;Actinopterygii;Kurtiformes;Apogonidae;Pristiapogon;exostigma;NA;17;0.05;NA;Ostorhinchus novemfasciatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Apogonidae;Ostorhinchus;novemfasciatus;24;7;Fish_eggs;Fish_eggs;Chordata;Actinopterygii;NA;NA;NA;NA;NA;17;0.11;NA;Ostorhinchus novemfasciatus;Zooplankton;Actinopterygii;Zooplankton
mari;Actinopterygii;Apogonidae;Ostorhinchus;novemfasciatus;24;7;Shrimp_frags;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;17;0.17;NA;Ostorhinchus novemfasciatus;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Apogonidae;Ostorhinchus;novemfasciatus;24;7;Xanthid crab frags;Xanthidae;Arthropoda;Malacostraca;Decapoda;Xanthidae;NA;NA;NA;17;0.17;NA;Ostorhinchus novemfasciatus;Brachyura;Malacostraca;Decapoda
mari;Actinopterygii;Apogonidae;Pristiapogon;kallopterus;21;3;Shrimp_frags;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;18;0.38;NA;Pristiapogon kallopterus;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Apogonidae;Pristiapogon;kallopterus;21;3;Xanthid crab;Xanthidae;Arthropoda;Malacostraca;Decapoda;Xanthidae;NA;NA;NA;18;0.22;NA;Pristiapogon kallopterus;Brachyura;Malacostraca;Decapoda
mari;Actinopterygii;Apogonidae;Pristiapogon;kallopterus;21;3;Ostracods;Ostracoda;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;18;0.11;NA;Pristiapogon kallopterus;Ostracoda;Ostracoda;Zooplankton
mari;Actinopterygii;Apogonidae;Pristiapogon;kallopterus;21;3;Copepods;Copepoda;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;18;0.05;NA;Pristiapogon kallopterus;Copepoda;Hexanauplia;Copepoda
mari;Actinopterygii;Apogonidae;Pristiapogon;kallopterus;21;3;Alpheus_sp;Alpheus sp;Arthropoda;Malacostraca;Decapoda;Alpheidae;Alpheus;sp;NA;18;0.05;NA;Pristiapogon kallopterus;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Apogonidae;Pristiapogon;kallopterus;21;3;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;18;0.05;NA;Pristiapogon kallopterus;Isopoda;Malacostraca;Peracarida
mari;Actinopterygii;Apogonidae;Pristiapogon;kallopterus;21;3;Fish_frags;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;18;0.27;NA;Pristiapogon kallopterus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Apogonidae;Pristiapogon;kallopterus;21;3;Gastropoda;Cerithium sp;Mollusca;Gastropoda;NA;Cerithiidae;Cerithium;sp;NA;18;0.05;NA;Pristiapogon kallopterus;Gastropoda;Gastropoda;Gastropoda
mari;Actinopterygii;Apogonidae;Pristiapogon;exostigma;5;1;Xanthid crab frags;Xanthidae;Arthropoda;Malacostraca;Decapoda;Xanthidae;NA;NA;NA;4;0.5;NA;Pristiapogon exostigma;Brachyura;Malacostraca;Decapoda
mari;Actinopterygii;Apogonidae;Pristiapogon;exostigma;5;1;Eviota_sp;Eviota sp;Chordata;Actinopterygii;Gobiiformes;Gobiidae;Eviota;sp;NA;4;0.25;NA;Pristiapogon exostigma;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Apogonidae;Pristiapogon;exostigma;5;1;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;4;0.25;NA;Pristiapogon exostigma;Annelida;Annelida;Worm
mari;Actinopterygii;Apogonidae;Ostorhinchus;nigrofasciatus;3;0;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;3;0.67;NA;Ostorhinchus nigrofasciatus;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Apogonidae;Ostorhinchus;nigrofasciatus;3;0;Alpheids;Alpheidae;Arthropoda;Malacostraca;Decapoda;Alpheidae;NA;NA;NA;3;0.33;NA;Ostorhinchus nigrofasciatus;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Apogonidae;Apogon;sp;3;0;Shrimp_frags;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;3;1;NA;Apogon sp;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Apogonidae;Apogon;sp;3;0;Alpheids;Alpheidae;Arthropoda;Malacostraca;Decapoda;Alpheidae;NA;NA;NA;3;0.33;NA;Apogon sp;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Apogonidae;Apogon;sp;3;0;Leander_sp;Leander sp;Arthropoda;Malacostraca;Decapoda;Palaemonidae;Leander;sp;NA;3;0.33;NA;Apogon sp;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Apogonidae;Cheilodipterus;quinquelineatus;8;0;Fish_frags;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;8;0.37;NA;Cheilodipterus quinquelineatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Apogonidae;Cheilodipterus;quinquelineatus;8;0;Eviota_sp;Eviota sp;Chordata;Actinopterygii;Gobiiformes;Gobiidae;Eviota;sp;NA;8;0.12;NA;Cheilodipterus quinquelineatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Apogonidae;Cheilodipterus;quinquelineatus;8;0;Labridae;Labridae;Chordata;Actinopterygii;Labriformes;Labridae;NA;NA;NA;8;0.12;NA;Cheilodipterus quinquelineatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Apogonidae;Cheilodipterus;quinquelineatus;8;0;Shrimp_frags;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;8;0.25;NA;Cheilodipterus quinquelineatus;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Apogonidae;Cheilodipterus;quinquelineatus;8;0;Crab_frags;Crab;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;8;0.12;NA;Cheilodipterus quinquelineatus;Brachyura;Malacostraca;Decapoda
mari;Actinopterygii;Apogonidae;Cheilodipterus;quinquelineatus;8;0;Gastropoda;Atys sp;Mollusca;Gastropoda;Cephalaspidea;Haminoeidae;Atys;sp;NA;8;0.12;NA;Cheilodipterus quinquelineatus;Gastropoda;Gastropoda;Gastropoda
mari;Actinopterygii;Priacanthidae;Heteropriacanthus;cruentatus;13;0;Octopus_sp;Octopus sp;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;sp;NA;13;0.84;NA;Heteropriacanthus cruentatus;Cephalopoda;Cephalopoda;Cephalopoda
mari;Actinopterygii;Priacanthidae;Heteropriacanthus;cruentatus;13;0;Shrimp_pelagic;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;13;0.53;NA;Heteropriacanthus cruentatus;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Priacanthidae;Heteropriacanthus;cruentatus;13;0;Shrimp_frags;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;13;0.15;NA;Heteropriacanthus cruentatus;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Priacanthidae;Heteropriacanthus;cruentatus;13;0;Alpheids;Alpheidae;Arthropoda;Malacostraca;Decapoda;Alpheidae;NA;NA;NA;13;0.07;NA;Heteropriacanthus cruentatus;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Priacanthidae;Heteropriacanthus;cruentatus;13;0;Stomatopod_frags;Stomatopoda;Arthropoda;Malacostraca;Stomatopoda;NA;NA;NA;NA;13;0.53;NA;Heteropriacanthus cruentatus;Stomatopoda;Malacostraca;Stomatopoda
mari;Actinopterygii;Priacanthidae;Heteropriacanthus;cruentatus;13;0;Xanthid crab frags;Xanthidae;Arthropoda;Malacostraca;Decapoda;Xanthidae;NA;NA;NA;13;0.15;NA;Heteropriacanthus cruentatus;Brachyura;Malacostraca;Decapoda
mari;Actinopterygii;Priacanthidae;Heteropriacanthus;cruentatus;13;0;Portunidae;Portunidae;Arthropoda;Malacostraca;Decapoda;Portunidae;NA;NA;NA;13;0.07;NA;Heteropriacanthus cruentatus;Brachyura;Malacostraca;Decapoda
mari;Actinopterygii;Priacanthidae;Heteropriacanthus;cruentatus;13;0;Crab_megalopa;Crab;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;13;0.07;NA;Heteropriacanthus cruentatus;Zooplankton;Malacostraca;Zooplankton
mari;Actinopterygii;Priacanthidae;Heteropriacanthus;cruentatus;13;0;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;13;0.07;NA;Heteropriacanthus cruentatus;Isopoda;Malacostraca;Peracarida
mari;Actinopterygii;Priacanthidae;Heteropriacanthus;cruentatus;13;0;Fish_frags;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;13;0.46;NA;Heteropriacanthus cruentatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Priacanthidae;Heteropriacanthus;cruentatus;13;0;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;13;0.23;NA;Heteropriacanthus cruentatus;Annelida;Annelida;Worm
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Fish_frags;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;25;0.28;NA;Epinephelus merra;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Gymnothorax_margaritophorus;Gymnothorax margaritophorus;Chordata;Actinopterygii;Anguilliformes;Muraenidae;Gymnothorax;margaritophorus;NA;25;0.04;NA;Epinephelus merra;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Allanetta_ovalaua;Hypoatherina ovalaua;Chordata;Actinopterygii;Atheriniformes;Atherinidae;Hypoatherina;ovalaua;NA;25;0.04;NA;Epinephelus merra;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Parupeneus_trifasciatus;Parupeneus trifasciatus;Chordata;Actinopterygii;Syngnathiformes;Mullidae;Parupeneus;trifasciatus;NA;25;0.04;NA;Epinephelus merra;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Holocentrus_sammara;Neoniphon sammara;Chordata;Actinopterygii;Holocentriformes;Holocentridae;Neoniphon;sammara;NA;25;0.04;NA;Epinephelus merra;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Holocentridae;Holocentridae;Chordata;Actinopterygii;Holocentriformes;Holocentridae;NA;NA;NA;25;0.04;NA;Epinephelus merra;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Gobiidae;Gobiidae;Chordata;Actinopterygii;Gobiiformes;Gobiidae;NA;NA;NA;25;0.04;NA;Epinephelus merra;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Fish_larvae;Fish_larvae;Chordata;Actinopterygii;NA;NA;NA;NA;NA;25;0.04;NA;Epinephelus merra;Zooplankton;Actinopterygii;Zooplankton
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Small_fish;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;25;0.08;NA;Epinephelus merra;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Crab_frags;Crab;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;25;0.24;NA;Epinephelus merra;Brachyura;Malacostraca;Decapoda
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Portunidae;Portunidae;Arthropoda;Malacostraca;Decapoda;Portunidae;NA;NA;NA;25;0.08;NA;Epinephelus merra;Brachyura;Malacostraca;Decapoda
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Petrolisthes_sp;Petrolisthes sp;Arthropoda;Malacostraca;Decapoda;Porcellanidae;Petrolisthes;sp;NA;25;0.04;NA;Epinephelus merra;Anomura;Malacostraca;Decapoda
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Hippolytids;Hippolytidae;Arthropoda;Malacostraca;Decapoda;Hippolytidae;NA;NA;NA;25;0.04;NA;Epinephelus merra;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Shrimp_frags;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;25;0.04;NA;Epinephelus merra;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Stomatopod_frags;Stomatopoda;Arthropoda;Malacostraca;Stomatopoda;NA;NA;NA;NA;25;0.08;NA;Epinephelus merra;Stomatopoda;Malacostraca;Stomatopoda
mari;Actinopterygii;Serranidae;Epinephelus;merra;31;6;Galathea_sp;Galathea sp;Arthropoda;Malacostraca;Decapoda;Galatheidae;Galathea;sp;NA;25;0.04;NA;Epinephelus merra;Anomura;Malacostraca;Decapoda
mari;Actinopterygii;Serranidae;Epinephelus;fuscoguttatus;8;3;Holocentrus_diadema;Sargocentron diadema;Chordata;Actinopterygii;Holocentriformes;Holocentridae;Sargocentron;diadema;NA;5;0.2;NA;Epinephelus fuscoguttatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;fuscoguttatus;8;3;Parupeneus_trifasciatus;Parupeneus trifasciatus;Chordata;Actinopterygii;Syngnathiformes;Mullidae;Parupeneus;trifasciatus;NA;5;0.2;NA;Epinephelus fuscoguttatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;fuscoguttatus;8;3;Spratelloides_delicatulus;Spratelloides delicatulus;Chordata;Actinopterygii;Clupeiformes;Clupeidae;Spratelloides;delicatulus;NA;5;0.2;NA;Epinephelus fuscoguttatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;fuscoguttatus;8;3;Fish_frags;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;5;0.2;NA;Epinephelus fuscoguttatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;fuscoguttatus;8;3;Thalamita_sp;Thalamita sp;Arthropoda;Malacostraca;Decapoda;Portunidae;Thalamita;sp;NA;5;0.2;NA;Epinephelus fuscoguttatus;Brachyura;Malacostraca;Decapoda
mari;Actinopterygii;Serranidae;Epinephelus;fuscoguttatus;8;3;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;5;0.2;NA;Epinephelus fuscoguttatus;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Serranidae;Epinephelus;hexagonatus;6;2;Pempheris_oualensis;Pempheris oualensis;Chordata;Actinopterygii;Pempheriformes;Pempheridae;Pempheris;oualensis;NA;4;1;NA;Epinephelus hexagonatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;hexagonatus;6;2;Balistidae;Balistidae;Chordata;Actinopterygii;Tetraodontiformes;Balistidae;NA;NA;NA;4;1;NA;Epinephelus hexagonatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;hexagonatus;6;2;Pseudocheilinus_sp;Pseudocheilinus sp;Chordata;Actinopterygii;Labriformes;Labridae;Pseudocheilinus;sp;NA;4;1;NA;Epinephelus hexagonatus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;hexagonatus;6;2;Polychaeta;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;NA;4;0.25;NA;Epinephelus hexagonatus;Annelida;Annelida;Worm
mari;Actinopterygii;Serranidae;Epinephelus;howlandi;12;4;Fish_frags;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;8;0.75;NA;Epinephelus howlandi;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Epinephelus;howlandi;12;4;Crab_frags;Crab;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;8;0.25;NA;Epinephelus howlandi;Brachyura;Malacostraca;Decapoda
mari;Actinopterygii;Serranidae;Epinephelus;howlandi;12;4;Shrimp_frags;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;8;0.12;NA;Epinephelus howlandi;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Serranidae;Epinephelus;howlandi;12;4;Stenopus_hispidus;Stenopus hispidus;Arthropoda;Malacostraca;Decapoda;Stenopodidae;Stenopus;hispidus;NA;8;0.12;NA;Epinephelus howlandi;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Serranidae;Epinephelus;howlandi;12;4;Octopus_beak;Octopoda;Mollusca;Cephalopoda;Octopoda;NA;NA;NA;NA;8;0.12;NA;Epinephelus howlandi;Cephalopoda;Cephalopoda;Cephalopoda
mari;Actinopterygii;Serranidae;Epinephelus;howlandi;12;4;Sand_Pebbles;Inorganic;NA;NA;NA;NA;NA;NA;NA;8;0.37;NA;Epinephelus howlandi;Inorganic;Inorganic;Inorganic
mari;Actinopterygii;Serranidae;Cephalopholis;urodeta;20;7;Fish_frags;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;NA;13;0.42;NA;Cephalopholis urodeta;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Cephalopholis;urodeta;20;7;Alpheids;Alpheidae;Arthropoda;Malacostraca;Decapoda;Alpheidae;NA;NA;NA;13;0.28;NA;Cephalopholis urodeta;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Serranidae;Cephalopholis;urodeta;20;7;Xanthid crab frags;Xanthidae;Arthropoda;Malacostraca;Decapoda;Xanthidae;NA;NA;NA;13;0.14;NA;Cephalopholis urodeta;Brachyura;Malacostraca;Decapoda
mari;Actinopterygii;Serranidae;Cephalopholis;urodeta;20;7;Porcellanidae;Porcellanidae;Arthropoda;Malacostraca;Decapoda;Porcellanidae;NA;NA;NA;13;0.07;NA;Cephalopholis urodeta;Anomura;Malacostraca;Decapoda
mari;Actinopterygii;Serranidae;Cephalopholis;urodeta;20;7;Sand;Inorganic;NA;NA;NA;NA;NA;NA;NA;13;0.07;NA;Cephalopholis urodeta;Inorganic;Inorganic;Inorganic
mari;Actinopterygii;Serranidae;Cephalopholis;argus;12;8;Shrimp_frags;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;4;0.33;NA;Cephalopholis argus;Shrimp;Malacostraca;Decapoda
mari;Actinopterygii;Serranidae;Cephalopholis;argus;12;8;Abudefduf_dicki;Plectroglyphidodon dickii;Chordata;Actinopterygii;Perciformes;Pomacentridae;Plectroglyphidodon;dickii;NA;4;0.11;NA;Cephalopholis argus;Actinopterygii;Actinopterygii;Actinopterygii
mari;Actinopterygii;Serranidae;Cephalopholis;argus;12;8;Mullidae;Mullidae;Chordata;Actinopterygii;Syngnathiformes;Mullidae;NA;NA;NA;4;0.11;NA;Cephalopholis argus;Actinopterygii;Actinopterygii;Actinopterygii
