site_code;class;family_cor;genus;sp;nb_sample;nb_empty;item_raw;item;item_phylum;item_class;item_ord;item_fam;item_gen;item_sp;item_volper;grp6;grp1;grp3;nb_guts;item_freq;time;fish_sp
vir;Actinopterygii;Pomacanthidae;Pomacanthus;paru;23;0;Gorgonia_flabellum;Gorgonia flabellum;Cnidaria;Anthozoa;Alcyonacea;Gorgoniidae;Gorgonia;flabellum;1.4;Anthozoa;Anthozoa;Anthozoa;23;NA;NA;Pomacanthus paru
vir;Actinopterygii;Pomacanthidae;Pomacanthus;paru;23;0;Hydrozoa;Hydrozoa;Cnidaria;Hydrozoa;NA;NA;NA;NA;0.3;Medusozoa;Hydrozoa;Hydrozoa;23;NA;NA;Pomacanthus paru
vir;Actinopterygii;Pomacanthidae;Pomacanthus;paru;23;0;Bryozoa;Bryozoa;Bryozoa;NA;NA;NA;NA;NA;0.2;Bryozoa;Bryozoa;Bryozoa;23;NA;NA;Pomacanthus paru
vir;Actinopterygii;Pomacanthidae;Pomacanthus;paru;23;0;Spermatophyta;Spermatophyta;Tracheophyta;NA;NA;NA;NA;NA;0.1;Benthic autotroph;NA;NA;23;NA;NA;Pomacanthus paru
vir;Actinopterygii;Pomacanthidae;Pomacanthus;paru;23;0;Eggs_unid;Eggs;NA;NA;NA;NA;NA;NA;0.1;Zooplankton;Zooplankton;Zooplankton;23;NA;NA;Pomacanthus paru
vir;Actinopterygii;Chaetodontidae;Prognathodes;aculeatus;8;1;Serpulids;Serpulidae;Annelida;Polychaeta;Sabellida;Serpulidae;NA;NA;38.5;Worm;Annelida;Polychaeta;7;NA;NA;Prognathodes aculeatus
vir;Actinopterygii;Chaetodontidae;Prognathodes;aculeatus;8;1;Echinoids_frags;Echinoidea;Echinodermata;Echinoidea;NA;NA;NA;NA;11.4;Echinoidea;Echinoidea;Echinoidea;7;NA;NA;Prognathodes aculeatus
vir;Actinopterygii;Chaetodontidae;Prognathodes;aculeatus;8;1;Copepods;Copepoda;Arthropoda;Hexanauplia;NA;NA;NA;NA;4.7;Copepoda;Copepoda;Hexanauplia;7;NA;NA;Prognathodes aculeatus
vir;Actinopterygii;Chaetodontidae;Prognathodes;aculeatus;8;1;Mysids;Mysida;Arthropoda;Malacostraca;Mysida;NA;NA;NA;4.7;Zooplankton;Zooplankton;Zooplankton;7;NA;NA;Prognathodes aculeatus
vir;Actinopterygii;Chaetodontidae;Prognathodes;aculeatus;8;1;Tanaid;Tanaidacea;Arthropoda;Malacostraca;Tanaidacea;NA;NA;NA;1;Peracarida;Tanaidacea;Malacostraca;7;NA;NA;Prognathodes aculeatus
vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;23;0;Spermatophyta;Spermatophyta;Tracheophyta;NA;NA;NA;NA;NA;8.2;Benthic autotroph;NA;NA;23;NA;NA;Acanthurus bahianus
vir;Actinopterygii;Acanthuridae;Acanthurus;chirurgus;20;0;Seagrass;Seagrass;Tracheophyta;NA;NA;NA;NA;NA;5.7;Benthic autotroph;Benthic autotroph;Seagrass;20;NA;NA;Acanthurus chirurgus
vir;Actinopterygii;Acanthuridae;Acanthurus;chirurgus;20;0;Wormtube_noncalcareous;Annelida;Annelida;NA;NA;NA;NA;NA;0.2;Worm;NA;NA;20;NA;NA;Acanthurus chirurgus
vir;Actinopterygii;Acanthuridae;Acanthurus;chirurgus;20;0;Gastropods;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;0.1;Gastropoda;Gastropoda;Gastropoda;20;NA;NA;Acanthurus chirurgus
vir;Actinopterygii;Acanthuridae;Acanthurus;chirurgus;20;0;Nudibranch eggs;Nudibranchia;Mollusca;Gastropoda;Nudibranchia;NA;NA;NA;0.1;Zooplankton;Zooplankton;Zooplankton;20;NA;NA;Acanthurus chirurgus
vir;Actinopterygii;Acanthuridae;Acanthurus;coeruleus;27;2;Spermatophyta;Spermatophyta;Tracheophyta;NA;NA;NA;NA;NA;6.8;Benthic autotroph;NA;NA;25;NA;NA;Acanthurus coeruleus
vir;Actinopterygii;Acanthuridae;Acanthurus;coeruleus;27;2;Gorgonian_frags;Alcyonacea;Cnidaria;Anthozoa;Alcyonacea;NA;NA;NA;0.1;Anthozoa;Anthozoa;Anthozoa;25;NA;NA;Acanthurus coeruleus
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Crab;Crab;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;5.4;Decapoda;Crab;Malacostraca;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Pelecypod;Bivalvia;Mollusca;Bivalvia;NA;NA;NA;NA;4.6;Bivalvia;Bivalvia;Bivalvia;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Ophiurids;Ophiuroidea;Echinodermata;Ophiuroidea;NA;NA;NA;NA;3.3;Ophiuroidea;Ophiuroidea;Ophiuroidea;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Polychaetes;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;2.1;Worm;Annelida;Polychaeta;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Dardanus_venosus;Dardanus venosus;Arthropoda;Malacostraca;Decapoda;Diogenidae;Dardanus;venosus;1.9;Decapoda;Paguroidea;Malacostraca;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Gastropods;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;1.6;Gastropoda;Gastropoda;Gastropoda;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Asteroids;Asteroidea;Echinodermata;Asteroidea;NA;NA;NA;NA;1.4;Asteroidea;Asteroidea;Asteroidea;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Algae;Algae;NA;NA;NA;NA;NA;NA;1.2;Benthic autotroph;Benthic autotroph;Algae;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Sipunculids;Sipuncula;Sipuncula;NA;NA;NA;NA;NA;0.9;Worm;Sipuncula;Sipuncula;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Alpheids;Alpheidae;Arthropoda;Malacostraca;Decapoda;Alpheidae;NA;NA;0.8;Decapoda;Shrimp;Malacostraca;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Tunicates;Tunicata;Chordata;NA;NA;NA;NA;NA;0.6;Tunicata;Tunicata;Tunicata;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Fish;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;0.2;Actinopterygii;Fish;Actinopterygii;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Scleractinia_Cladocora_arbuscula;Cladocora arbuscula;Cnidaria;Anthozoa;Scleractinia;NA;Cladocora;arbuscula;0.2;Anthozoa;Anthozoa;Anthozoa;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Chitons;Polyplacophora;Mollusca;Polyplacophora;NA;NA;NA;NA;0.1;Polyplacophora;Polyplacophora;Polyplacophora;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Scyllarides_aequinoctialis;Scyllarides aequinoctialis;Arthropoda;Malacostraca;Decapoda;Scyllaridae;Scyllarides;aequinoctialis;0.1;Decapoda;NA;NA;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Stomatopod;Stomatopoda;Arthropoda;Malacostraca;Stomatopoda;NA;NA;NA;0.05;Stomatopoda;Stomatopoda;Malacostraca;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Amphipoda;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;0.03;Peracarida;Amphipoda;Malacostraca;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Balistes;vetula;95;4;Anthozoa_nocorals;Anthozoa;Cnidaria;Anthozoa;NA;NA;NA;NA;0.02;Anthozoa;Anthozoa;Anthozoa;91;NA;NA;Balistes vetula
vir;Actinopterygii;Balistidae;Canthidermis;sufflamen;5;1;Diadema_antillarum;Diadema antillarum;Echinodermata;Echinoidea;Diadematoida;Diadematidae;Diadema;antillarum;25;Echinoidea;Echinoidea;Echinoidea;4;NA;NA;Canthidermis sufflamen
vir;Actinopterygii;Balistidae;Canthidermis;sufflamen;5;1;Pteropods;Pteropoda;Mollusca;Gastropoda;Pteropoda;NA;NA;NA;21.2;Zooplankton;Zooplankton;Zooplankton;4;NA;NA;Canthidermis sufflamen
vir;Actinopterygii;Balistidae;Canthidermis;sufflamen;5;1;Gastropoda_larvae;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;13.2;Zooplankton;Zooplankton;Zooplankton;4;NA;NA;Canthidermis sufflamen
vir;Actinopterygii;Balistidae;Canthidermis;sufflamen;5;1;Siphonophores;Siphonophorae;Cnidaria;Hydrozoa;Siphonophorae;NA;NA;NA;8.5;Medusozoa;Hydrozoa;Hydrozoa;4;NA;NA;Canthidermis sufflamen
vir;Actinopterygii;Balistidae;Canthidermis;sufflamen;5;1;Hyperiid;Hyperiidea;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;6;Peracarida;Amphipoda;Malacostraca;4;NA;NA;Canthidermis sufflamen
vir;Actinopterygii;Balistidae;Canthidermis;sufflamen;5;1;Crab_larvae;Crab;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;3.7;Zooplankton;Zooplankton;Zooplankton;4;NA;NA;Canthidermis sufflamen
vir;Actinopterygii;Balistidae;Canthidermis;sufflamen;5;1;Isopods_larvae;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;2.5;Zooplankton;Isopoda;Malacostraca;4;NA;NA;Canthidermis sufflamen
vir;Actinopterygii;Balistidae;Canthidermis;sufflamen;5;1;Sargassum_sp;Sargassum sp;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;sp;2.4;Benthic autotroph;Benthic autotroph;Algae;4;NA;NA;Canthidermis sufflamen
vir;Actinopterygii;Balistidae;Canthidermis;sufflamen;5;1;Shrimp_larvae;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;1.2;Zooplankton;Zooplankton;Zooplankton;4;NA;NA;Canthidermis sufflamen
vir;Actinopterygii;Balistidae;Canthidermis;sufflamen;5;1;Barnacle_larvae;Cirripedia;Arthropoda;Hexanauplia;NA;NA;NA;NA;1.2;Zooplankton;Zooplankton;Zooplankton;4;NA;NA;Canthidermis sufflamen
vir;Actinopterygii;Balistidae;Melichthys;niger;17;0;Algae;Algae;NA;NA;NA;NA;NA;NA;70.8;Benthic autotroph;Benthic autotroph;Algae;17;NA;NA;Melichthys niger
vir;Actinopterygii;Balistidae;Melichthys;niger;17;0;Pteropods;Pteropoda;Mollusca;Gastropoda;Pteropoda;NA;NA;NA;5.5;Zooplankton;Zooplankton;Zooplankton;17;NA;NA;Melichthys niger
vir;Actinopterygii;Balistidae;Melichthys;niger;17;0;Crab;Crab;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;4.9;Decapoda;Crab;Malacostraca;17;NA;NA;Melichthys niger
vir;Actinopterygii;Balistidae;Melichthys;niger;17;0;Cymodocea_manatorum;Cymodocea manatorum;Tracheophyta;Magnoliopsida;Alismatales;Cymodoceaceae;Cymodocea;manatorum;4.4;Benthic autotroph;Benthic autotroph;Seagrass;17;NA;NA;Melichthys niger
vir;Actinopterygii;Balistidae;Melichthys;niger;17;0;Fish;Fish;Chordata;Actinopterygii;NA;NA;NA;NA;3.1;Actinopterygii;Fish;Actinopterygii;17;NA;NA;Melichthys niger
vir;Actinopterygii;Balistidae;Melichthys;niger;17;0;Siphonophores;Siphonophorae;Cnidaria;Hydrozoa;Siphonophorae;NA;NA;NA;2.3;Medusozoa;Hydrozoa;Hydrozoa;17;NA;NA;Melichthys niger
vir;Actinopterygii;Balistidae;Melichthys;niger;17;0;Salps;Salpidae;Chordata;Thaliacea;Salpida;Salpidae;NA;NA;1.8;Tunicata;Tunicata;Tunicata;17;NA;NA;Melichthys niger
vir;Actinopterygii;Balistidae;Melichthys;niger;17;0;Gastropoda_larvae;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;1.3;Zooplankton;Zooplankton;Zooplankton;17;NA;NA;Melichthys niger
vir;Actinopterygii;Balistidae;Melichthys;niger;17;0;Hermit_crab;Paguroidea;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;1.2;Decapoda;Paguroidea;Malacostraca;17;NA;NA;Melichthys niger
vir;Actinopterygii;Balistidae;Melichthys;niger;17;0;Scleractinia_Colpophyllia_sp;Colpophyllia sp;Cnidaria;Anthozoa;Scleractinia;Faviidae;Colpophyllia;sp;0.6;Anthozoa;Anthozoa;Anthozoa;17;NA;NA;Melichthys niger
vir;Actinopterygii;Balistidae;Melichthys;niger;17;0;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;0.6;Decapoda;Shrimp;Malacostraca;17;NA;NA;Melichthys niger
vir;Actinopterygii;Balistidae;Melichthys;niger;17;0;Copepods;Copepoda;Arthropoda;Hexanauplia;NA;NA;NA;NA;0.2;Copepoda;Copepoda;Hexanauplia;17;NA;NA;Melichthys niger
vir;Actinopterygii;Balistidae;Melichthys;niger;17;0;Barnacle_larvae;Cirripedia;Arthropoda;Hexanauplia;NA;NA;NA;NA;0.2;Zooplankton;Zooplankton;Zooplankton;17;NA;NA;Melichthys niger
vir;Actinopterygii;Balistidae;Melichthys;niger;17;0;Foraminifera;Foraminifera;Foraminifera;NA;NA;NA;NA;NA;0.1;Foraminifera;Foraminifera;Foraminifera;17;NA;NA;Melichthys niger
vir;Actinopterygii;Balistidae;Melichthys;niger;17;0;Pelecypod_larvae;Bivalvia;Mollusca;Bivalvia;NA;NA;NA;NA;0.1;Zooplankton;Zooplankton;Zooplankton;17;NA;NA;Melichthys niger
vir;Actinopterygii;Monacanthidae;Aluterus;schoepfii;5;0;Seagrass;Seagrass;Tracheophyta;NA;NA;NA;NA;NA;67;Benthic autotroph;Benthic autotroph;Seagrass;5;NA;NA;Aluterus schoepfii
vir;Actinopterygii;Monacanthidae;Aluterus;schoepfii;5;0;Halimeda_sp;Halimeda sp;Chlorophyta;Ulvophyceae;Bryopsidales;Halimedaceae;Halimeda;sp;31.8;Benthic autotroph;Benthic autotroph;Algae;5;NA;NA;Aluterus schoepfii
vir;Actinopterygii;Monacanthidae;Aluterus;schoepfii;5;0;Clibanarius_tricolor;Clibanarius tricolor;Arthropoda;Malacostraca;Decapoda;Diogenidae;Clibanarius;tricolor;0.6;Decapoda;Paguroidea;Malacostraca;5;NA;NA;Aluterus schoepfii
vir;Actinopterygii;Monacanthidae;Aluterus;schoepfii;5;0;Gastropods;Columbella mercatoria;Mollusca;Gastropoda;Neogastropoda;Columbellidae;Columbella;mercatoria;0.6;Gastropoda;Gastropoda;Gastropoda;5;NA;NA;Aluterus schoepfii
vir;Actinopterygii;Monacanthidae;Aluterus;scriptus;8;0;Hydrozoa;Hydrozoa;Cnidaria;Hydrozoa;NA;NA;NA;NA;39.4;Medusozoa;Hydrozoa;Hydrozoa;8;NA;NA;Aluterus scriptus
vir;Actinopterygii;Monacanthidae;Aluterus;scriptus;8;0;Algae;Algae;NA;NA;NA;NA;NA;NA;34.2;Benthic autotroph;Benthic autotroph;Algae;8;NA;NA;Aluterus scriptus
vir;Actinopterygii;Monacanthidae;Aluterus;scriptus;8;0;Gorgonians;Alcyonacea;Cnidaria;Anthozoa;Alcyonacea;NA;NA;NA;12.6;Anthozoa;Anthozoa;Anthozoa;8;NA;NA;Aluterus scriptus
vir;Actinopterygii;Monacanthidae;Aluterus;scriptus;8;0;Thalassia_testudinum;Thalassia testudinum;Tracheophyta;Magnoliopsida;Alismatales;Hydrocharitaceae;Thalassia;testudinum;9;Benthic autotroph;Benthic autotroph;Seagrass;8;NA;NA;Aluterus scriptus
vir;Actinopterygii;Monacanthidae;Aluterus;scriptus;8;0;Zoantharia;Zoantharia;Cnidaria;Anthozoa;Zoantharia;NA;NA;NA;2.4;Anthozoa;NA;NA;8;NA;NA;Aluterus scriptus
vir;Actinopterygii;Monacanthidae;Aluterus;scriptus;8;0;Trididemnum_savignii;Trididemnum savignii;Chordata;Ascidiacea;Enterogona;Didemnidae;Trididemnum;savignii;1.1;Tunicata;Tunicata;Tunicata;8;NA;NA;Aluterus scriptus
vir;Actinopterygii;Monacanthidae;Aluterus;scriptus;8;0;Gastropods;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;0.6;Gastropoda;Gastropoda;Gastropoda;8;NA;NA;Aluterus scriptus
vir;Actinopterygii;Monacanthidae;Aluterus;scriptus;8;0;Sponges;Porifera;Porifera;NA;NA;NA;NA;NA;0.4;Porifera;Porifera;Porifera;8;NA;NA;Aluterus scriptus
vir;Actinopterygii;Monacanthidae;Aluterus;scriptus;8;0;Alpheids;Alpheidae;Arthropoda;Malacostraca;Decapoda;Alpheidae;NA;NA;0.3;Decapoda;Shrimp;Malacostraca;8;NA;NA;Aluterus scriptus
vir;Actinopterygii;Monacanthidae;Cantherhines;macrocerus;10;0;Sponges;Porifera;Porifera;NA;NA;NA;NA;NA;86.5;Porifera;Porifera;Porifera;10;NA;NA;Cantherhines macrocerus
vir;Actinopterygii;Monacanthidae;Cantherhines;macrocerus;10;0;Hydrozoa;Hydrozoa;Cnidaria;Hydrozoa;NA;NA;NA;NA;5;Medusozoa;Hydrozoa;Hydrozoa;10;NA;NA;Cantherhines macrocerus
vir;Actinopterygii;Monacanthidae;Cantherhines;macrocerus;10;0;Gorgonia_flabellum;Gorgonia flabellum;Cnidaria;Anthozoa;Alcyonacea;Gorgoniidae;Gorgonia;flabellum;4.8;Anthozoa;Anthozoa;Anthozoa;10;NA;NA;Cantherhines macrocerus
vir;Actinopterygii;Monacanthidae;Cantherhines;macrocerus;10;0;Algae;Algae;NA;NA;NA;NA;NA;NA;2.9;Benthic autotroph;Benthic autotroph;Algae;10;NA;NA;Cantherhines macrocerus
vir;Actinopterygii;Monacanthidae;Cantherhines;macrocerus;10;0;Holothurians;Holothuroidea;Echinodermata;Holothuroidea;NA;NA;NA;NA;0.8;Holothuroidea;Holothuroidea;Holothuroidea;10;NA;NA;Cantherhines macrocerus
vir;Actinopterygii;Monacanthidae;Cantherhines;pullus;27;1;Sponges;Porifera;Porifera;NA;NA;NA;NA;NA;30.9;Porifera;Porifera;Porifera;26;NA;NA;Cantherhines pullus
vir;Actinopterygii;Monacanthidae;Cantherhines;pullus;27;1;Tunicates;Ascidiacea;Chordata;Ascidiacea;NA;NA;NA;NA;6;Tunicata;Tunicata;Tunicata;26;NA;NA;Cantherhines pullus
vir;Actinopterygii;Monacanthidae;Cantherhines;pullus;27;1;Spermatophyta;Spermatophyta;Tracheophyta;NA;NA;NA;NA;NA;4.6;Benthic autotroph;NA;NA;26;NA;NA;Cantherhines pullus
vir;Actinopterygii;Monacanthidae;Cantherhines;pullus;27;1;Sertularia_sp;Sertularia sp;Cnidaria;Hydrozoa;Leptothecata;Sertulariidae;Sertularia;sp;3.1;Medusozoa;Hydrozoa;Hydrozoa;26;NA;NA;Cantherhines pullus
vir;Actinopterygii;Monacanthidae;Cantherhines;pullus;27;1;Bryozoa;Bryozoa;Bryozoa;NA;NA;NA;NA;NA;2.3;Bryozoa;Bryozoa;Bryozoa;26;NA;NA;Cantherhines pullus
vir;Actinopterygii;Monacanthidae;Cantherhines;pullus;27;1;Ophiothrix_sp;Ophiothrix sp;Echinodermata;Ophiuroidea;Ophiurida;Ophiotrichidae;Ophiothrix;sp;1.9;Ophiuroidea;Ophiuroidea;Ophiuroidea;26;NA;NA;Cantherhines pullus
vir;Actinopterygii;Monacanthidae;Cantherhines;pullus;27;1;Gorgonians;Alcyonacea;Cnidaria;Anthozoa;Alcyonacea;NA;NA;NA;1.7;Anthozoa;Anthozoa;Anthozoa;26;NA;NA;Cantherhines pullus
vir;Actinopterygii;Monacanthidae;Cantherhines;pullus;27;1;Zoanthus;Zoanthus sp;Cnidaria;Anthozoa;Zoantharia;Zoanthidae;Zoanthus;sp;1.7;Anthozoa;Anthozoa;Anthozoa;26;NA;NA;Cantherhines pullus
vir;Actinopterygii;Monacanthidae;Cantherhines;pullus;27;1;Scleractinia;Scleractinia;Cnidaria;Anthozoa;Scleractinia;NA;NA;NA;0.7;Anthozoa;Anthozoa;Anthozoa;26;NA;NA;Cantherhines pullus
vir;Actinopterygii;Monacanthidae;Cantherhines;pullus;27;1;Pelecypod;Bivalvia;Mollusca;Bivalvia;NA;NA;NA;NA;0.2;Bivalvia;Bivalvia;Bivalvia;26;NA;NA;Cantherhines pullus
vir;Actinopterygii;Monacanthidae;Cantherhines;pullus;27;1;Gastropoda_eggs;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;0.1;Zooplankton;Zooplankton;Zooplankton;26;NA;NA;Cantherhines pullus
vir;Actinopterygii;Monacanthidae;Cantherhines;pullus;27;1;Alpheids;Alpheidae;Arthropoda;Malacostraca;Decapoda;Alpheidae;NA;NA;0.1;Decapoda;Shrimp;Malacostraca;26;NA;NA;Cantherhines pullus
vir;Actinopterygii;Monacanthidae;Cantherhines;pullus;27;1;Amphipoda;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;0.1;Peracarida;Amphipoda;Malacostraca;26;NA;NA;Cantherhines pullus
vir;Actinopterygii;Monacanthidae;Cantherhines;pullus;27;1;Echinoids;Echinoidea;Echinodermata;Echinoidea;NA;NA;NA;NA;0.1;Echinoidea;Echinoidea;Echinoidea;26;NA;NA;Cantherhines pullus
vir;Actinopterygii;Monacanthidae;Monacanthus;ciliatus;14;1;Thalassia_testudinum;Thalassia testudinum;Tracheophyta;Magnoliopsida;Alismatales;Hydrocharitaceae;Thalassia;testudinum;15.4;Benthic autotroph;Benthic autotroph;Seagrass;13;NA;NA;Monacanthus ciliatus
vir;Actinopterygii;Monacanthidae;Monacanthus;ciliatus;14;1;Copepods;Copepoda;Arthropoda;Hexanauplia;NA;NA;NA;NA;14.6;Copepoda;Copepoda;Hexanauplia;13;NA;NA;Monacanthus ciliatus
vir;Actinopterygii;Monacanthidae;Monacanthus;ciliatus;14;1;Carideans;Caridea;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;13.1;Decapoda;Shrimp;Malacostraca;13;NA;NA;Monacanthus ciliatus
vir;Actinopterygii;Monacanthidae;Monacanthus;ciliatus;14;1;Amphipoda;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;5.4;Peracarida;Amphipoda;Malacostraca;13;NA;NA;Monacanthus ciliatus
vir;Actinopterygii;Monacanthidae;Monacanthus;ciliatus;14;1;Tanaid;Tanaidacea;Arthropoda;Malacostraca;Tanaidacea;NA;NA;NA;4.6;Peracarida;Tanaidacea;Malacostraca;13;NA;NA;Monacanthus ciliatus
vir;Actinopterygii;Monacanthidae;Monacanthus;ciliatus;14;1;Polychaetes;Polychaeta;Annelida;Polychaeta;NA;NA;NA;NA;4.2;Worm;Annelida;Polychaeta;13;NA;NA;Monacanthus ciliatus
vir;Actinopterygii;Monacanthidae;Monacanthus;ciliatus;14;1;Stomatopod_larvae;Stomatopoda;Arthropoda;Malacostraca;Stomatopoda;NA;NA;NA;3.9;Zooplankton;Zooplankton;Zooplankton;13;NA;NA;Monacanthus ciliatus
vir;Actinopterygii;Monacanthidae;Monacanthus;ciliatus;14;1;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;3.1;Peracarida;Isopoda;Malacostraca;13;NA;NA;Monacanthus ciliatus
vir;Actinopterygii;Monacanthidae;Monacanthus;ciliatus;14;1;Papyridea_sp;Papyridea sp;Mollusca;Bivalvia;Veneroida;Cardiidae;Papyridea;sp;2.3;Bivalvia;Bivalvia;Bivalvia;13;NA;NA;Monacanthus ciliatus
vir;Actinopterygii;Monacanthidae;Monacanthus;ciliatus;14;1;Gastropods;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;1.5;Gastropoda;Gastropoda;Gastropoda;13;NA;NA;Monacanthus ciliatus
vir;Actinopterygii;Monacanthidae;Monacanthus;ciliatus;14;1;Hydroids;Hydrozoa;Cnidaria;Hydrozoa;NA;NA;NA;NA;0.3;Medusozoa;Hydrozoa;Hydrozoa;13;NA;NA;Monacanthus ciliatus
vir;Actinopterygii;Monacanthidae;Monacanthus;tuckeri;4;1;Orgmaterial_unid;Organic;NA;NA;NA;NA;NA;NA;41.3;Detritus;Detritus;Detritus;3;NA;NA;Monacanthus tuckeri
vir;Actinopterygii;Monacanthidae;Monacanthus;tuckeri;4;1;Copepods;Copepoda;Arthropoda;Hexanauplia;NA;NA;NA;NA;35;Copepoda;Copepoda;Hexanauplia;3;NA;NA;Monacanthus tuckeri
vir;Actinopterygii;Monacanthidae;Monacanthus;tuckeri;4;1;Gastropoda_larvae;Gastropoda;Mollusca;Gastropoda;NA;NA;NA;NA;6.7;Zooplankton;Zooplankton;Zooplankton;3;NA;NA;Monacanthus tuckeri
vir;Actinopterygii;Monacanthidae;Monacanthus;tuckeri;4;1;Tanaid;Tanaidacea;Arthropoda;Malacostraca;Tanaidacea;NA;NA;NA;4;Peracarida;Tanaidacea;Malacostraca;3;NA;NA;Monacanthus tuckeri
vir;Actinopterygii;Monacanthidae;Monacanthus;tuckeri;4;1;Isopods;Isopoda;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;3.3;Peracarida;Isopoda;Malacostraca;3;NA;NA;Monacanthus tuckeri
vir;Actinopterygii;Monacanthidae;Monacanthus;tuckeri;4;1;Amphipoda;Amphipoda;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;3;Peracarida;Amphipoda;Malacostraca;3;NA;NA;Monacanthus tuckeri
vir;Actinopterygii;Ostraciidae;Acanthostracion;polygonius;4;1;Tunicates;Tunicata;Chordata;NA;NA;NA;NA;NA;28.3;Tunicata;Tunicata;Tunicata;3;NA;NA;Acanthostracion polygonius
vir;Actinopterygii;Ostraciidae;Acanthostracion;polygonius;4;1;Alcyonaria;Octocorallia;Cnidaria;Anthozoa;NA;NA;NA;NA;23.3;Anthozoa;Anthozoa;Anthozoa;3;NA;NA;Acanthostracion polygonius
vir;Actinopterygii;Ostraciidae;Acanthostracion;polygonius;4;1;Sponges;Porifera;Porifera;NA;NA;NA;NA;NA;11.7;Porifera;Porifera;Porifera;3;NA;NA;Acanthostracion polygonius
vir;Actinopterygii;Ostraciidae;Acanthostracion;polygonius;4;1;Shrimp;Shrimp;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;10;Decapoda;Shrimp;Malacostraca;3;NA;NA;Acanthostracion polygonius
vir;Actinopterygii;Ostraciidae;Acanthostracion;polygonius;4;1;Gastropods;Vasum muricatum;Mollusca;Gastropoda;Neogastropoda;Turbinellidae;Vasum;muricatum;1.7;Gastropoda;Gastropoda;Gastropoda;3;NA;NA;Acanthostracion polygonius
vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;6;0;Sponges;Porifera;Porifera;NA;NA;NA;NA;NA;30.7;Porifera;Porifera;Porifera;6;NA;NA;Acanthostracion quadricornis
vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;6;0;Tunicates;Tunicata;Chordata;NA;NA;NA;NA;NA;18.3;Tunicata;Tunicata;Tunicata;6;NA;NA;Acanthostracion quadricornis
