site,cons_class,cons_fam,cons_sp,lev1,lev2,w,nb_sample,nb_guts,nb_empty,cons_size
haw,Actinopterygii,Labridae,Chlorurus sordidus,Inorganic,Inorganic,1,7,7,0,40
haw,Actinopterygii,Pomacentridae,Chromis leucura,Algae,Benthic autotroph,0.4,5,5,0,8.5
haw,Actinopterygii,Pomacentridae,Chromis leucura,Copepoda,Zooplankton,1,5,5,0,8.5
haw,Actinopterygii,Pomacentridae,Chromis leucura,Copepoda,Zooplankton,0.6,5,5,0,8.5
haw,Actinopterygii,Pomacentridae,Chromis leucura,Copepoda,Zooplankton,0.2,5,5,0,8.5
haw,Actinopterygii,Pomacentridae,Chromis leucura,Cyanobacteria,Cyanobacteria,0.6,5,5,0,8.5
haw,Actinopterygii,Pomacentridae,Chromis leucura,Tunicata,Tunicata,0.6,5,5,0,8.5
haw,Actinopterygii,Pomacentridae,Chromis leucura,Zooplankton,Zooplankton,0.8,5,5,0,8.5
haw,Actinopterygii,Pomacentridae,Chromis vanderbilti,Amphipoda,Zooplankton,0.083333333,12,12,0,6
haw,Actinopterygii,Pomacentridae,Chromis vanderbilti,Annelida,Worm,0.416666667,12,12,0,6
haw,Actinopterygii,Pomacentridae,Chromis vanderbilti,Copepoda,Zooplankton,0.916666667,12,12,0,6
haw,Actinopterygii,Pomacentridae,Chromis vanderbilti,Copepoda,Zooplankton,1,12,12,0,6
haw,Actinopterygii,Pomacentridae,Chromis vanderbilti,Copepoda,Zooplankton,0.25,12,12,0,6
haw,Actinopterygii,Pomacentridae,Chromis vanderbilti,Cyanobacteria,Cyanobacteria,0.166666667,12,12,0,6
haw,Actinopterygii,Pomacentridae,Chromis vanderbilti,Hydrozoa,Medusozoa,0.083333333,12,12,0,6
haw,Actinopterygii,Pomacentridae,Chromis vanderbilti,Ostracoda,Zooplankton,0.083333333,12,12,0,6
haw,Actinopterygii,Pomacentridae,Chromis vanderbilti,Shrimp,Decapoda,0.166666667,12,12,0,6
haw,Actinopterygii,Pomacentridae,Chromis vanderbilti,Tunicata,Tunicata,0.666666667,12,12,0,6
haw,Actinopterygii,Pomacentridae,Chromis vanderbilti,Zooplankton,Zooplankton,0.333333333,12,12,0,6
haw,Actinopterygii,Pomacentridae,Chromis verater,Annelida,Worm,0.2,7,5,2,16
haw,Actinopterygii,Pomacentridae,Chromis verater,Chaetognatha,Zooplankton,0.2,7,5,2,16
haw,Actinopterygii,Pomacentridae,Chromis verater,Copepoda,Zooplankton,1,7,5,2,16
haw,Actinopterygii,Pomacentridae,Chromis verater,Copepoda,Zooplankton,1,7,5,2,16
haw,Actinopterygii,Pomacentridae,Chromis verater,Copepoda,Zooplankton,0.2,7,5,2,16
haw,Actinopterygii,Pomacentridae,Chromis verater,Hydrozoa,Medusozoa,0.2,7,5,2,16
haw,Actinopterygii,Pomacentridae,Chromis verater,Mysida,Zooplankton,0.2,7,5,2,16
haw,Actinopterygii,Pomacentridae,Chromis verater,Shrimp,Decapoda,0.2,7,5,2,16
haw,Actinopterygii,Pomacentridae,Chromis verater,Tunicata,Tunicata,0.8,7,5,2,16
haw,Actinopterygii,Pomacentridae,Chromis verater,Zooplankton,Zooplankton,0.6,7,5,2,16
haw,Actinopterygii,Cirrhitidae,Cirrhitops fasciatus,Amphipoda,Zooplankton,0.0625,23,16,7,12.7
haw,Actinopterygii,Cirrhitidae,Cirrhitops fasciatus,Brachyura,Decapoda,0.4375,23,16,7,12.7
haw,Actinopterygii,Cirrhitidae,Cirrhitops fasciatus,Cephalopoda,Cephalopoda,0.0625,23,16,7,12.7
haw,Actinopterygii,Cirrhitidae,Cirrhitops fasciatus,Ophiuroidea,Ophiuroidea,0.0625,23,16,7,12.7
haw,Actinopterygii,Cirrhitidae,Cirrhitops fasciatus,Shrimp,Decapoda,0.3125,23,16,7,12.7
haw,Actinopterygii,Cirrhitidae,Cirrhitops fasciatus,Zooplankton,Zooplankton,0.125,23,16,7,12.7
haw,Actinopterygii,Cirrhitidae,Cirrhitus pinnulatus,Anomura,Decapoda,0.071428571,32,14,18,30
haw,Actinopterygii,Cirrhitidae,Cirrhitus pinnulatus,Brachyura,Decapoda,0.785714286,32,14,18,30
haw,Actinopterygii,Cirrhitidae,Cirrhitus pinnulatus,Brachyura,Decapoda,0.214285714,32,14,18,30
haw,Actinopterygii,Cirrhitidae,Cirrhitus pinnulatus,Cephalopoda,Cephalopoda,0.071428571,32,14,18,30
haw,Actinopterygii,Cirrhitidae,Cirrhitus pinnulatus,Echinoidea,Echinoidea,0.071428571,32,14,18,30
haw,Actinopterygii,Cirrhitidae,Cirrhitus pinnulatus,Ophiuroidea,Ophiuroidea,0.071428571,32,14,18,30
haw,Actinopterygii,Cirrhitidae,Cirrhitus pinnulatus,Shrimp,Decapoda,0.214285714,32,14,18,30
haw,Actinopterygii,Labridae,Coris gaimard,Amphipoda,Zooplankton,0.111111111,9,9,0,40
haw,Actinopterygii,Labridae,Coris gaimard,Brachyura,Decapoda,0.111111111,9,9,0,40
haw,Actinopterygii,Labridae,Coris gaimard,Echinoidea,Echinoidea,0.333333333,9,9,0,40
haw,Actinopterygii,Labridae,Coris gaimard,Tunicata,Tunicata,0.111111111,9,9,0,40
haw,Actinopterygii,Pomacentridae,Dascyllus albisella,Algae,Benthic autotroph,0.5,12,8,4,13
haw,Actinopterygii,Pomacentridae,Dascyllus albisella,Amphipoda,Zooplankton,0.125,12,8,4,13
haw,Actinopterygii,Pomacentridae,Dascyllus albisella,Copepoda,Zooplankton,0.75,12,8,4,13
haw,Actinopterygii,Pomacentridae,Dascyllus albisella,Copepoda,Zooplankton,0.75,12,8,4,13
haw,Actinopterygii,Pomacentridae,Dascyllus albisella,Copepoda,Zooplankton,0.125,12,8,4,13
haw,Actinopterygii,Pomacentridae,Dascyllus albisella,Cyanobacteria,Cyanobacteria,0.5,12,8,4,13
haw,Actinopterygii,Pomacentridae,Dascyllus albisella,Hydrozoa,Medusozoa,0.125,12,8,4,13
haw,Actinopterygii,Pomacentridae,Dascyllus albisella,Tunicata,Tunicata,0.75,12,8,4,13
haw,Actinopterygii,Pomacentridae,Dascyllus albisella,Zooplankton,Zooplankton,0.25,12,8,4,13
haw,Actinopterygii,Pomacentridae,Dascyllus albisella,Zooplankton,Zooplankton,0.25,12,8,4,13
haw,Actinopterygii,Pomacentridae,Dascyllus albisella,Zooplankton,Zooplankton,0.125,12,8,4,13
haw,Actinopterygii,Diodontidae,Diodon holocanthus,Anomura,Decapoda,1,6,5,1,50
haw,Actinopterygii,Diodontidae,Diodon holocanthus,Echinoidea,Echinoidea,0.8,7,5,2,50
haw,Actinopterygii,Diodontidae,Diodon holocanthus,Gastropoda,Gastropoda,1,5,5,0,50
haw,Actinopterygii,Diodontidae,Diodon holocanthus,Ophiuroidea,Ophiuroidea,0.4,8,5,3,50
haw,Actinopterygii,Diodontidae,Diodon hystrix,Anomura,Decapoda,0.916666667,16,12,4,91
haw,Actinopterygii,Diodontidae,Diodon hystrix,Bivalvia,Bivalvia,0.083333333,16,12,4,91
haw,Actinopterygii,Diodontidae,Diodon hystrix,Echinoidea,Echinoidea,0.916666667,16,12,4,91
haw,Actinopterygii,Diodontidae,Diodon hystrix,Echinoidea,Echinoidea,0.916666667,16,12,4,91
haw,Actinopterygii,Diodontidae,Diodon hystrix,Gastropoda,Gastropoda,0.916666667,16,12,4,91
haw,Actinopterygii,Blenniidae,Exallias brevis,Algae,Benthic autotroph,1,10,7,3,14.5
haw,Actinopterygii,Blenniidae,Exallias brevis,Phytoplankton,Phytoplankton,1,10,7,3,14.5
haw,Actinopterygii,Blenniidae,Exallias brevis,Scleractinia,Anthozoa,1,10,7,3,14.5
haw,Actinopterygii,Fistulariidae,Fistularia petimba,Actinopterygii,Actinopterygii,1,10,8,2,200
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,Algae,Benthic autotroph,0.125,27,16,11,22
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,Amphipoda,Zooplankton,0.4375,27,16,11,22
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,Amphipoda,Zooplankton,0.25,27,16,11,22
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,Annelida,Worm,0.625,27,16,11,22
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,Annelida,Worm,0.4375,27,16,11,22
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,Copepoda,Zooplankton,0.5,27,16,11,22
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,Echinoidea,Echinoidea,0.5625,27,16,11,22
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,Hydrozoa,Medusozoa,0.5,27,16,11,22
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,Isopoda,Zooplankton,0.0625,27,16,11,22
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,Nemertea,Worm,0.4375,27,16,11,22
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,Shrimp,Decapoda,0.125,27,16,11,22
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,Sipuncula,Worm,0.1875,27,16,11,22
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,Zooplankton,Zooplankton,0.1875,27,16,11,22
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,Zooplankton,Zooplankton,0.125,27,16,11,22
haw,Actinopterygii,Chaetodontidae,Forcipiger flavissimus,Zooplankton,Zooplankton,0.0625,27,16,11,22
haw,Actinopterygii,Chaetodontidae,Forcipiger longirostris,Actinopterygii,Actinopterygii,0.045454545,26,22,4,22
haw,Actinopterygii,Chaetodontidae,Forcipiger longirostris,Anomura,Decapoda,0.090909091,26,22,4,22
haw,Actinopterygii,Chaetodontidae,Forcipiger longirostris,Shrimp,Decapoda,1,26,22,4,22
haw,Actinopterygii,Labridae,Gomphosus varius,Bivalvia,Bivalvia,0.083333333,12,12,0,30
haw,Actinopterygii,Labridae,Gomphosus varius,Brachyura,Decapoda,0.583333333,12,12,0,30
haw,Actinopterygii,Labridae,Gomphosus varius,Gastropoda,Gastropoda,0.166666667,12,12,0,30
haw,Actinopterygii,Labridae,Gomphosus varius,Shrimp,Decapoda,0.166666667,12,12,0,30
haw,Actinopterygii,Muraenidae,Gymnomuraena zebra,Brachyura,Decapoda,1,4,4,0,150
haw,Actinopterygii,Muraenidae,Gymnothorax meleagris,Actinopterygii,Actinopterygii,0.25,4,4,0,120
haw,Actinopterygii,Muraenidae,Gymnothorax meleagris,Actinopterygii,Actinopterygii,0.25,4,4,0,120
haw,Actinopterygii,Muraenidae,Gymnothorax meleagris,Brachyura,Decapoda,0.5,4,4,0,120
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,Algae,Benthic autotroph,0.153846154,13,13,0,18
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,Amphipoda,Zooplankton,0.538461538,13,13,0,18
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,Annelida,Worm,0.076923077,13,13,0,18
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,Copepoda,Zooplankton,0.307692308,13,13,0,18
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,Copepoda,Zooplankton,0.153846154,13,13,0,18
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,Echinoidea,Echinoidea,0.076923077,13,13,0,18
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,Foraminifera,Foraminifera,0.230769231,13,13,0,18
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,Isopoda,Zooplankton,0.153846154,13,13,0,18
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,Ophiuroidea,Ophiuroidea,0.076923077,13,13,0,18
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,Ostracoda,Zooplankton,0.076923077,13,13,0,18
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,Phytoplankton,Phytoplankton,0.307692308,13,13,0,18
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,Sipuncula,Worm,0.230769231,13,13,0,18
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,Tanaidacea,Zooplankton,0.384615385,13,13,0,18
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,Tunicata,Tunicata,0.230769231,13,13,0,18
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,Zooplankton,Zooplankton,0.076923077,13,13,0,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys thompsoni,Amphipoda,Zooplankton,0.5,11,6,5,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys thompsoni,Copepoda,Zooplankton,1,11,6,5,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys thompsoni,Copepoda,Zooplankton,0.666666667,11,6,5,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys thompsoni,Copepoda,Zooplankton,0.666666667,11,6,5,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys thompsoni,Cyanobacteria,Cyanobacteria,0.666666667,11,6,5,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys thompsoni,Gastropoda,Gastropoda,0.166666667,11,6,5,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys thompsoni,Mysida,Zooplankton,0.166666667,11,6,5,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys thompsoni,Tunicata,Tunicata,0.166666667,11,6,5,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys thompsoni,Zooplankton,Zooplankton,0.666666667,11,6,5,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys thompsoni,Zooplankton,Zooplankton,0.166666667,11,6,5,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,Bivalvia,Bivalvia,0.1,12,10,2,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,Copepoda,Zooplankton,1,12,10,2,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,Copepoda,Zooplankton,0.8,12,10,2,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,Copepoda,Zooplankton,0.3,12,10,2,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,Cyanobacteria,Cyanobacteria,0.3,12,10,2,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,Foraminifera,Foraminifera,0.1,12,10,2,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,Gastropoda,Gastropoda,0.1,12,10,2,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,Hydrozoa,Medusozoa,0.2,12,10,2,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,Octocorallia,Anthozoa,0.3,12,10,2,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,Ostracoda,Zooplankton,0.1,12,10,2,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,Shrimp,Decapoda,0.1,12,10,2,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,Tunicata,Tunicata,0.4,12,10,2,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,Zooplankton,Zooplankton,0.6,12,10,2,18
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,Zooplankton,Zooplankton,0.2,12,10,2,18
haw,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Actinopterygii,Actinopterygii,0.285714286,40,21,19,50.7
haw,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Brachyura,Decapoda,0.095238095,40,21,19,50.7
haw,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Cephalopoda,Cephalopoda,0.380952381,40,21,19,50.7
haw,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Mysida,Zooplankton,0.047619048,40,21,19,50.7
haw,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Shrimp,Decapoda,0.238095238,40,21,19,50.7
haw,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Stomatopoda,Stomatopoda,0.047619048,40,21,19,50.7
haw,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,Zooplankton,Zooplankton,0.80952381,40,21,19,50.7
haw,Actinopterygii,Kyphosidae,Kyphosus cinerascens,Algae,Benthic autotroph,1,3,3,0,50.7
haw,Actinopterygii,Labridae,Macropharyngodon geoffroy,Algae,Benthic autotroph,0.625,8,8,0,15
haw,Actinopterygii,Labridae,Macropharyngodon geoffroy,Amphipoda,Zooplankton,0.125,8,8,0,15
haw,Actinopterygii,Labridae,Macropharyngodon geoffroy,Copepoda,Zooplankton,0.25,8,8,0,15
haw,Actinopterygii,Labridae,Macropharyngodon geoffroy,Foraminifera,Foraminifera,1,8,8,0,15
haw,Actinopterygii,Labridae,Macropharyngodon geoffroy,Gastropoda,Gastropoda,1,8,8,0,15
haw,Actinopterygii,Balistidae,Melichthys niger,Algae,Benthic autotroph,1,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Amphipoda,Zooplankton,0.142857143,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Arachnida,Arachnida,0.285714286,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Copepoda,Zooplankton,0.714285714,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Copepoda,Zooplankton,0.571428571,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Copepoda,Zooplankton,0.142857143,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Coralline algae,Coralline algae,1,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Foraminifera,Foraminifera,0.285714286,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Gastropoda,Gastropoda,0.142857143,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Inorganic,Inorganic,0.142857143,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Insecta,Insecta,0.285714286,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Ostracoda,Zooplankton,0.142857143,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Scleractinia,Anthozoa,0.142857143,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Shrimp,Decapoda,0.571428571,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Zooplankton,Zooplankton,0.142857143,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Zooplankton,Zooplankton,0.142857143,7,7,0,50
haw,Actinopterygii,Balistidae,Melichthys niger,Zooplankton,Zooplankton,0.142857143,7,7,0,50
haw,Actinopterygii,Lethrinidae,Monotaxis grandoculis,Algae,Benthic autotroph,0.25,5,4,1,60
haw,Actinopterygii,Lethrinidae,Monotaxis grandoculis,Annelida,Worm,0.25,5,4,1,60
haw,Actinopterygii,Lethrinidae,Monotaxis grandoculis,Anomura,Decapoda,0.5,5,4,1,60
haw,Actinopterygii,Lethrinidae,Monotaxis grandoculis,Brachyura,Decapoda,0.25,5,4,1,60
haw,Actinopterygii,Lethrinidae,Monotaxis grandoculis,Echinoidea,Echinoidea,0.75,5,4,1,60
haw,Actinopterygii,Lethrinidae,Monotaxis grandoculis,Gastropoda,Gastropoda,1,5,4,1,60
haw,Actinopterygii,Lethrinidae,Monotaxis grandoculis,Gastropoda,Gastropoda,0.5,5,4,1,60
haw,Actinopterygii,Lethrinidae,Monotaxis grandoculis,Holothuroidea,Holothuroidea,0.25,5,4,1,60
haw,Actinopterygii,Lethrinidae,Monotaxis grandoculis,Ophiuroidea,Ophiuroidea,0.75,5,4,1,60
haw,Actinopterygii,Lethrinidae,Monotaxis grandoculis,Tunicata,Tunicata,0.25,5,4,1,60
haw,Actinopterygii,Lethrinidae,Monotaxis grandoculis,Zooplankton,Zooplankton,0.25,5,4,1,60
haw,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,Amphipoda,Zooplankton,0.538461538,23,13,10,43
haw,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,Annelida,Worm,0.384615385,23,13,10,43
haw,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,Anomura,Decapoda,0.076923077,23,13,10,43
haw,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,Bivalvia,Bivalvia,0.538461538,23,13,10,43
haw,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,Brachyura,Decapoda,0.076923077,23,13,10,43
haw,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,Detritus,Detritus,1,23,13,10,43
haw,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,Echinoidea,Echinoidea,0.076923077,23,13,10,43
haw,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,Gastropoda,Gastropoda,0.461538462,23,13,10,43
haw,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,Isopoda,Zooplankton,0.230769231,23,13,10,43
haw,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,Shrimp,Decapoda,0.076923077,23,13,10,43
haw,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,Sipuncula,Worm,0.230769231,23,13,10,43
haw,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,Zooplankton,Zooplankton,0.230769231,23,13,10,43
haw,Actinopterygii,Holocentridae,Myripristis amaena,Actinopterygii,Actinopterygii,0.214285714,19,14,5,26.5
haw,Actinopterygii,Holocentridae,Myripristis amaena,Amphipoda,Zooplankton,0.071428571,19,14,5,26.5
haw,Actinopterygii,Holocentridae,Myripristis amaena,Annelida,Worm,0.071428571,19,14,5,26.5
haw,Actinopterygii,Holocentridae,Myripristis amaena,Cephalopoda,Cephalopoda,0.071428571,19,14,5,26.5
haw,Actinopterygii,Holocentridae,Myripristis amaena,Copepoda,Zooplankton,0.071428571,19,14,5,26.5
haw,Actinopterygii,Holocentridae,Myripristis amaena,Gastropoda,Gastropoda,0.142857143,19,14,5,26.5
haw,Actinopterygii,Holocentridae,Myripristis amaena,Isopoda,Zooplankton,0.071428571,19,14,5,26.5
haw,Actinopterygii,Holocentridae,Myripristis amaena,Mysida,Zooplankton,0.285714286,19,14,5,26.5
haw,Actinopterygii,Holocentridae,Myripristis amaena,Shrimp,Decapoda,0.285714286,19,14,5,26.5
haw,Actinopterygii,Holocentridae,Myripristis amaena,Stomatopoda,Stomatopoda,0.071428571,19,14,5,26.5
haw,Actinopterygii,Holocentridae,Myripristis amaena,Zooplankton,Zooplankton,1,19,14,5,26.5
haw,Actinopterygii,Holocentridae,Myripristis kuntee,Actinopterygii,Actinopterygii,0.136363636,39,22,17,26
haw,Actinopterygii,Holocentridae,Myripristis kuntee,Amphipoda,Zooplankton,0.318181818,39,22,17,26
haw,Actinopterygii,Holocentridae,Myripristis kuntee,Annelida,Worm,0.181818182,39,22,17,26
haw,Actinopterygii,Holocentridae,Myripristis kuntee,Copepoda,Zooplankton,0.409090909,39,22,17,26
haw,Actinopterygii,Holocentridae,Myripristis kuntee,Mysida,Zooplankton,0.318181818,39,22,17,26
haw,Actinopterygii,Holocentridae,Myripristis kuntee,Ostracoda,Zooplankton,0.090909091,39,22,17,26
haw,Actinopterygii,Holocentridae,Myripristis kuntee,Shrimp,Decapoda,0.409090909,39,22,17,26
haw,Actinopterygii,Holocentridae,Myripristis kuntee,Stomatopoda,Stomatopoda,0.181818182,39,22,17,26
haw,Actinopterygii,Holocentridae,Myripristis kuntee,Tanaidacea,Zooplankton,0.045454545,39,22,17,26
haw,Actinopterygii,Holocentridae,Myripristis kuntee,Zooplankton,Zooplankton,0.863636364,39,22,17,26
haw,Actinopterygii,Holocentridae,Myripristis kuntee,Zooplankton,Zooplankton,0.090909091,39,22,17,26
haw,Actinopterygii,Holocentridae,Myripristis kuntee,Zooplankton,Zooplankton,0.045454545,39,22,17,26
haw,Actinopterygii,Holocentridae,Myripristis murdjan,Actinopterygii,Actinopterygii,0.117647059,25,17,8,60
haw,Actinopterygii,Holocentridae,Myripristis murdjan,Amphipoda,Zooplankton,0.058823529,25,17,8,60
haw,Actinopterygii,Holocentridae,Myripristis murdjan,Annelida,Worm,0.117647059,25,17,8,60
haw,Actinopterygii,Holocentridae,Myripristis murdjan,Cephalopoda,Cephalopoda,0.058823529,25,17,8,60
haw,Actinopterygii,Holocentridae,Myripristis murdjan,Copepoda,Zooplankton,0.058823529,25,17,8,60
haw,Actinopterygii,Holocentridae,Myripristis murdjan,Euphausiacea,Zooplankton,0.058823529,25,17,8,60
haw,Actinopterygii,Holocentridae,Myripristis murdjan,Gastropoda,Gastropoda,0.058823529,25,17,8,60
haw,Actinopterygii,Holocentridae,Myripristis murdjan,Mysida,Zooplankton,0.176470588,25,17,8,60
haw,Actinopterygii,Holocentridae,Myripristis murdjan,Ostracoda,Zooplankton,0.058823529,25,17,8,60
haw,Actinopterygii,Holocentridae,Myripristis murdjan,Shrimp,Decapoda,0.176470588,25,17,8,60
haw,Actinopterygii,Holocentridae,Myripristis murdjan,Stomatopoda,Stomatopoda,0.117647059,25,17,8,60
haw,Actinopterygii,Holocentridae,Myripristis murdjan,Zooplankton,Zooplankton,0.941176471,25,17,8,60
haw,Actinopterygii,Acanthuridae,Naso hexacanthus,Algae,Benthic autotroph,0.25,16,4,12,75
haw,Actinopterygii,Acanthuridae,Naso hexacanthus,Amphipoda,Zooplankton,0.25,16,4,12,75
haw,Actinopterygii,Acanthuridae,Naso hexacanthus,Amphipoda,Zooplankton,0.25,16,4,12,75
haw,Actinopterygii,Acanthuridae,Naso hexacanthus,Annelida,Worm,0.25,16,4,12,75
haw,Actinopterygii,Acanthuridae,Naso hexacanthus,Chaetognatha,Zooplankton,1,16,4,12,75
haw,Actinopterygii,Acanthuridae,Naso hexacanthus,Copepoda,Zooplankton,0.5,16,4,12,75
haw,Actinopterygii,Acanthuridae,Naso hexacanthus,Hydrozoa,Medusozoa,0.5,16,4,12,75
haw,Actinopterygii,Acanthuridae,Naso hexacanthus,Shrimp,Decapoda,0.75,16,4,12,75
haw,Actinopterygii,Acanthuridae,Naso hexacanthus,Tunicata,Tunicata,1,16,4,12,75
haw,Actinopterygii,Acanthuridae,Naso hexacanthus,Zooplankton,Zooplankton,0.75,16,4,12,75
haw,Actinopterygii,Acanthuridae,Naso hexacanthus,Zooplankton,Zooplankton,0.25,16,4,12,75
haw,Actinopterygii,Holocentridae,Neoniphon sammara,Actinopterygii,Actinopterygii,0.117647059,25,17,8,32
haw,Actinopterygii,Holocentridae,Neoniphon sammara,Brachyura,Decapoda,0.705882353,22,17,5,32
