"","fish_sp","site_code","grp2","class","family_cor","genus_cor","sp_cor","item_kingdom","item_phylum","item_class","item_ord_cor","item_fam_cor","item_gen_cor","item_sp_cor","item_spname","item_cor","item_raw","grp1","grp3"
"3558","Hypoplectrus nigricans","vir","Zooplankton","Actinopterygii","Serranidae","Hypoplectrus","nigricans","Animalia","Arthropoda","Malacostraca","Mysida",NA,NA,NA,NA,"Mysida","Mysids","Zooplankton","Zooplankton"
"3559","Hypoplectrus puella","vir","Fish","Actinopterygii","Serranidae","Hypoplectrus","puella","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish","Fish","Fish","Actinopterygii"
"3560","Hypoplectrus puella","vir","Isopoda","Actinopterygii","Serranidae","Hypoplectrus","puella","Animalia","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,NA,"Isopoda","Isopods","Isopoda","Malacostraca"
"3561","Hypoplectrus puella","vir","Shrimp","Actinopterygii","Serranidae","Hypoplectrus","puella","Animalia","Arthropoda","Malacostraca","Decapoda","Alpheidae",NA,NA,NA,"Alpheidae","Alpheids","Shrimp","Malacostraca"
"3562","Hypoplectrus puella","vir","Shrimp","Actinopterygii","Serranidae","Hypoplectrus","puella","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Periclimenes",NA,"Periclimenes sp","Periclimenes sp","Periclimenes_sp","Shrimp","Malacostraca"
"3563","Hypoplectrus puella","vir","Shrimp","Actinopterygii","Serranidae","Hypoplectrus","puella","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Brachycarpus","biunguiculatus","Brachycarpus biunguiculatus","Brachycarpus biunguiculatus","Brachycarpus_biunguiculatus","Shrimp","Malacostraca"
"3565","Hypoplectrus puella","vir","Stomatopoda","Actinopterygii","Serranidae","Hypoplectrus","puella","Animalia","Arthropoda","Malacostraca","Stomatopoda",NA,NA,NA,NA,"Stomatopoda","Stomatopod","Stomatopoda","Malacostraca"
"3566","Hypoplectrus puella","vir","Zooplankton","Actinopterygii","Serranidae","Hypoplectrus","puella","Animalia","Arthropoda","Malacostraca","Mysida",NA,NA,NA,NA,"Mysida","Mysids","Zooplankton","Zooplankton"
"3567","Hyporhamphus affinis","mari","Copepoda","Actinopterygii","Hemiramphidae","Hyporhamphus","affinis","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Copepoda","Copepods","Copepoda","Hexanauplia"
"3568","Hyporhamphus affinis","mari","Crab","Actinopterygii","Hemiramphidae","Hyporhamphus","affinis","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Crab","Crab_frags","Crab","Malacostraca"
"3569","Hyporhamphus affinis","mari","Decapoda","Actinopterygii","Hemiramphidae","Hyporhamphus","affinis","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Decapoda","Crab_zoeae","Zooplankton","Zooplankton"
"3570","Hyporhamphus affinis","mari","Fish","Actinopterygii","Hemiramphidae","Hyporhamphus","affinis","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish","Fish_frags","Fish","Actinopterygii"
"3571","Hyporhamphus affinis","mari","Foraminifera","Actinopterygii","Hemiramphidae","Hyporhamphus","affinis","Chromatista","Foraminifera",NA,NA,NA,NA,NA,NA,"Foraminifera","Foraminifera","Foraminifera","Foraminifera"
"3572","Hyporhamphus affinis","mari","Gastropoda","Actinopterygii","Hemiramphidae","Hyporhamphus","affinis","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,"Veliger_larvae","Veliger_larvae","Zooplankton","Zooplankton"
"3573","Hyporhamphus dussumieri","mari","Decapoda","Actinopterygii","Hemiramphidae","Hyporhamphus","dussumieri","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Decapoda","Crab_zoeae","Zooplankton","Zooplankton"
"3574","Hyporhamphus dussumieri","mari","Fish","Actinopterygii","Hemiramphidae","Hyporhamphus","dussumieri","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish","Small_fish","Fish","Actinopterygii"
"3575","Hyporhamphus dussumieri","mari","Polychaeta","Actinopterygii","Hemiramphidae","Hyporhamphus","dussumieri","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,NA,"Polychaeta","Polychaeta","Annelida","Polychaeta"
"3576","Hyporhamphus dussumieri","mari","Shrimp","Actinopterygii","Hemiramphidae","Hyporhamphus","dussumieri","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Shrimp","Shrimp_frags","Shrimp","Malacostraca"
"3577","Hyporhamphus dussumieri","mari","Shrimp","Actinopterygii","Hemiramphidae","Hyporhamphus","dussumieri","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Shrimp","Shrimp_larvae","Zooplankton","Zooplankton"
"3578","Hyporhamphus dussumieri","mari","Zooplankton","Actinopterygii","Hemiramphidae","Hyporhamphus","dussumieri","Animalia","Arthropoda","Malacostraca","Mysida",NA,NA,NA,NA,"Mysida","Mysids","Zooplankton","Zooplankton"
"3579","Istiblennius edentulus","mad","Algae","Actinopterygii","Blenniidae","Istiblennius","edentulus","Plantae",NA,NA,NA,NA,NA,NA,NA,"Algae","Filamentous_algae","Benthic autotroph","Algae"
"3580","Istiblennius edentulus","mad","Copepoda","Actinopterygii","Blenniidae","Istiblennius","edentulus","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Copepoda","Copepodes","Copepoda","Hexanauplia"
"3581","Istiblennius edentulus","mad","Foraminifera","Actinopterygii","Blenniidae","Istiblennius","edentulus","Chromatista","Foraminifera",NA,NA,NA,NA,NA,NA,"Foraminifera","Foraminifera","Foraminifera","Foraminifera"
"3582","Istiblennius edentulus","mad","Inorganic","Actinopterygii","Blenniidae","Istiblennius","edentulus",NA,NA,NA,NA,NA,NA,NA,NA,"Inorganic","Sand","Inorganic","Inorganic"
"3583","Istiblennius edentulus","mad","Ostracoda","Actinopterygii","Blenniidae","Istiblennius","edentulus","Animalia","Arthropoda","Ostracoda",NA,NA,NA,NA,NA,"Ostracoda","Ostracodes","Ostracoda","Ostracoda"
"3584","Istigobius ornatus","mari","Algae","Actinopterygii","Gobiidae","Istigobius","ornatus","Plantae",NA,NA,NA,NA,NA,NA,NA,"Algae","Algae_filaments_sand","Benthic autotroph","Algae"
"3585","Istigobius ornatus","mari","Amphipoda","Actinopterygii","Gobiidae","Istigobius","ornatus","Animalia","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,"Amphipoda","Amphipoda","Amphipoda","Malacostraca"
"3586","Istigobius ornatus","mari","Copepoda","Actinopterygii","Gobiidae","Istigobius","ornatus","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Copepoda","Copepods","Copepoda","Hexanauplia"
"3587","Istigobius ornatus","mari","Copepoda","Actinopterygii","Gobiidae","Istigobius","ornatus","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Copepoda","Copepods_metanauplii","Copepoda","Hexanauplia"
"3588","Istigobius ornatus","mari","Foraminifera","Actinopterygii","Gobiidae","Istigobius","ornatus","Chromatista","Foraminifera",NA,NA,NA,NA,NA,NA,"Foraminifera","Foraminifera","Foraminifera","Foraminifera"
"3589","Istigobius ornatus","mari","Gastropoda","Actinopterygii","Gobiidae","Istigobius","ornatus","Animalia","Mollusca","Gastropoda","Cephalaspidea","Haminoeidae","Atys",NA,"Atys sp","Atys sp","Gastropoda","Gastropoda","Gastropoda"
"3590","Istigobius ornatus","mari","Inorganic","Actinopterygii","Gobiidae","Istigobius","ornatus",NA,NA,NA,NA,NA,NA,NA,NA,"Inorganic","Sand","Inorganic","Inorganic"
"3591","Istigobius ornatus","mari","Isopoda","Actinopterygii","Gobiidae","Istigobius","ornatus","Animalia","Arthropoda","Malacostraca","Isopoda",NA,NA,NA,NA,"Isopoda","Isopods","Isopoda","Malacostraca"
"3592","Istigobius ornatus","mari","Ostracoda","Actinopterygii","Gobiidae","Istigobius","ornatus","Animalia","Arthropoda","Ostracoda",NA,NA,NA,NA,NA,"Ostracoda","Ostracods","Ostracoda","Ostracoda"
"3593","Istigobius ornatus","mari","Polychaeta","Actinopterygii","Gobiidae","Istigobius","ornatus","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,NA,"Polychaeta","Polychaeta","Annelida","Polychaeta"
"3594","Istigobius spence","mad","Algae","Actinopterygii","Gobiidae","Istigobius","spence","Plantae",NA,NA,NA,NA,NA,NA,NA,"Algae","Filamentous_algae","Benthic autotroph","Algae"
"3595","Istigobius spence","mad","Amphipoda","Actinopterygii","Gobiidae","Istigobius","spence","Animalia","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,"Amphipoda","Amphipodes","Amphipoda","Malacostraca"
"3596","Istigobius spence","mad","Copepoda","Actinopterygii","Gobiidae","Istigobius","spence","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Copepoda","Copepodes","Copepoda","Hexanauplia"
"3597","Istigobius spence","mad","Crab","Actinopterygii","Gobiidae","Istigobius","spence","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Brachyura","Brachyura","Crab","Malacostraca"
"3598","Istigobius spence","mad","Gastropoda","Actinopterygii","Gobiidae","Istigobius","spence","Animalia","Mollusca","Gastropoda",NA,NA,NA,NA,NA,"Gastropoda","Gastropodes","Gastropoda","Gastropoda"
"3599","Istigobius spence","mad","Insecta","Actinopterygii","Gobiidae","Istigobius","spence","Animalia","Arthropoda","Insecta",NA,NA,NA,NA,NA,"Insecta","Insecta_larvae","Insecta","Insecta"
"3600","Istigobius spence","mad","Ostracoda","Actinopterygii","Gobiidae","Istigobius","spence","Animalia","Arthropoda","Ostracoda",NA,NA,NA,NA,NA,"Ostracoda","Ostracodes","Ostracoda","Ostracoda"
"3601","Istigobius spence","mad","Paguroidea","Actinopterygii","Gobiidae","Istigobius","spence","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Paguroidea","Pagures","Paguroidea","Malacostraca"
"3602","Istigobius spence","mad","Polychaeta","Actinopterygii","Gobiidae","Istigobius","spence","Animalia","Annelida","Polychaeta",NA,NA,NA,NA,NA,"Polychaeta","Polychaeta","Annelida","Polychaeta"
"3603","Istigobius spence","mad","Pycnogonida","Actinopterygii","Gobiidae","Istigobius","spence","Animalia","Arthropoda","Pycnogonida",NA,NA,NA,NA,NA,"Pycnogonida","Pycnogonides","Pycnogonida","Pycnogonida"
"3604","Istigobius spence","mad","Sipuncula","Actinopterygii","Gobiidae","Istigobius","spence","Animalia","Sipuncula",NA,NA,NA,NA,NA,NA,"Sipuncula","Sipunculides","Sipuncula","Sipuncula"
"3605","Istigobius spence","mad","Tanaidacea","Actinopterygii","Gobiidae","Istigobius","spence","Animalia","Arthropoda","Malacostraca","Tanaidacea",NA,NA,NA,NA,"Tanaidacea","Tanaid isopods","Tanaidacea","Malacostraca"
"3606","Istigobius spence","mad","Zooplankton","Actinopterygii","Gobiidae","Istigobius","spence","Animalia","Arthropoda","Malacostraca","Cumacea",NA,NA,NA,NA,"Cumacea","Cumacés","Zooplankton","Zooplankton"
"3607","Jenkinsia lamprotaenia","vir","Amphipoda","Actinopterygii","Clupeidae","Jenkinsia","lamprotaenia","Animalia","Arthropoda","Malacostraca","Amphipoda",NA,NA,NA,NA,"Hyperiidea","Hyperiid","Amphipoda","Malacostraca"
"3608","Jenkinsia lamprotaenia","vir","Copepoda","Actinopterygii","Clupeidae","Jenkinsia","lamprotaenia","Animalia","Arthropoda","Hexanauplia","Calanoida","Calanidae","Undinula","vulgaris","Undinula vulgaris","Undinula vulgaris","Undinula vulgaris","Copepoda","Hexanauplia"
"3609","Jenkinsia lamprotaenia","vir","Copepoda","Actinopterygii","Clupeidae","Jenkinsia","lamprotaenia","Animalia","Arthropoda","Hexanauplia","Poecilostomatoida","Corycaeidae","Corycaeus","subulatus","Corycaeus subulatus","Corycaeus subulatus","Corycaeus_pachydactyla","Copepoda","Hexanauplia"
"3610","Jenkinsia lamprotaenia","vir","Copepoda","Actinopterygii","Clupeidae","Jenkinsia","lamprotaenia","Animalia","Arthropoda","Hexanauplia",NA,NA,NA,NA,NA,"Copepoda","Copepods","Copepoda","Hexanauplia"
"3611","Jenkinsia lamprotaenia","vir","Copepoda","Actinopterygii","Clupeidae","Jenkinsia","lamprotaenia","Animalia","Arthropoda","Hexanauplia","Calanoida","Euchaetidae","Euchaeta","marina","Euchaeta marina","Euchaeta marina","Eucaeta_marina","Copepoda","Hexanauplia"
"3612","Jenkinsia lamprotaenia","vir","Copepoda","Actinopterygii","Clupeidae","Jenkinsia","lamprotaenia","Animalia","Arthropoda","Hexanauplia","Calanoida","Candaciidae","Candacia","pachydactyla","Candacia pachydactyla","Candacia pachydactyla","Candacia_pachydactyla","Copepoda","Hexanauplia"
"3613","Jenkinsia lamprotaenia","vir","Crab","Actinopterygii","Clupeidae","Jenkinsia","lamprotaenia","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Crab","Crab_larvae","Zooplankton","Zooplankton"
"3614","Jenkinsia lamprotaenia","vir","Eggs","Actinopterygii","Clupeidae","Jenkinsia","lamprotaenia","Animalia","Arthropoda","Hexanauplia","Harpacticoida","Metidae","Metis","holothuria","Metis holothuria","Metis holothuria","Eggs_unid","Zooplankton","Zooplankton"
"3615","Jenkinsia lamprotaenia","vir","Fish","Actinopterygii","Clupeidae","Jenkinsia","lamprotaenia","Animalia","Chordata","Actinopterygii",NA,NA,NA,NA,NA,"Fish_eggs","Fish_eggs","Zooplankton","Zooplankton"
"3616","Jenkinsia lamprotaenia","vir","Shrimp","Actinopterygii","Clupeidae","Jenkinsia","lamprotaenia","Animalia","Arthropoda","Malacostraca","Decapoda",NA,NA,NA,NA,"Shrimp","Shrimp","Shrimp","Malacostraca"
"3617","Kyphosus cinerascens","haw","Algae","Actinopterygii","Kyphosidae","Kyphosus","cinerascens","Plantae",NA,NA,NA,NA,NA,NA,NA,"Algae","Algae_benthic_bitten","Benthic autotroph","Algae"
"3618","Kyphosus cinerascens","mari","Algae","Actinopterygii","Kyphosidae","Kyphosus","cinerascens","Plantae",NA,NA,NA,NA,NA,NA,NA,"Algae","Algae_filaments","Benthic autotroph","Algae"
"3619","Kyphosus cinerascens","mari","Algae","Actinopterygii","Kyphosidae","Kyphosus","cinerascens","Plantae",NA,NA,NA,NA,NA,NA,NA,"Algae","Algae_fronds","Benthic autotroph","Algae"
"3620","Kyphosus incisor","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","incisor","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyopteris","delicatula","Dictyopteris delicatula","Dictyopteris delicatula","Dictyopteris_delicatula","Benthic autotroph","Algae"
"3621","Kyphosus incisor","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","incisor","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyota","divaricata","Dictyota divaricata","Dictyota divaricata","Dictyota_divaricata","Benthic autotroph","Algae"
"3622","Kyphosus incisor","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","incisor","Plantae","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","fluitans","Sargassum fluitans","Sargassum fluitans","Sargassum_fluitans","Benthic autotroph","Algae"
"3623","Kyphosus incisor","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","incisor","Plantae","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","hystrix","Sargassum hystrix","Sargassum hystrix","Sargassum_hystrix","Benthic autotroph","Algae"
"3625","Kyphosus incisor","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","incisor","Plantae","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","natans","Sargassum natans","Sargassum natans","Sargassum_natans","Benthic autotroph","Algae"
"3626","Kyphosus incisor","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","incisor","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Pocockiella","variegata","Pocockiella variegata","Pocockiella variegata","Pocockiella_variegata","Benthic autotroph","Algae"
"3627","Kyphosus incisor","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","incisor","Plantae","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Turbinaria","turbinata","Turbinaria turbinata","Turbinaria turbinata","Turbinaria_turbinata","Benthic autotroph","Algae"
"3628","Kyphosus sectatrix","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Plantae","Rhodophyta","Florideophyceae","Gigartinales","Solieriaceae","Eucheuma","acanthocladum","Eucheuma acanthocladum","Eucheuma acanthocladum","Eucheuma_acanthocladum","Benthic autotroph","Algae"
"3629","Kyphosus sectatrix","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Plantae","Rhodophyta","Florideophyceae","Gelidiales","Gelidiellaceae","Gelidiella","acerosa","Gelidiella acerosa","Gelidiella acerosa","Gelidiella_acerosa","Benthic autotroph","Algae"
"3630","Kyphosus sectatrix","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Digenia","simplex","Digenia simplex","Digenia simplex","Digenia_simplex","Benthic autotroph","Algae"
"3631","Kyphosus sectatrix","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Plantae","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum",NA,"Sargassum sp","Sargassum sp","Sargassum_sp","Benthic autotroph","Algae"
"3632","Kyphosus sectatrix","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Plantae","Rhodophyta","Florideophyceae","Rhodymeniales","Rhodymeniaceae","Botryocladia","occidentalis","Botryocladia occidentalis","Botryocladia occidentalis","Botryocladia_occidentalis","Benthic autotroph","Algae"
"3633","Kyphosus sectatrix","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Plantae","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","fluitans","Sargassum fluitans","Sargassum fluitans","Sargassum_fluitans","Benthic autotroph","Algae"
"3634","Kyphosus sectatrix","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Polysiphonia",NA,"Polysiphonia sp","Polysiphonia sp","Polysiphonia_sp","Benthic autotroph","Algae"
"3636","Kyphosus sectatrix","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyota","divaricata","Dictyota divaricata","Dictyota divaricata","Dictyota_divaricata","Benthic autotroph","Algae"
"3637","Kyphosus sectatrix","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyota","linearis","Dictyota linearis","Dictyota linearis","Dictyota_linearis","Benthic autotroph","Algae"
"3638","Kyphosus sectatrix","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Laurencia","papillosa","Laurencia papillosa","Laurencia papillosa","Laurencia_papillosa","Benthic autotroph","Algae"
"3639","Kyphosus sectatrix","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Plantae","Ochrophyta","Phaeophyceae","Sphacelariales","Sphacelariaceae","Sphacelaria","tribuloides","Sphacelaria tribuloides","Sphacelaria tribuloides","Sphacelaria_tribuloides","Benthic autotroph","Algae"
"3640","Kyphosus sectatrix","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Plantae","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","Sargassum","hystrix","Sargassum hystrix","Sargassum hystrix","Sargassum_hystrix","Benthic autotroph","Algae"
"3641","Kyphosus sectatrix","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Spyridiaceae","Spyridia","filamentosa","Spyridia filamentosa","Spyridia filamentosa","Spyridia_filamentosa","Benthic autotroph","Algae"
"3642","Kyphosus sectatrix","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Plantae","Ochrophyta","Phaeophyceae","Dictyotales","Dictyotaceae","Dictyota","ciliata","Dictyota ciliata","Dictyota ciliata","Dictyota_ciliata","Benthic autotroph","Algae"
"3643","Kyphosus sectatrix","vir","Algae","Actinopterygii","Kyphosidae","Kyphosus","sectatrix","Plantae","Rhodophyta","Florideophyceae","Ceramiales","Rhodomelaceae","Bryothamnion","triquetrum","Bryothamnion triquetrum","Bryothamnion triquetrum","Bryothamnion_triquetrum","Benthic autotroph","Algae"
