;fish_sp;site_code;class;family_cor;genus_cor;sp_cor;item_kingdom;item_phylum;item_class;item_ord_cor;item_fam_cor;item_gen_cor;item_sp_cor;item_spname;item_cor;item_raw;grp1;grp2;grp3;grp4
8706;Stegastes planifrons;vir;Actinopterygii;Pomacentridae;Stegastes;planifrons;Plantae;NA;NA;NA;NA;NA;NA;NA;Detritus_OM;Algae&detritus;Detritus;Detritus;Detritus;Detritus
8707;Stegastes planifrons;vir;Actinopterygii;Pomacentridae;Stegastes;planifrons;Protista;NA;NA;NA;NA;NA;NA;NA;Diatoms;Diatoms;Phytoplankton;Diatoms;Phytoplankton;Diatoms
8708;Stegastes planifrons;vir;Actinopterygii;Pomacentridae;Stegastes;planifrons;Animalia;NA;NA;NA;NA;NA;NA;NA;Eggs;Eggs_unid;Zooplankton;Eggs;Zooplankton;Eggs
8710;Stegastes planifrons;vir;Actinopterygii;Pomacentridae;Stegastes;planifrons;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaetes;Annelida;Polychaeta;Polychaeta;Polychaeta
8711;Stegastes planifrons;vir;Actinopterygii;Pomacentridae;Stegastes;planifrons;Animalia;Cnidaria;Anthozoa;Scleractinia;NA;NA;NA;NA;Scleractinia;Scleractinia;Anthozoa;Scleractinia;Anthozoa;Scleractinia
8712;Stegastes planifrons;vir;Actinopterygii;Pomacentridae;Stegastes;planifrons;Plantae;Tracheophyta;Magnoliopsida;Alismatales;Hydrocharitaceae;Thalassia;testudinum;Thalassia testudinum;Thalassia testudinum;Thalassia_testudinum;Benthic autotroph;Seagrass;Seagrass;Seagrass
8713;Stegastes planifrons;vir;Actinopterygii;Pomacentridae;Stegastes;planifrons;Animalia;Chordata;Appendicularia;NA;NA;NA;NA;NA;Appendicularia;Appendicularians;Tunicata;Tunicata;Tunicata;Tunicata
8714;Stegastes planifrons;vir;Actinopterygii;Pomacentridae;Stegastes;planifrons;Animalia;Cnidaria;Anthozoa;Zoantharia;Zoanthidae;Zoanthus;NA;Zoanthus sp;Zoanthus sp;Zoanthus_sp;Anthozoa;Zoantharia;Anthozoa;Zoantharia
8715;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Herposiphonia;NA;Herposiphonia sp;Herposiphonia sp;Herposiphonia_sp;Benthic autotroph;Algae;Algae;Algae
8716;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;Dichotomosiphonaceae;Avrainvillea;NA;Avrainvillea sp;Avrainvillea sp;Avrainvillea_sp;Benthic autotroph;Algae;Algae;Algae
8717;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Plantae;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;Enteromorpha;NA;Enteromorpha sp;Enteromorpha sp;Enteromorpha_sp;Benthic autotroph;Algae;Algae;Algae
8718;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Animalia;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Amphipoda;Amphipoda;Amphipoda;Amphipoda;Malacostraca;Amphipoda
8719;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Animalia;Mollusca;Bivalvia;NA;NA;NA;NA;NA;Bivalvia;Pelecypod;Bivalvia;Bivalvia;Bivalvia;Bivalvia
8720;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Plantae;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Amphiroa;fragilissima;Amphiroa fragilissima;Amphiroa fragilissima;Amphiroa_fragilissima;Coralline algae;Coralline algae;Coralline algae;Coralline algae
8721;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Plantae;NA;NA;NA;NA;NA;NA;NA;Detritus_OM;Algae&orgdetritus;Detritus;Detritus;Detritus;Detritus
8722;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Animalia;Mollusca;Gastropoda;Lepetellida;Fissurellidae;Diodora;variegata;Diodora variegata;Diodora variegata;Diodora_variegata;Gastropoda;Gastropoda;Gastropoda;Gastropoda
8723;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Animalia;Cnidaria;Hydrozoa;NA;NA;NA;NA;NA;Hydrozoa;Hydrozoa;Hydrozoa;Hydrozoa;Hydrozoa;Hydrozoa
8724;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Animalia;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Isopoda;Isopods;Isopoda;Isopoda;Malacostraca;Isopoda
8725;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Animalia;Arthropoda;Malacostraca;Isopoda;Sphaeromatidae;NA;NA;NA;Sphaeromatidae;Sphaeromids;Isopoda;Isopoda;Malacostraca;Isopoda
8726;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Animalia;Arthropoda;Malacostraca;Isopoda;Corallanidae;NA;NA;NA;Corallanidae;Excorallanids;Isopoda;Isopoda;Malacostraca;Isopoda
8727;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Animalia;Arthropoda;Malacostraca;Isopoda;Corallanidae;Excorallana;NA;Excorallana sp;Excorallana sp;Excorallana_sp;Isopoda;Isopoda;Malacostraca;Isopoda
8728;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Animalia;Echinodermata;Ophiuroidea;NA;NA;NA;NA;NA;Ophiuroidea;Ophiurids;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea
8729;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Animalia;Annelida;Polychaeta;Sabellida;Sabellidae;NA;NA;NA;Sabellidae;Sabellids;Annelida;Polychaeta;Polychaeta;Polychaeta
8730;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Animalia;Porifera;NA;NA;NA;NA;NA;NA;Porifera;Sponges;Porifera;Porifera;Porifera;Porifera
8731;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Animalia;Cnidaria;Anthozoa;Scleractinia;NA;NA;NA;NA;Scleractinia;Scleractinia;Anthozoa;Scleractinia;Anthozoa;Scleractinia
8732;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Animalia;Arthropoda;Malacostraca;Decapoda;Alpheidae;NA;NA;NA;Alpheidae;Alpheids;Shrimp;Shrimp;Malacostraca;Shrimp
8733;Stegastes variabilis;vir;Actinopterygii;Pomacentridae;Stegastes;variabilis;Animalia;Arthropoda;Malacostraca;Tanaidacea;NA;NA;NA;NA;Tanaidacea;Tanaid;Tanaidacea;Tanaidacea;Malacostraca;Tanaidacea
8734;Stethojulis balteata;haw;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;NA;NA;NA;Gammaridae;Gammarids;Amphipoda;Amphipoda;Malacostraca;Amphipoda
8735;Stethojulis balteata;haw;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Hexanauplia;Harpacticoida;NA;NA;NA;NA;Harpacticoida;Harpacticoida;Copepoda;Copepoda;Hexanauplia;Copepoda
8736;Stethojulis balteata;haw;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Hexanauplia;Cyclopoida;NA;NA;NA;NA;Cyclopoida;Cyclopoida;Copepoda;Copepoda;Hexanauplia;Copepoda
8737;Stethojulis balteata;haw;Actinopterygii;Labridae;Stethojulis;balteata;NA;NA;NA;NA;NA;NA;NA;NA;Detritus_OM;Sand_Debris;Detritus;Detritus;Detritus;Detritus
8738;Stethojulis balteata;haw;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Echinodermata;Echinoidea;NA;NA;NA;NA;NA;Echinoidea;Echinoids;Echinoidea;Echinoidea;Echinoidea;Pteropoda
8739;Stethojulis balteata;haw;Actinopterygii;Labridae;Stethojulis;balteata;Chromatista;Foraminifera;NA;NA;NA;NA;NA;NA;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera
8741;Stethojulis balteata;haw;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Prosobranchia;Prosobranch gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
8742;Stethojulis balteata;haw;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Isopoda;Isopods;Isopoda;Isopoda;Malacostraca;Isopoda
8743;Stethojulis balteata;haw;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaetes;Annelida;Polychaeta;Polychaeta;Polychaeta
8744;Stethojulis balteata;haw;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Sipuncula;NA;NA;NA;NA;NA;NA;Sipuncula;Sipunculid_introverts;Sipuncula;Sipuncula;Sipuncula;Sipuncula
8745;Stethojulis balteata;haw;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Malacostraca;Tanaidacea;NA;NA;NA;NA;Tanaidacea;Tanaid;Tanaidacea;Tanaidacea;Malacostraca;Tanaidacea
8746;Stethojulis balteata;mad;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Amphipoda;Amphipodes;Amphipoda;Amphipoda;Malacostraca;Amphipoda
8748;Stethojulis balteata;mad;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Hexanauplia;Harpacticoida;NA;NA;NA;NA;Harpacticoida;Calanoida_Harpacticoida;Copepoda;Copepoda;Hexanauplia;Copepoda
8750;Stethojulis balteata;mad;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Hexanauplia;Calanoida;NA;NA;NA;NA;Calanoida;Calanoida_Harpacticoida;Copepoda;Copepoda;Hexanauplia;Copepoda
8752;Stethojulis balteata;mad;Actinopterygii;Labridae;Stethojulis;balteata;Chromatista;Foraminifera;NA;NA;NA;NA;NA;NA;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera
8754;Stethojulis balteata;mad;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropodes;Gastropoda;Gastropoda;Gastropoda;Gastropoda
8755;Stethojulis balteata;mad;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Insecta;NA;NA;NA;NA;NA;Insecta;Insecta_larvae;Insecta;Insecta;Insecta;Insecta
8756;Stethojulis balteata;mad;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;Ostracoda;Ostracodes;Ostracoda;Ostracoda;Ostracoda;Ostracoda
8757;Stethojulis balteata;mad;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaeta;Annelida;Polychaeta;Polychaeta;Polychaeta
8758;Stethojulis balteata;mad;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Pycnogonida;NA;NA;NA;NA;NA;Pycnogonida;Pycnogonides;Pycnogonida;Pycnogonida;Pycnogonida;Pycnogonida
8759;Stethojulis balteata;mad;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp;Shrimp;Shrimp;Malacostraca;Shrimp
8760;Stethojulis balteata;mad;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Sipuncula;NA;NA;NA;NA;NA;NA;Sipuncula;Sipunculides;Sipuncula;Sipuncula;Sipuncula;Sipuncula
8761;Stethojulis balteata;mad;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Malacostraca;Tanaidacea;NA;NA;NA;NA;Tanaidacea;Tanaidacés;Tanaidacea;Tanaidacea;Malacostraca;Tanaidacea
8762;Stethojulis balteata;mari;Actinopterygii;Labridae;Stethojulis;balteata;Plantae;NA;NA;NA;NA;NA;NA;NA;Algae;Algae_filaments_sand;Benthic autotroph;Algae;Algae;Algae
8763;Stethojulis balteata;mari;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Cypris_larvae;Cypris_larvae;Zooplankton;Cirripedia;Zooplankton;Cirripedia
8764;Stethojulis balteata;mari;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Copepoda;Copepods_metanauplii;Zooplankton;Copepoda;Zooplankton;Copepoda
8765;Stethojulis balteata;mari;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Hexanauplia;Harpacticoida;NA;NA;NA;NA;Harpacticoida;Harpacticoida;Copepoda;Copepoda;Hexanauplia;Copepoda
8766;Stethojulis balteata;mari;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Hexanauplia;Cyclopoida;NA;NA;NA;NA;Cyclopoida;Cyclopoida;Copepoda;Copepoda;Hexanauplia;Copepoda
8767;Stethojulis balteata;mari;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Hexanauplia;Calanoida;NA;NA;NA;NA;Calanoida;Calanoida;Copepoda;Copepoda;Hexanauplia;Copepoda
8768;Stethojulis balteata;mari;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Malacostraca;Decapoda;Xanthidae;NA;NA;NA;Xanthidae;Xanthid crab;Crab;Crab;Malacostraca;Crab
8769;Stethojulis balteata;mari;Actinopterygii;Labridae;Stethojulis;balteata;Chromatista;Foraminifera;Globothalamea;Rotaliida;Calcarinidae;Calcarina;NA;Calcarina sp;Calcarina sp;Calcarina_sp;Foraminifera;Foraminifera;Foraminifera;Foraminifera
8770;Stethojulis balteata;mari;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda
8774;Stethojulis balteata;mari;Actinopterygii;Labridae;Stethojulis;balteata;NA;NA;NA;NA;NA;NA;NA;NA;Inorganic;Sand;Inorganic;Inorganic;Inorganic;Inorganic
8775;Stethojulis balteata;mari;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Isopoda;Isopods;Isopoda;Isopoda;Malacostraca;Isopoda
8776;Stethojulis balteata;mari;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;Ostracoda;Ostracods;Ostracoda;Ostracoda;Ostracoda;Ostracoda
8777;Stethojulis balteata;mari;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaeta;Annelida;Polychaeta;Polychaeta;Polychaeta
8778;Stethojulis balteata;mari;Actinopterygii;Labridae;Stethojulis;balteata;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp_frags;Shrimp;Shrimp;Malacostraca;Shrimp
8779;Stethojulis sp;mari;Actinopterygii;Labridae;Stethojulis;sp;Plantae;NA;NA;NA;NA;NA;NA;NA;Algae;Algae_filaments_sand;Benthic autotroph;Algae;Algae;Algae
8780;Stethojulis sp;mari;Actinopterygii;Labridae;Stethojulis;sp;Animalia;Mollusca;Bivalvia;NA;NA;NA;NA;NA;Bivalvia;Pelecypoda;Bivalvia;Bivalvia;Bivalvia;Bivalvia
8781;Stethojulis sp;mari;Actinopterygii;Labridae;Stethojulis;sp;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Cypris_larvae;Cypris_larvae;Zooplankton;Cirripedia;Zooplankton;Cirripedia
8782;Stethojulis sp;mari;Actinopterygii;Labridae;Stethojulis;sp;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Copepoda;Copepods;Copepoda;Copepoda;Hexanauplia;Copepoda
8783;Stethojulis sp;mari;Actinopterygii;Labridae;Stethojulis;sp;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Decapoda;Crab_zoeae;Zooplankton;Decapoda;Zooplankton;Decapoda
8784;Stethojulis sp;mari;Actinopterygii;Labridae;Stethojulis;sp;Chromatista;Foraminifera;NA;NA;NA;NA;NA;NA;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera
8786;Stethojulis sp;mari;Actinopterygii;Labridae;Stethojulis;sp;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda
8790;Stethojulis sp;mari;Actinopterygii;Labridae;Stethojulis;sp;NA;NA;NA;NA;NA;NA;NA;NA;Inorganic;Sand;Inorganic;Inorganic;Inorganic;Inorganic
8791;Stethojulis sp;mari;Actinopterygii;Labridae;Stethojulis;sp;Animalia;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Isopoda;Isopods;Isopoda;Isopoda;Malacostraca;Isopoda
8792;Stethojulis sp;mari;Actinopterygii;Labridae;Stethojulis;sp;Animalia;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;Ostracoda;Ostracods;Ostracoda;Ostracoda;Ostracoda;Ostracoda
8793;Stethojulis sp;mari;Actinopterygii;Labridae;Stethojulis;sp;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaeta;Annelida;Polychaeta;Polychaeta;Polychaeta
8794;Stethojulis sp;mari;Actinopterygii;Labridae;Stethojulis;sp;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp_frags;Shrimp;Shrimp;Malacostraca;Shrimp
8795;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Amphipoda;Amphipodes;Amphipoda;Amphipoda;Malacostraca;Amphipoda
8797;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Mollusca;Bivalvia;NA;NA;NA;NA;NA;Bivalvia;Pelecypodes;Bivalvia;Bivalvia;Bivalvia;Bivalvia
8798;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Copepoda;Copepodes;Copepoda;Copepoda;Hexanauplia;Copepoda
8799;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Arthropoda;Malacostraca;Decapoda;Galatheidae;NA;NA;NA;Galatheidae;Galatheides;Crab;Crab;Malacostraca;Crab
8800;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Brachyura;Brachyura;Crab;Crab;Malacostraca;Crab
8801;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Brachyura;Brachyura_larvae;Zooplankton;Crab;Zooplankton;Crab
8802;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Chordata;Actinopterygii;NA;NA;NA;NA;NA;Fish;Fish;Fish;Fish;Actinopterygii;Fish
8805;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Chromatista;Foraminifera;NA;NA;NA;NA;NA;NA;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera
8807;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropodes;Gastropoda;Gastropoda;Gastropoda;Gastropoda
8808;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;NA;NA;NA;NA;NA;NA;NA;NA;Inorganic;Sand;Inorganic;Inorganic;Inorganic;Inorganic
8809;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Isopoda;Isopods;Isopoda;Isopoda;Malacostraca;Isopoda
8810;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Mollusca;NA;NA;NA;NA;NA;NA;Mollusca;Mollusques_eggs;Zooplankton;Mollusca;Zooplankton;Mysida
8811;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Echinodermata;Ophiuroidea;NA;NA;NA;NA;NA;Ophiuroidea;Ophiurides;Ophiuroidea;Ophiuroidea;Ophiuroidea;Ophiuroidea
8812;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;Ostracoda;Ostracodes;Ostracoda;Ostracoda;Ostracoda;Ostracoda
8813;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Paguroidea;Pagures;Paguroidea;Paguroidea;Malacostraca;Paguroidea
8814;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaeta;Annelida;Polychaeta;Polychaeta;Polychaeta
8815;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp;Shrimp;Shrimp;Malacostraca;Shrimp
8816;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Arthropoda;Malacostraca;Stomatopoda;NA;NA;NA;NA;Stomatopoda;Stomatopoda;Stomatopoda;Stomatopoda;Malacostraca;Stomatopoda
8817;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Arthropoda;Malacostraca;Tanaidacea;NA;NA;NA;NA;Tanaidacea;Tanaidacés;Tanaidacea;Tanaidacea;Malacostraca;Tanaidacea
8818;Stethojulis strigiventer;mad;Actinopterygii;Labridae;Stethojulis;strigiventer;Animalia;Arthropoda;Malacostraca;Cumacea;NA;NA;NA;NA;Cumacea;Cumacés;Zooplankton;Zooplankton;Zooplankton;Cumacea
8819;Strongylura incisa;mari;Actinopterygii;Belonidae;Strongylura;incisa;Animalia;Chordata;Actinopterygii;Atheriniformes;Atherinidae;Hypoatherina;ovalaua;Hypoatherina ovalaua;Hypoatherina ovalaua;Allanetta_ovalaua;Fish;Fish;Actinopterygii;Fish
8820;Strongylura timucu;vir;Actinopterygii;Belonidae;Strongylura;timucu;Animalia;Chordata;Actinopterygii;Clupeiformes;Engraulidae;Anchoa;parva;Anchoa parva;Anchoa parva;Fish;Fish;Fish;Actinopterygii;Fish
8823;Strongylura timucu;vir;Actinopterygii;Belonidae;Strongylura;timucu;Animalia;Chordata;Actinopterygii;Clupeiformes;Clupeidae;Jenkinsia;NA;Jenkinsia sp;Jenkinsia sp;Beetle;Insecta;Insecta;Insecta;Insecta
8825;Strongylura timucu;vir;Actinopterygii;Belonidae;Strongylura;timucu;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp;Shrimp;Shrimp;Malacostraca;Shrimp
8826;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Plantae;NA;NA;NA;NA;NA;NA;NA;Algae;Algae_frags;Benthic autotroph;Algae;Algae;Algae
8827;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Animalia;Arthropoda;Malacostraca;Amphipoda;Gammaridae;NA;NA;NA;Gammaridae;Gammarids;Amphipoda;Amphipoda;Malacostraca;Amphipoda
8828;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Animalia;Arthropoda;Arachnida;NA;NA;NA;NA;NA;Acari;Mites;Arachnida;Arachnida;Arachnida;Arachnida
8829;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Animalia;Mollusca;Bivalvia;Ostreoida;Ostreidae;NA;NA;NA;Ostreidae;Ostreidae;Bivalvia;Bivalvia;Bivalvia;Bivalvia
8830;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Animalia;Bryozoa;NA;NA;NA;NA;NA;NA;Bryozoa;Bryozoa;Bryozoa;Bryozoa;Bryozoa;Bryozoa
8834;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Animalia;Arthropoda;Hexanauplia;NA;NA;NA;NA;NA;Cirripedia;Barnacle;Cirripedia;Cirripedia;Hexanauplia;Cirripedia
8835;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Animalia;Arthropoda;Hexanauplia;Harpacticoida;NA;NA;NA;NA;Harpacticoida;Harpacticoida;Copepoda;Copepoda;Hexanauplia;Copepoda
8836;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Animalia;Arthropoda;Hexanauplia;Cyclopoida;NA;NA;NA;NA;Cyclopoida;Cyclopoida;Copepoda;Copepoda;Hexanauplia;Copepoda
8837;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Crab;Megalopa_larvae;Zooplankton;Crab;Zooplankton;Crab
8838;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Brachyura;Brachyurans;Crab;Crab;Malacostraca;Crab
8839;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Animalia;Echinodermata;Echinoidea;NA;NA;NA;NA;NA;Echinoidea;Echinoids;Echinoidea;Echinoidea;Echinoidea;Pteropoda
8840;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Chromatista;Foraminifera;NA;NA;NA;NA;NA;NA;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera;Foraminifera
8842;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Opisthobranchia;Opisthobranchia;Gastropoda;Gastropoda;Gastropoda;Gastropoda
8843;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Prosobranchia;Prosobranch gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
8844;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Animalia;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Isopoda;Isopods;Isopoda;Isopoda;Malacostraca;Isopoda
8845;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Animalia;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;Ostracoda;Ostracods;Ostracoda;Ostracoda;Ostracoda;Ostracoda
8846;Sufflamen bursa;haw;Actinopterygii;Balistidae;Sufflamen;bursa;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaetes;Annelida;Polychaeta;Polychaeta;Polychaeta
