;fish_sp;site_code;class;family_cor;genus_cor;sp_cor;item_kingdom;item_phylum;item_class;item_ord_cor;item_fam_cor;item_gen_cor;item_sp_cor;item_spname;item_cor;item_raw;grp1;grp2;grp3;grp4
120;Abudefduf sparoides;mad;Actinopterygii;Pomacentridae;Abudefduf;sparoides;Animalia;Arthropoda;Malacostraca;Isopoda;NA;NA;NA;NA;Isopoda;Isopods;Isopoda;Isopoda;Malacostraca;Isopoda
121;Abudefduf sparoides;mad;Actinopterygii;Pomacentridae;Abudefduf;sparoides;Animalia;Nematoda;NA;NA;NA;NA;NA;NA;Nematoda;Nematodes;Microfauna;Nematoda;Microfauna;Nematoda
122;Abudefduf sparoides;mad;Actinopterygii;Pomacentridae;Abudefduf;sparoides;Animalia;Arthropoda;Ostracoda;NA;NA;NA;NA;NA;Ostracoda;Ostracodes;Ostracoda;Ostracoda;Ostracoda;Ostracoda
123;Abudefduf sparoides;mad;Actinopterygii;Pomacentridae;Abudefduf;sparoides;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaeta;Annelida;Polychaeta;Polychaeta;Polychaeta
124;Abudefduf sparoides;mad;Actinopterygii;Pomacentridae;Abudefduf;sparoides;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp;Shrimp;Shrimp;Malacostraca;Shrimp
125;Abudefduf sparoides;mad;Actinopterygii;Pomacentridae;Abudefduf;sparoides;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp_larvae;Zooplankton;Shrimp;Zooplankton;Shrimp
126;Abudefduf sparoides;mad;Actinopterygii;Pomacentridae;Abudefduf;sparoides;Plantae;Tracheophyta;NA;NA;NA;NA;NA;NA;Spermatophyta;Phanerogames;Benthic autotroph;Spermatophyta;Seagrass;Spermatophyta
127;Abudefduf sparoides;mad;Actinopterygii;Pomacentridae;Abudefduf;sparoides;Animalia;Chordata;Ascidiacea;NA;NA;NA;NA;NA;Ascidiacea;Ascidies larves;Zooplankton;Tunicata;Zooplankton;Tunicata
128;Abudefduf sparoides;mad;Actinopterygii;Pomacentridae;Abudefduf;sparoides;Animalia;Chordata;Ascidiacea;NA;NA;NA;NA;NA;Ascidiacea;Ascidies;Tunicata;Tunicata;Tunicata;Tunicata
129;Abudefduf sparoides;mad;Actinopterygii;Pomacentridae;Abudefduf;sparoides;Animalia;Chordata;Appendicularia;NA;NA;NA;NA;NA;Appendicularia;Appendiculaires;Tunicata;Tunicata;Tunicata;Tunicata
130;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Rhodymeniales;Champiaceae;Coelothrix;irregularis;Coelothrix irregularis;Coelothrix irregularis;Coelothrix_irregularis;Benthic autotroph;Algae;Algae;Algae
131;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Gigartinales;Hypneaceae;Hypnea;musciformis;Hypnea musciformis;Hypnea musciformis;Hypnea_musciformis;Benthic autotroph;Algae;Algae;Algae
132;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Laurencia;obtusa;Laurencia obtusa;Laurencia obtusa;Laurencia_obtusa;Benthic autotroph;Algae;Algae;Algae
133;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Halymeniales;Halymeniaceae;Grateloupia;cuneifolia;Grateloupia cuneifolia;Grateloupia cuneifolia;Grateloupia_cuneifolia;Benthic autotroph;Algae;Algae;Algae
134;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Chondria;NA;Chondria sp;Chondria sp;Chondria_sp;Benthic autotroph;Algae;Algae;Algae
135;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Ochrophyta;Phaeophyceae;Dictyotales;Dictyotaceae;Dictyota;divaricata;Dictyota divaricata;Dictyota divaricata;Dictyota_divaricata;Benthic autotroph;Algae;Algae;Algae
136;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Dasyaceae;Heterosiphonia;wurdemanni;Heterosiphonia wurdemanni;Heterosiphonia wurdemanni;Heterosiphonia_wurdemanni;Benthic autotroph;Algae;Algae;Algae
137;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Ceramiaceae;Centroceras;clavulatum;Centroceras clavulatum;Centroceras clavulatum;Centroceras_clavulatum;Benthic autotroph;Algae;Algae;Algae
138;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Gracilariales;Gracilariaceae;Gracilaria;NA;Gracilaria sp;Gracilaria sp;Gracilaria_sp;Benthic autotroph;Algae;Algae;Algae
139;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Rhodymeniales;Champiaceae;Champia;parvula;Champia parvula;Champia parvula;Champia_parvula;Benthic autotroph;Algae;Algae;Algae
140;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;Caulerpaceae;Caulerpa;sertularioides;Caulerpa sertularioides;Caulerpa sertularioides;Caulerpa_sertularioides;Benthic autotroph;Algae;Algae;Algae
141;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Ceramiaceae;Ceramium;byssoideum;Ceramium byssoideum;Ceramium byssoideum;Ceranium_byssoideum;Benthic autotroph;Algae;Algae;Algae
142;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Polysiphonia;NA;Polysiphonia sp;Polysiphonia sp;Polysiphonia_sp;Benthic autotroph;Algae;Algae;Algae
143;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Polysiphonia;ferulacea;Polysiphonia ferulacea;Polysiphonia ferulacea;Polysiphonia_ferulacea;Benthic autotroph;Algae;Algae;Algae
144;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Herposiphonia;secunda;Herposiphonia secunda;Herposiphonia secunda;Herposiphonia_secunda;Benthic autotroph;Algae;Algae;Algae
145;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Spyridiaceae;Spyridia;filamentosa;Spyridia filamentosa;Spyridia filamentosa;Spryridia_filamentosa;Benthic autotroph;Algae;Algae;Algae
146;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Gelidiales;Gelidiaceae;Gelidium;pusillum;Gelidium pusillum;Gelidium pusillum;Gelidium_pusillum;Benthic autotroph;Algae;Algae;Algae
147;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Ceramiaceae;Ceranium;NA;Ceranium sp;Ceranium sp;Ceranium_sp;Benthic autotroph;Algae;Algae;Algae
148;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;NA;Bryopsis sp;Bryopsis sp;Bryopsis_sp;Benthic autotroph;Algae;Algae;Algae
149;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Gelidiales;Gelidiaceae;Gelidium;corneum;Gelidium corneum;Gelidium corneum;Gelidium_corneum;Benthic autotroph;Algae;Algae;Algae
150;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;Enteromorpha;flexuosa;Enteromorpha flexuosa;Enteromorpha flexuosa;Enteromorpha_flexuosa;Benthic autotroph;Algae;Algae;Algae
151;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Ochrophyta;Phaeophyceae;Ectocarpales;Ectocarpaceae;Ectocarpus;breviarticulatus;Ectocarpus breviarticulatus;Ectocarpus breviarticulatus;Ectocarpus_breviarticulatus;Benthic autotroph;Algae;Algae;Algae
152;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;Enteromorpha;NA;Enteromorpha sp;Enteromorpha sp;Enteromorpha_sp;Benthic autotroph;Algae;Algae;Algae
153;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Gelidiales;Gelidiaceae;Gelidium;rigidulum;Gelidium rigidulum;Gelidium rigidulum;Gelidium_rigidulum;Benthic autotroph;Algae;Algae;Algae
154;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Jania;capillacea;Jania capillacea;Jania capillacea;Jania_capillacea;Coralline algae;Coralline algae;Coralline algae;Coralline algae
155;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Amphiroa;fragilissima;Amphiroa fragilissima;Amphiroa fragilissima;Amphiroa_fragilissima;Coralline algae;Coralline algae;Coralline algae;Coralline algae
156;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Jania;NA;Jania sp;Jania sp;Jania_sp;Coralline algae;Coralline algae;Coralline algae;Coralline algae
157;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Plantae;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Jania;rubens;Jania rubens;Jania rubens;Jania_rubens;Coralline algae;Coralline algae;Coralline algae;Coralline algae
158;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Animalia;Arthropoda;Malacostraca;Decapoda;Porcellanidae;NA;NA;NA;Porcellanidae;Porcellanidae;Crab;Crab;Malacostraca;Crab
159;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Eubacteria;Cyanobacteria;Cyanophyceae;Oscillatoriales;Oscillatoriaceae;Lyngbya;NA;Lyngbya sp;Lyngbya sp;Lyngbya_sp;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria
160;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Eubacteria;Cyanobacteria;Cyanophyceae;Nostocales;Scytonemataceae;Calothrix;crustacea;Calothrix crustacea;Calothrix crustacea;Calothrix_crustacea;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria
161;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Protista;NA;NA;NA;NA;NA;NA;NA;Diatoms;Diatoms;Phytoplankton;Diatoms;Phytoplankton;Diatoms
162;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Animalia;Mollusca;Gastropoda;NA;NA;NA;NA;NA;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda;Gastropoda
166;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Animalia;Cnidaria;Hydrozoa;NA;NA;NA;NA;NA;Hydrozoa;Hydrozoa;Hydrozoa;Hydrozoa;Hydrozoa;Hydrozoa
167;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Animalia;Mollusca;Polyplacophora;NA;NA;NA;NA;NA;Polyplacophora;Polyplacophores;Polyplacophora;Polyplacophora;Polyplacophora;Polyplacophora
168;Abudefduf taurus;vir;Actinopterygii;Pomacentridae;Abudefduf;taurus;Animalia;Cnidaria;Anthozoa;Zoantharia;Zoanthidae;Zoanthus;sociatus;Zoanthus sociatus;Zoanthus sociatus;Zoanthus_sociatus;Anthozoa;Zoantharia;Anthozoa;Zoantharia
169;Acanthostracion polygonius;vir;Actinopterygii;Ostraciidae;Acanthostracion;polygonius;Animalia;Cnidaria;Anthozoa;NA;NA;NA;NA;NA;Octocorallia;Alcyonaria;Anthozoa;Alcyonaria;Anthozoa;Alcyonaria
171;Acanthostracion polygonius;vir;Actinopterygii;Ostraciidae;Acanthostracion;polygonius;Animalia;Mollusca;Gastropoda;Neogastropoda;Turbinellidae;Vasum;muricatum;Vasum muricatum;Vasum muricatum;Gastropods;Gastropoda;Gastropoda;Gastropoda;Gastropoda
181;Acanthostracion polygonius;vir;Actinopterygii;Ostraciidae;Acanthostracion;polygonius;Animalia;Porifera;NA;NA;NA;NA;NA;NA;Porifera;Sponges;Porifera;Porifera;Porifera;Porifera
182;Acanthostracion polygonius;vir;Actinopterygii;Ostraciidae;Acanthostracion;polygonius;Animalia;Arthropoda;Malacostraca;Decapoda;Alpheidae;NA;NA;NA;Alpheidae;Alpheids;Shrimp;Shrimp;Malacostraca;Shrimp
183;Acanthostracion polygonius;vir;Actinopterygii;Ostraciidae;Acanthostracion;polygonius;Animalia;Arthropoda;Malacostraca;Decapoda;Gnathophyllidae;NA;NA;NA;Gnathophyllidae;Gnathophyllidae;Shrimp;Shrimp;Malacostraca;Shrimp
184;Acanthostracion polygonius;vir;Actinopterygii;Ostraciidae;Acanthostracion;polygonius;Animalia;Arthropoda;Malacostraca;Decapoda;Alpheidae;Synalpheus;NA;Synalpheus sp;Synalpheus sp;Synalpheus_sp;Shrimp;Shrimp;Malacostraca;Shrimp
185;Acanthostracion polygonius;vir;Actinopterygii;Ostraciidae;Acanthostracion;polygonius;Animalia;Chordata;NA;NA;NA;NA;NA;NA;Tunicata;Tunicates;Tunicata;Tunicata;Tunicata;Tunicata
188;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Animalia;Cnidaria;Anthozoa;Actiniaria;Actiniidae;Bunodosoma;granulifera;Bunodosoma granulifera;Bunodosoma granulifera;Bunodosoma_granulifera;Anthozoa;Actiniaria;Anthozoa;Actiniaria
189;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Animalia;Cnidaria;Anthozoa;Actiniaria;Actiniidae;Phyllactis;flosculifera;Phyllactis flosculifera;Phyllactis flosculifera;Phyllactis_flosculifera;Anthozoa;Actiniaria;Anthozoa;Actiniaria
190;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Animalia;Cnidaria;Anthozoa;Alcyonacea;Plexauridae;Muricea;atlantica;Muricea atlantica;Muricea atlantica;Alcyonaria;Anthozoa;Alcyonaria;Anthozoa;Alcyonaria
192;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;Halimedaceae;Halimeda;opuntia;Halimeda opuntia;Halimeda opuntia;Halimeda_opuntia;Benthic autotroph;Algae;Algae;Algae
193;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Animalia;Arthropoda;Malacostraca;Amphipoda;NA;NA;NA;NA;Amphipoda;Amphipoda;Amphipoda;Amphipoda;Malacostraca;Amphipoda
194;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Animalia;Mollusca;Bivalvia;NA;NA;NA;NA;NA;Bivalvia;Pelecypod;Bivalvia;Bivalvia;Bivalvia;Bivalvia
195;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Eubacteria;Cyanobacteria;NA;NA;NA;NA;NA;NA;Cyanobacteria;Bluegreens;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria
196;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Animalia;NA;NA;NA;NA;NA;NA;NA;Eggs;Eggs_unid;Zooplankton;Eggs;Zooplankton;Eggs
198;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Animalia;Arthropoda;Malacostraca;Decapoda;Paguridae;Pagurus;bonairensis;Pagurus bonairensis;Pagurus bonairensis;Pagurus_bonairensis;Paguroidea;Paguroidea;Malacostraca;Paguroidea
199;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Animalia;Annelida;Polychaeta;NA;NA;NA;NA;NA;Polychaeta;Polychaetes;Annelida;Polychaeta;Polychaeta;Polychaeta
200;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Animalia;Porifera;NA;NA;NA;NA;NA;NA;Porifera;Sponges;Porifera;Porifera;Porifera;Porifera
201;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Animalia;Cnidaria;Scyphozoa;NA;NA;NA;NA;NA;Scyphozoa;Scyphozoans;Scyphozoa;Scyphozoa;Scyphozoa;Scyphozoa
202;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Plantae;Tracheophyta;Magnoliopsida;Alismatales;Hydrocharitaceae;Thalassia;testudinum;Thalassia testudinum;Thalassia testudinum;Thalassia_testudinum;Benthic autotroph;Seagrass;Seagrass;Seagrass
203;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Animalia;Arthropoda;Malacostraca;Decapoda;NA;NA;NA;NA;Shrimp;Shrimp;Shrimp;Shrimp;Malacostraca;Shrimp
204;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Animalia;Chordata;NA;NA;NA;NA;NA;NA;Tunicata;Tunicates;Tunicata;Tunicata;Tunicata;Tunicata
207;Acanthostracion quadricornis;vir;Actinopterygii;Ostraciidae;Acanthostracion;quadricornis;Animalia;Cnidaria;Anthozoa;Zoantharia;Zoanthidae;Zoanthus;pulchellus;Zoanthus pulchellus;Zoanthus pulchellus;Zoanthus_pulchellus;Anthozoa;Zoantharia;Anthozoa;Zoantharia
208;Acanthurus achilles;mari;Actinopterygii;Acanthuridae;Acanthurus;achilles;Plantae;NA;NA;NA;NA;NA;NA;NA;Algae;Scraped_Filamentous_algae;Benthic autotroph;Algae;Algae;Algae
209;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Rhodophyta;Florideophyceae;Nemaliales;Liagoraceae;Liagora;ceranoides;Liagora ceranoides;Liagora ceranoides;Liagora_ceranoides;Benthic autotroph;Algae;Algae;Algae
210;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Herposiphonia;NA;Herposiphonia sp;Herposiphonia sp;Herposiphonia_sp;Benthic autotroph;Algae;Algae;Algae
211;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Ceramiaceae;Centroceras;clavulatum;Centroceras clavulatum;Centroceras clavulatum;Centroceras_clavulatum;Benthic autotroph;Algae;Algae;Algae
212;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;Bryopsidaceae;Bryopsis;pennata;Bryopsis pennata;Bryopsis pennata;Bryopsis_pennata;Benthic autotroph;Algae;Algae;Algae
213;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Rhodophyta;Florideophyceae;Gigartinales;Hypneaceae;Hypnea;musciformis;Hypnea musciformis;Hypnea musciformis;Hypnea_musciformis;Benthic autotroph;Algae;Algae;Algae
214;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;Halimedaceae;Halimeda;opuntia;Halimeda opuntia;Halimeda opuntia;Halimeda_opuntia;Benthic autotroph;Algae;Algae;Algae
215;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Rhodophyta;Florideophyceae;Gigartinales;Solieriaceae;Eucheuma;echinocarpum;Eucheuma echinocarpum;Eucheuma echinocarpum;Eucheuma_echinocarpum;Benthic autotroph;Algae;Algae;Algae
216;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Ceramiaceae;Ceramium;NA;Ceramium sp;Ceramium sp;Ceramium_sp;Benthic autotroph;Algae;Algae;Algae
217;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Ochrophyta;Phaeophyceae;Dictyotales;Dictyotaceae;Pocockiella;variegata;Pocockiella variegata;Pocockiella variegata;Pocockiella_variegata;Benthic autotroph;Algae;Algae;Algae
218;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Ochrophyta;Phaeophyceae;Dictyotales;Dictyotaceae;Dictyota;divaricata;Dictyota divaricata;Dictyota divaricata;Dictyota_divaricata;Benthic autotroph;Algae;Algae;Algae
219;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Rhodophyta;Florideophyceae;Nemaliales;Galaxauraceae;Galaxaura;lapidescens;Galaxaura lapidescens;Galaxaura lapidescens;Galaxaura_lapidescens;Benthic autotroph;Algae;Algae;Algae
220;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Rhodophyta;Florideophyceae;Gigartinales;Hypneaceae;Hypnea;spinella;Hypnea spinella;Hypnea spinella;Hypnea_spinella;Benthic autotroph;Algae;Algae;Algae
221;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;Enteromorpha;NA;Enteromorpha sp;Enteromorpha sp;Enteromorpha_sp;Benthic autotroph;Algae;Algae;Algae
222;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;Ulva;lactuca;Ulva lactuca;Ulva lactuca;Ulva_lactuca;Benthic autotroph;Algae;Algae;Algae
223;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Spyridiaceae;Spyridia;filamentosa;Spyridia filamentosa;Spyridia filamentosa;Spyridia_filamentosa;Benthic autotroph;Algae;Algae;Algae
224;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Ceramiaceae;Ceramium;byssoideum;Ceramium byssoideum;Ceramium byssoideum;Ceramium_byssoideum;Benthic autotroph;Algae;Algae;Algae
225;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Polysiphonia;ferulacea;Polysiphonia ferulacea;Polysiphonia ferulacea;Polysiphonia_ferulacea;Benthic autotroph;Algae;Algae;Algae
226;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;NA;Sargassum sp;Sargassum sp;Sargassum_sp;Benthic autotroph;Algae;Algae;Algae
227;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Chlorophyta;Ulvophyceae;Ulvales;Ulvaceae;Enteromorpha;flexuosa;Enteromorpha flexuosa;Enteromorpha flexuosa;Enteromorpha_flexuosa;Benthic autotroph;Algae;Algae;Algae
228;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Chlorophyta;Ulvophyceae;Cladophorales;Cladophoraceae;Cladophora;delicatula;Cladophora delicatula;Cladophora delicatula;Cladophora_delicatula;Benthic autotroph;Algae;Algae;Algae
229;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Chlorophyta;Ulvophyceae;Cladophorales;Cladophoraceae;Rhizoclonium;riparium;Rhizoclonium riparium;Rhizoclonium riparium;Rhizoclonium_riparium;Benthic autotroph;Algae;Algae;Algae
230;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Rhodophyta;Florideophyceae;Ceramiales;Rhodomelaceae;Polysiphonia;NA;Polysiphonia sp;Polysiphonia sp;Polysiphonia_sp;Benthic autotroph;Algae;Algae;Algae
231;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Jania;capillacea;Jania capillacea;Jania capillacea;Jania_capillacea;Coralline algae;Coralline algae;Coralline algae;Coralline algae
232;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Jania;rubens;Jania rubens;Jania rubens;Jania_rubens;Coralline algae;Coralline algae;Coralline algae;Coralline algae
233;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Eubacteria;Cyanobacteria;Cyanophyceae;Oscillatoriales;Oscillatoriaceae;Lyngbya;majuscula;Lyngbya majuscula;Lyngbya majuscula;Lyngbya_majuscula;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria
234;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Eubacteria;Cyanobacteria;Cyanophyceae;Oscillatoriales;Oscillatoriaceae;Lyngbya;NA;Lyngbya sp;Lyngbya sp;Lyngbya_sp;Cyanobacteria;Cyanobacteria;Cyanobacteria;Cyanobacteria
235;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;NA;NA;NA;NA;NA;NA;NA;Detritus_OM;Algae&orgdetritus;Detritus;Detritus;Detritus;Detritus
236;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Protista;NA;NA;NA;NA;NA;NA;NA;Diatoms;Diatoms;Phytoplankton;Diatoms;Phytoplankton;Diatoms
237;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Tracheophyta;Magnoliopsida;Alismatales;Hydrocharitaceae;Halophila;baillonis;Halophila baillonis;Halophila baillonis;Halophila_baillonis;Benthic autotroph;Seagrass;Seagrass;Seagrass
238;Acanthurus bahianus;vir;Actinopterygii;Acanthuridae;Acanthurus;bahianus;Plantae;Tracheophyta;Magnoliopsida;Alismatales;Hydrocharitaceae;Thalassia;testudinum;Thalassia testudinum;Thalassia testudinum;Thalassia_testudinum;Benthic autotroph;Seagrass;Seagrass;Seagrass
