"","Family","nom","item","mean_length","max_length","min_length","nb_sample","nb_guts","n","freq_item","item_raw","item_family","item_ord","item_class","item_phylum","item_kingdom","site_code","class","fish_sp","genus_cor","sp_cor"
"887","Lethrinidae","Gymnocranius euanus","strombes",357.981751824818,490,100,274,221,1,0.00452488687782805,"Strombidae","Strombidae","Littorinimorpha","Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Gymnocranius euanus","Gymnocranius","euanus"
"888","Lethrinidae","Gymnocranius sp","méduse",320.982857142857,540,65,175,79,1,0.0126582278481013,"Jellyfish",NA,NA,NA,"Cnidaria","Animalia","nca","Actinopterygii","Gymnocranius sp","Gymnocranius","sp"
"889","Lethrinidae","Gymnocranius sp","Poisson",320.982857142857,540,65,175,79,2,0.0253164556962025,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Gymnocranius sp","Gymnocranius","sp"
"890","Lethrinidae","Gymnocranius sp","gastéropodes",320.982857142857,540,65,175,79,1,0.0126582278481013,"Gastropoda",NA,NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Gymnocranius sp","Gymnocranius","sp"
"891","Lethrinidae","Gymnocranius sp","foraminifère",320.982857142857,540,65,175,79,1,0.0126582278481013,"Foraminifera",NA,NA,NA,"Foraminifera",NA,"nca","Actinopterygii","Gymnocranius sp","Gymnocranius","sp"
"892","Lethrinidae","Gymnocranius grandoculis","holothurie",414.60736196319,690,160,163,91,4,0.043956043956044,"Holothuroidea",NA,NA,"Holothuroidea","Echinodermata","Animalia","nca","Actinopterygii","Gymnocranius grandoculis","Gymnocranius","grandoculis"
"893","Lethrinidae","Gymnocranius grandoculis","dentales",414.60736196319,690,160,163,91,1,0.010989010989011,"Dentaliidae","Dentaliidae","Dentaliida","Scaphopoda","Mollusca","Animalia","nca","Actinopterygii","Gymnocranius grandoculis","Gymnocranius","grandoculis"
"894","Lethrinidae","Lethrinus sp","bivalves",193.571428571429,285,110,7,1,1,1,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Lethrinus sp","Lethrinus","sp"
"895","Lethrinidae","Lethrinus olivaceus","gastéropodes",516.515873015873,725,225,126,87,2,0.0229885057471264,"Gastropoda",NA,NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Lethrinus olivaceus","Lethrinus","olivaceus"
"896","Lethrinidae","Lethrinus harak","foraminifère",209.950495049505,320,60,101,39,1,0.0256410256410256,"Foraminifera",NA,NA,NA,"Foraminifera",NA,"nca","Actinopterygii","Lethrinus harak","Lethrinus","harak"
"897","Lethrinidae","Lethrinus lentjan","vers",279.208913649025,445,65,359,86,1,0.0116279069767442,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Lethrinus lentjan","Lethrinus","lentjan"
"898","Lethrinidae","Lethrinus atkinsoni","dentales",309.976021798365,455,57,1835,939,2,0.00212992545260916,"Dentaliidae","Dentaliidae","Dentaliida","Scaphopoda","Mollusca","Animalia","nca","Actinopterygii","Lethrinus atkinsoni","Lethrinus","atkinsoni"
"899","Lethrinidae","Lethrinus nebulosus","algues",389.324617108704,695,35,2677,1403,2,0.00142551674982181,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Lethrinus nebulosus","Lethrinus","nebulosus"
"900","Lethrinidae","Lethrinus nebulosus","halimeda",389.324617108704,695,35,2677,1403,1,0.000712758374910905,"Halimeda","Halimedaceae","Bryopsidales","Ulvophyceae","Chlorophyta","Plantae","nca","Actinopterygii","Lethrinus nebulosus","Lethrinus","nebulosus"
"901","Lethrinidae","Lethrinus nebulosus","foraminifère",389.324617108704,695,35,2677,1403,2,0.00142551674982181,"Foraminifera",NA,NA,NA,"Foraminifera",NA,"nca","Actinopterygii","Lethrinus nebulosus","Lethrinus","nebulosus"
"902","Lethrinidae","Lethrinus nebulosus","dentales",389.324617108704,695,35,2677,1403,1,0.000712758374910905,"Dentaliidae","Dentaliidae","Dentaliida","Scaphopoda","Mollusca","Animalia","nca","Actinopterygii","Lethrinus nebulosus","Lethrinus","nebulosus"
"903","Lethrinidae","Lethrinus nebulosus","éponge",389.324617108704,695,35,2677,1403,2,0.00142551674982181,"Porifera",NA,NA,NA,"Porifera","Animalia","nca","Actinopterygii","Lethrinus nebulosus","Lethrinus","nebulosus"
"904","Lethrinidae","Lethrinus rubrioperculatus","échinoderme",295.097014925373,395,165,536,397,2,0.00503778337531486,"Echinodermata",NA,NA,NA,"Echinodermata","Animalia","nca","Actinopterygii","Lethrinus rubrioperculatus","Lethrinus","rubrioperculatus"
"905","Lethrinidae","Lethrinus rubrioperculatus","nudibranche",295.097014925373,395,165,536,397,1,0.00251889168765743,"Nudibranchia",NA,"Nudibranchia","Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Lethrinus rubrioperculatus","Lethrinus","rubrioperculatus"
"906","Lethrinidae","Lethrinus semicinctus","bivalves",177.428571428571,290,30,154,23,1,0.0434782608695652,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Lethrinus semicinctus","Lethrinus","semicinctus"
"907","Lethrinidae","Lethrinus xanthochilus","ophiure",427.456140350877,625,220,57,33,1,0.0303030303030303,"Ophiuroidea",NA,NA,"Ophiuroidea","Echinodermata","Animalia","nca","Actinopterygii","Lethrinus xanthochilus","Lethrinus","xanthochilus"
"908","Lethrinidae","Lethrinus xanthochilus","poulpe",427.456140350877,625,220,57,33,1,0.0303030303030303,"Octopoda",NA,"Octopoda","Cephalopoda","Mollusca","Animalia","nca","Actinopterygii","Lethrinus xanthochilus","Lethrinus","xanthochilus"
"909","Lethrinidae","Lethrinus xanthochilus","bernard l'hermite",427.456140350877,625,220,57,33,1,0.0303030303030303,"Paguroidea",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Lethrinus xanthochilus","Lethrinus","xanthochilus"
"910","Lethrinidae","Lethrinus xanthochilus","mollusque",427.456140350877,625,220,57,33,1,0.0303030303030303,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Lethrinus xanthochilus","Lethrinus","xanthochilus"
"911","Nemipteridae","Nemipterus peronii","échinoderme",199.201492537313,245,160,134,35,2,0.0571428571428571,"Echinodermata",NA,NA,NA,"Echinodermata","Animalia","nca","Actinopterygii","Nemipterus peronii","Nemipterus","peronii"
"912","Nemipteridae","Nemipterus peronii","squilles",199.201492537313,245,160,134,35,3,0.0857142857142857,"Stomatopoda",NA,"Stomatopoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Nemipterus peronii","Nemipterus","peronii"
"913","Nemipteridae","Scolopsis sp","mollusque",350,350,350,1,1,1,1,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Scolopsis sp","Scolopsis","sp"
"914","Nemipteridae","Scolopsis bilineata","ophiure",124.587301587302,190,45,63,2,1,0.5,"Ophiuroidea",NA,NA,"Ophiuroidea","Echinodermata","Animalia","nca","Actinopterygii","Scolopsis bilineata","Scolopsis","bilineata"
"915","Mullidae","Mulloidichthys flavolineatus","squilles",125.079787234043,195,85,188,22,1,0.0454545454545455,"Stomatopoda",NA,"Stomatopoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Mulloidichthys flavolineatus","Mulloidichthys","flavolineatus"
"916","Mullidae","Parupeneus indicus","annélide",191.460674157303,360,35,89,32,3,0.09375,"Annelida",NA,NA,NA,"Annelida","Animalia","nca","Actinopterygii","Parupeneus indicus","Parupeneus","indicus"
"917","Mullidae","Parupeneus heptacanthus","ophiure",137.801047120419,235,55,573,232,1,0.00431034482758621,"Ophiuroidea",NA,NA,"Ophiuroidea","Echinodermata","Animalia","nca","Actinopterygii","Parupeneus heptacanthus","Parupeneus","heptacanthus"
"918","Mullidae","Upeneus moluccensis","gastéropodes",120.496694214876,180,65,1210,164,1,0.00609756097560976,"Gastropoda",NA,NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Upeneus moluccensis","Upeneus","moluccensis"
"919","Mullidae","Upeneus tragula","Poisson",121.551401869159,240,35,535,130,2,0.0153846153846154,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Upeneus tragula","Upeneus","tragula"
"920","Monodactylidae","Monodactylus argenteus","bivalves",87.1621621621622,185,20,259,7,1,0.142857142857143,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Monodactylus argenteus","Monodactylus","argenteus"
"921","Drepaneidae","Drepane punctata","mollusque",317.083333333333,355,280,12,3,2,0.666666666666667,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Drepane punctata","Drepane","punctata"
"922","Sphyraenidae","Sphyraena forsteri","crustacé",404.242424242424,600,85,99,46,1,0.0217391304347826,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Sphyraena forsteri","Sphyraena","forsteri"
"923","Labridae","Bodianus loxozonus","mollusque",306,340,272,2,1,1,1,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Bodianus loxozonus","Bodianus","loxozonus"
"924","Labridae","Bodianus perditio","cérithes",415.530726256983,730,165,358,214,1,0.00467289719626168,"Cerithiidae","Cerithiidae",NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Bodianus perditio","Bodianus","perditio"
"925","Labridae","Choerodon graphicus","oursin roche",198.846153846154,515,40,91,11,1,0.0909090909090909,"Echinoidea",NA,NA,"Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Choerodon graphicus","Choerodon","graphicus"
"926","Labridae","Choerodon graphicus","alcyonaires (corail mou)",198.846153846154,515,40,91,11,1,0.0909090909090909,"Alcyonacea",NA,"Alcyonacea","Anthozoa","Cnidaria","Animalia","nca","Actinopterygii","Choerodon graphicus","Choerodon","graphicus"
"927","Acanthuridae","Acanthurus xanthopterus","algues",369.333333333333,570,80,30,1,1,1,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Acanthurus xanthopterus","Acanthurus","xanthopterus"
"928","Balistidae","Abalistes stellaris","annélide",414.384615384615,535,140,78,30,1,0.0333333333333333,"Annelida",NA,NA,NA,"Annelida","Animalia","nca","Actinopterygii","Abalistes stellaris","Abalistes","stellaris"
"929","Balistidae","Balistoides viridescens","Poisson",520.625,610,470,8,2,1,0.5,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Balistoides viridescens","Balistoides","viridescens"
"930","Monacanthidae","Paramonacanthus japonicus","foraminifère",91.875,170,50,48,1,1,1,"Foraminifera",NA,NA,NA,"Foraminifera",NA,"nca","Actinopterygii","Paramonacanthus japonicus","Paramonacanthus","japonicus"
"931","Balistidae","Pseudalutarius nasicornis","mollusque",111.718894009217,140,80,217,19,3,0.157894736842105,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Pseudalutarius nasicornis","Pseudalutarius","nasicornis"
"932","Balistidae","Pseudalutarius nasicornis","foraminifère",111.718894009217,140,80,217,19,1,0.0526315789473684,"Foraminifera",NA,NA,NA,"Foraminifera",NA,"nca","Actinopterygii","Pseudalutarius nasicornis","Pseudalutarius","nasicornis"
"933","Balistidae","Pseudobalistes fuscus","bernard l'hermite",435.265306122449,570,260,49,19,2,0.105263157894737,"Paguroidea",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Pseudobalistes fuscus","Pseudobalistes","fuscus"
"934","Ostraciidae","Ostracion cubicus","halimeda",323.055555555556,410,25,18,2,1,0.5,"Halimeda","Halimedaceae","Bryopsidales","Ulvophyceae","Chlorophyta","Plantae","nca","Actinopterygii","Ostracion cubicus","Ostracion","cubicus"
"935","Tetraodontidae","Arothron hispdus","gastéropodes",920.6,9999,65,15,8,1,0.125,"Gastropoda",NA,NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Arothron hispidus","Arothron","hispidus"
"936","Tetraodontidae","Arothron hispdus","mollusque",920.6,9999,65,15,8,1,0.125,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Arothron hispidus","Arothron","hispidus"
"937","Tetraodontidae","Arothron stellatus","gastéropodes",865.857142857143,9999,50,28,13,1,0.0769230769230769,"Gastropoda",NA,NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Arothron stellatus","Arothron","stellatus"
"938","Tetraodontidae","Lagocephalus sceleratus","bivalves",313.75,715,90,68,26,1,0.0384615384615385,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Lagocephalus sceleratus","Lagocephalus","sceleratus"
"939","Tetraodontidae","Lagocephalus sceleratus","poulpe",313.75,715,90,68,26,1,0.0384615384615385,"Octopoda",NA,"Octopoda","Cephalopoda","Mollusca","Animalia","nca","Actinopterygii","Lagocephalus sceleratus","Lagocephalus","sceleratus"
"940","Diodontidae","Diodon hystrix","bivalves",395.227272727273,750,280,22,2,1,0.5,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Diodon hystrix","Diodon","hystrix"
"941","Lutjanidae","Aprion virescens","plancton",630.923913043478,880,225,92,55,1,0.0181818181818182,"Plankton",NA,NA,NA,NA,NA,"nca","Actinopterygii","Aprion virescens","Aprion","virescens"
"942","Dasyatidae","Neotrygon kuhlii","squilles",327.971014492754,495,170,69,7,1,0.142857142857143,"Stomatopoda",NA,"Stomatopoda","Malacostraca","Arthropoda","Animalia","nca","Elasmobranchii","Neotrygon kuhlii","Neotrygon","kuhlii"
"943","Holocentridae","Sargocentron spniferum","algues",237.23275862069,315,115,116,35,1,0.0285714285714286,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Sargocentron spiniferum","Sargocentron","spiniferum"
"944","Serranidae","Epinephelus cyanopodus","turritelles",491.842931937173,760,95,191,86,1,0.0116279069767442,"Turritellidae","Turritellidae",NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Epinephelus cyanopodus","Epinephelus","cyanopodus"
"945","Serranidae","Epinephelus cyanopodus","poulpe",491.842931937173,760,95,191,86,1,0.0116279069767442,"Octopoda",NA,"Octopoda","Cephalopoda","Mollusca","Animalia","nca","Actinopterygii","Epinephelus cyanopodus","Epinephelus","cyanopodus"
"946","Serranidae","Epinephelus maculatus","cérithes",376.909224011713,605,65,683,421,1,0.00237529691211401,"Cerithiidae","Cerithiidae",NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Epinephelus maculatus","Epinephelus","maculatus"
"947","Serranidae","Plectropomus leopardus","squilles",431.594202898551,910,240,138,39,1,0.0256410256410256,"Stomatopoda",NA,"Stomatopoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Plectropomus leopardus","Plectropomus","leopardus"
"948","Carangidae","Carangoides chrysophrys","crustacé",291.5234375,600,125,128,37,1,0.027027027027027,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Carangoides chrysophrys","Carangoides","chrysophrys"
"949","Carangidae","Carangoides dinema","squilles",572.5,650,500,8,2,1,0.5,"Stomatopoda",NA,"Stomatopoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Carangoides dinema","Carangoides","dinema"
"950","Carangidae","Carangoides orthogrammus","crevettes",371.363636363636,620,280,33,16,1,0.0625,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Carangoides orthogrammus","Carangoides","orthogrammus"
"951","Lutjanidae","Lutjanus fulvus","holothurie",199.507552870091,310,40,331,112,1,0.00892857142857143,"Holothuroidea",NA,NA,"Holothuroidea","Echinodermata","Animalia","nca","Actinopterygii","Lutjanus fulvus","Lutjanus","fulvus"
"952","Haemulidae","Diagramma pictum","squilles",438.56050955414,750,70,471,110,1,0.00909090909090909,"Stomatopoda",NA,"Stomatopoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Diagramma pictum","Diagramma","pictum"
"953","Haemulidae","Diagramma pictum","strombes",438.56050955414,750,70,471,110,1,0.00909090909090909,"Strombidae","Strombidae","Littorinimorpha","Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Diagramma pictum","Diagramma","pictum"
"954","Haemulidae","Plectorhinchus albovittatus","mollusque",360.689655172414,555,175,29,23,2,0.0869565217391304,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Plectorhinchus albovittatus","Plectorhinchus","albovittatus"
"955","Haemulidae","Plectorhinchus albovittatus","amphipodes",360.689655172414,555,175,29,23,1,0.0434782608695652,"Amphipoda",NA,"Amphipoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Plectorhinchus albovittatus","Plectorhinchus","albovittatus"
"956","Sparidae","Acanthopagrus berda","oursin roche",167.455882352941,360,50,340,117,1,0.00854700854700855,"Echinoidea",NA,NA,"Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Acanthopagrus berda","Acanthopagrus","berda"
"957","Lethrinidae","Gymnocranius sp","holothurie",320.982857142857,540,65,175,79,1,0.0126582278481013,"Holothuroidea",NA,NA,"Holothuroidea","Echinodermata","Animalia","nca","Actinopterygii","Gymnocranius sp","Gymnocranius","sp"
"958","Lethrinidae","Gymnocranius sp","céphalopode",320.982857142857,540,65,175,79,1,0.0126582278481013,"Cephalopoda",NA,NA,"Cephalopoda","Mollusca","Animalia","nca","Actinopterygii","Gymnocranius sp","Gymnocranius","sp"
"959","Lethrinidae","Gymnocranius sp","strombes",320.982857142857,540,65,175,79,1,0.0126582278481013,"Strombidae","Strombidae","Littorinimorpha","Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Gymnocranius sp","Gymnocranius","sp"
"960","Lethrinidae","Lethrinus olivaceus","bernard l'hermite",516.515873015873,725,225,126,87,1,0.0114942528735632,"Paguroidea",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Lethrinus olivaceus","Lethrinus","olivaceus"
"961","Lethrinidae","Lethrinus nebulosus","chiton",389.324617108704,695,35,2677,1403,1,0.000712758374910905,"Polyplacophora",NA,NA,"Polyplacophora","Mollusca","Animalia","nca","Actinopterygii","Lethrinus nebulosus","Lethrinus","nebulosus"
"962","Lethrinidae","Lethrinus xanthochilus","vers",427.456140350877,625,220,57,33,1,0.0303030303030303,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Lethrinus xanthochilus","Lethrinus","xanthochilus"
"963","Lethrinidae","Lethrinus xanthochilus","bivalves",427.456140350877,625,220,57,33,1,0.0303030303030303,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Lethrinus xanthochilus","Lethrinus","xanthochilus"
"964","Mullidae","Parupeneus indicus","Poisson",191.460674157303,360,35,89,32,1,0.03125,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Parupeneus indicus","Parupeneus","indicus"
"965","Polynemidae","Leptomelanosoma indicum","crustacé",167.814569536424,245,105,151,8,2,0.25,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Leptomelanosoma indicum","Leptomelanosoma","indicum"
"966","Balistidae","Balistoides viridescens","spirographe",520.625,610,470,8,2,1,0.5,"Sabellidae","Sabellidae","Sabellida","Polychaeta","Annelida","Animalia","nca","Actinopterygii","Balistoides viridescens","Balistoides","viridescens"
"967","Balistidae","Pseudalutarius nasicornis","vers",111.718894009217,140,80,217,19,1,0.0526315789473684,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Pseudalutarius nasicornis","Pseudalutarius","nasicornis"
"968","Balistidae","Pseudobalistes fuscus","crabes",435.265306122449,570,260,49,19,1,0.0526315789473684,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Pseudobalistes fuscus","Pseudobalistes","fuscus"
