"","Family","nom","item","mean_length","max_length","min_length","nb_sample","nb_guts","n","freq_item","item_raw","item_family","item_ord","item_class","item_phylum","item_kingdom","site_code","class","fish_sp","genus_cor","sp_cor"
"769","Bothidae","Grammatobothus polyophthalmus","crabes",170.897435897436,205,110,39,13,6,0.461538461538462,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Grammatobothus polyophthalmus","Grammatobothus","polyophthalmus"
"770","Balistidae","Abalistes stellaris","bivalves",414.384615384615,535,140,78,30,5,0.166666666666667,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Abalistes stellaris","Abalistes","stellaris"
"771","Balistidae","Abalistes stellaris","crabes",414.384615384615,535,140,78,30,14,0.466666666666667,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Abalistes stellaris","Abalistes","stellaris"
"772","Balistidae","Abalistes stellaris","Poisson",414.384615384615,535,140,78,30,3,0.1,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Abalistes stellaris","Abalistes","stellaris"
"773","Balistidae","Abalistes stellaris","oursin roche",414.384615384615,535,140,78,30,1,0.0333333333333333,"Echinoidea",NA,NA,"Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Abalistes stellaris","Abalistes","stellaris"
"774","Balistidae","Abalistes stellaris","crustacé",414.384615384615,535,140,78,30,4,0.133333333333333,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Abalistes stellaris","Abalistes","stellaris"
"775","Balistidae","Abalistes stellaris","mollusque",414.384615384615,535,140,78,30,3,0.1,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Abalistes stellaris","Abalistes","stellaris"
"776","Balistidae","Abalistes stellaris","crevettes",414.384615384615,535,140,78,30,1,0.0333333333333333,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Abalistes stellaris","Abalistes","stellaris"
"777","Balistidae","Abalistes stellaris","bernard l'hermite",414.384615384615,535,140,78,30,1,0.0333333333333333,"Paguroidea",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Abalistes stellaris","Abalistes","stellaris"
"778","Balistidae","Abalistes stellaris","squilles",414.384615384615,535,140,78,30,1,0.0333333333333333,"Stomatopoda",NA,"Stomatopoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Abalistes stellaris","Abalistes","stellaris"
"779","Balistidae","Balistoides viridescens","mollusque",520.625,610,470,8,2,1,0.5,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Balistoides viridescens","Balistoides","viridescens"
"780","Balistidae","Balistoides viridescens","bivalves",520.625,610,470,8,2,1,0.5,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Balistoides viridescens","Balistoides","viridescens"
"781","Monacanthidae","Paramonacanthus japonicus","éponge",91.875,170,50,48,1,1,1,"Porifera",NA,NA,NA,"Porifera","Animalia","nca","Actinopterygii","Paramonacanthus japonicus","Paramonacanthus","japonicus"
"782","Balistidae","Pseudalutarius nasicornis","éponge",111.718894009217,140,80,217,19,16,0.842105263157895,"Porifera",NA,NA,NA,"Porifera","Animalia","nca","Actinopterygii","Pseudalutarius nasicornis","Pseudalutarius","nasicornis"
"783","Balistidae","Pseudalutarius nasicornis","algues",111.718894009217,140,80,217,19,5,0.263157894736842,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Pseudalutarius nasicornis","Pseudalutarius","nasicornis"
"784","Balistidae","Pseudobalistes fuscus","crustacé",435.265306122449,570,260,49,19,2,0.105263157894737,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Pseudobalistes fuscus","Pseudobalistes","fuscus"
"785","Balistidae","Pseudobalistes fuscus","mollusque",435.265306122449,570,260,49,19,13,0.684210526315789,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Pseudobalistes fuscus","Pseudobalistes","fuscus"
"786","Balistidae","Pseudobalistes fuscus","bivalves",435.265306122449,570,260,49,19,6,0.315789473684211,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Pseudobalistes fuscus","Pseudobalistes","fuscus"
"787","Balistidae","Pseudobalistes fuscus","oursin roche",435.265306122449,570,260,49,19,3,0.157894736842105,"Echinoidea",NA,NA,"Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Pseudobalistes fuscus","Pseudobalistes","fuscus"
"788","Balistidae","Sufflamen fraenatum","ophiure",269.913043478261,365,190,92,44,1,0.0227272727272727,"Ophiuroidea",NA,NA,"Ophiuroidea","Echinodermata","Animalia","nca","Actinopterygii","Sufflamen fraenatum","Sufflamen","fraenatum"
"789","Balistidae","Sufflamen fraenatum","coraux libres",269.913043478261,365,190,92,44,6,0.136363636363636,"Scleractinia",NA,"Scleractinia","Anthozoa","Cnidaria","Animalia","nca","Actinopterygii","Sufflamen fraenatum","Sufflamen","fraenatum"
"790","Balistidae","Sufflamen fraenatum","mollusque",269.913043478261,365,190,92,44,3,0.0681818181818182,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Sufflamen fraenatum","Sufflamen","fraenatum"
"791","Balistidae","Sufflamen fraenatum","oursin roche",269.913043478261,365,190,92,44,2,0.0454545454545455,"Echinoidea",NA,NA,"Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Sufflamen fraenatum","Sufflamen","fraenatum"
"792","Balistidae","Sufflamen fraenatum","crustacé",269.913043478261,365,190,92,44,1,0.0227272727272727,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Sufflamen fraenatum","Sufflamen","fraenatum"
"793","Balistidae","Sufflamen fraenatum","crabes",269.913043478261,365,190,92,44,5,0.113636363636364,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Sufflamen fraenatum","Sufflamen","fraenatum"
"794","Balistidae","Sufflamen fraenatum","oursin sable",269.913043478261,365,190,92,44,2,0.0454545454545455,"Spatangoida",NA,"Spatangoida","Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Sufflamen fraenatum","Sufflamen","fraenatum"
"795","Ostraciidae","Lactoria fornasini","algues",130.714285714286,260,75,7,1,1,1,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Lactoria fornasini","Lactoria","fornasini"
"796","Ostraciidae","Ostracion cubicus","algues",323.055555555556,410,25,18,2,1,0.5,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Ostracion cubicus","Ostracion","cubicus"
"797","Tetraodontidae","Torquigener hypselogeneion","mollusque",88,90,85,5,3,3,1,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Torquigener hypselogeneion","Torquigener","hypselogeneion"
"798","Tetraodontidae","Arothron stellatus","crabes",865.857142857143,9999,50,28,13,5,0.384615384615385,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Arothron stellatus","Arothron","stellatus"
"799","Tetraodontidae","Arothron stellatus","bivalves",865.857142857143,9999,50,28,13,5,0.384615384615385,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Arothron stellatus","Arothron","stellatus"
"800","Tetraodontidae","Arothron hispdus","crabes",920.6,9999,65,15,8,1,0.125,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Arothron hispidus","Arothron","hispidus"
"801","Tetraodontidae","Arothron hispdus","bivalves",920.6,9999,65,15,8,5,0.625,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Arothron hispidus","Arothron","hispidus"
"802","Tetraodontidae","Arothron hispdus","halimeda",920.6,9999,65,15,8,1,0.125,"Halimeda","Halimedaceae","Bryopsidales","Ulvophyceae","Chlorophyta","Plantae","nca","Actinopterygii","Arothron hispidus","Arothron","hispidus"
"803","Tetraodontidae","Arothron hispdus","éponge",920.6,9999,65,15,8,3,0.375,"Porifera",NA,NA,NA,"Porifera","Animalia","nca","Actinopterygii","Arothron hispidus","Arothron","hispidus"
"804","Tetraodontidae","Arothron immaculatus","crabes",149.5,325,40,10,2,1,0.5,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Arothron immaculatus","Arothron","immaculatus"
"805","Tetraodontidae","Arothron immaculatus","coraux libres",149.5,325,40,10,2,1,0.5,"Scleractinia",NA,"Scleractinia","Anthozoa","Cnidaria","Animalia","nca","Actinopterygii","Arothron immaculatus","Arothron","immaculatus"
"806","Tetraodontidae","Arothron manilensis","coraux libres",144.473684210526,330,35,38,9,2,0.222222222222222,"Scleractinia",NA,"Scleractinia","Anthozoa","Cnidaria","Animalia","nca","Actinopterygii","Arothron manilensis","Arothron","manilensis"
"807","Tetraodontidae","Arothron manilensis","gastéropodes",144.473684210526,330,35,38,9,2,0.222222222222222,"Gastropoda",NA,NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Arothron manilensis","Arothron","manilensis"
"808","Tetraodontidae","Arothron manilensis","bivalves",144.473684210526,330,35,38,9,4,0.444444444444444,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Arothron manilensis","Arothron","manilensis"
"809","Tetraodontidae","Arothron manilensis","crabes",144.473684210526,330,35,38,9,2,0.222222222222222,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Arothron manilensis","Arothron","manilensis"
"810","Tetraodontidae","Arothron manilensis","mollusque",144.473684210526,330,35,38,9,1,0.111111111111111,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Arothron manilensis","Arothron","manilensis"
"811","Tetraodontidae","Arothron mappa","éponge",275,460,90,2,1,1,1,"Porifera",NA,NA,NA,"Porifera","Animalia","nca","Actinopterygii","Arothron mappa","Arothron","mappa"
"812","Tetraodontidae","Arothron stellatus","oursin roche",865.857142857143,9999,50,28,13,1,0.0769230769230769,"Echinoidea",NA,NA,"Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Arothron stellatus","Arothron","stellatus"
"813","Tetraodontidae","Arothron stellatus","strombes",865.857142857143,9999,50,28,13,2,0.153846153846154,"Strombidae","Strombidae","Littorinimorpha","Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Arothron stellatus","Arothron","stellatus"
"814","Tetraodontidae","Arothron stellatus","oursin sable",865.857142857143,9999,50,28,13,1,0.0769230769230769,"Spatangoida",NA,"Spatangoida","Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Arothron stellatus","Arothron","stellatus"
"815","Tetraodontidae","Arothron stellatus","dollar sable",865.857142857143,9999,50,28,13,1,0.0769230769230769,"Clypeasteroida",NA,"Clypeasteroida","Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Arothron stellatus","Arothron","stellatus"
"816","Tetraodontidae","Lagocephalus sceleratus","crabes",313.75,715,90,68,26,13,0.5,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Lagocephalus sceleratus","Lagocephalus","sceleratus"
"817","Tetraodontidae","Lagocephalus sceleratus","oursin roche",313.75,715,90,68,26,1,0.0384615384615385,"Echinoidea",NA,NA,"Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Lagocephalus sceleratus","Lagocephalus","sceleratus"
"818","Tetraodontidae","Lagocephalus sceleratus","crustacé",313.75,715,90,68,26,2,0.0769230769230769,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Lagocephalus sceleratus","Lagocephalus","sceleratus"
"819","Tetraodontidae","Lagocephalus sceleratus","crevettes",313.75,715,90,68,26,3,0.115384615384615,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Lagocephalus sceleratus","Lagocephalus","sceleratus"
"820","Tetraodontidae","Lagocephalus sceleratus","dollar sable",313.75,715,90,68,26,1,0.0384615384615385,"Clypeasteroida",NA,"Clypeasteroida","Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Lagocephalus sceleratus","Lagocephalus","sceleratus"
"821","Tetraodontidae","Lagocephalus sceleratus","Poisson",313.75,715,90,68,26,5,0.192307692307692,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Lagocephalus sceleratus","Lagocephalus","sceleratus"
"822","Tetraodontidae","Lagocephalus sceleratus","oursin sable",313.75,715,90,68,26,2,0.0769230769230769,"Spatangoida",NA,"Spatangoida","Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Lagocephalus sceleratus","Lagocephalus","sceleratus"
"823","Tetraodontidae","Lagocephalus sceleratus","algues",313.75,715,90,68,26,1,0.0384615384615385,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Lagocephalus sceleratus","Lagocephalus","sceleratus"
"824","Diodontidae","Diodon hystrix","gastéropodes",395.227272727273,750,280,22,2,1,0.5,"Gastropoda",NA,NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Diodon hystrix","Diodon","hystrix"
"825","Diodontidae","Diodon hystrix","crabes",395.227272727273,750,280,22,2,1,0.5,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Diodon hystrix","Diodon","hystrix"
"826","Echeneidae","Echeneis naucrates","oursin roche",622.739910313901,880,140,223,36,2,0.0555555555555556,"Echinoidea",NA,NA,"Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Echeneis naucrates","Echeneis","naucrates"
"827","Pomacentridae","Neopomacentrus nemurus","crevettes",56.4814814814815,70,45,54,54,1,0.0185185185185185,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Neopomacentrus nemurus","Neopomacentrus","nemurus"
"828","Acanthuridae","Acanthurus blochii","Algues",160.930555555556,370,25,144,55,38,0.690909090909091,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Acanthurus blochii","Acanthurus","blochii"
"829","Pomacentridae","Pomacentrus adelus","Algues",76.0625,180,48,64,54,13,0.240740740740741,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Pomacentrus adelus","Pomacentrus","adelus"
"830","Pomacentridae","Neopomacentrus nemurus","mollusque",56.4814814814815,70,45,54,54,1,0.0185185185185185,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Neopomacentrus nemurus","Neopomacentrus","nemurus"
"831","Holocentridae","Sargocentron rubrum","crustacé",149.084558823529,230,10,272,80,4,0.05,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Sargocentron rubrum","Sargocentron","rubrum"
"832","Holocentridae","Sargocentron rubrum","mollusque",149.084558823529,230,10,272,80,1,0.0125,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Sargocentron rubrum","Sargocentron","rubrum"
"833","Lethrinidae","Lethrinus rubrioperculatus","Plancton",295.097014925373,395,165,536,397,1,0.00251889168765743,"Plankton",NA,NA,NA,NA,NA,"nca","Actinopterygii","Lethrinus rubrioperculatus","Lethrinus","rubrioperculatus"
"834","Carangidae","Pseudocaranx dentex","crabes",420,590,270,9,4,1,0.25,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Pseudocaranx dentex","Pseudocaranx","dentex"
"835","Lethrinidae","Lethrinus rubrioperculatus","holothurie",295.097014925373,395,165,536,397,1,0.00251889168765743,"Holothuroidea",NA,NA,"Holothuroidea","Echinodermata","Animalia","nca","Actinopterygii","Lethrinus rubrioperculatus","Lethrinus","rubrioperculatus"
"836","Albulidae","Albula sp","polychète",573.538461538462,780,390,26,8,1,0.125,"Polychaeta",NA,NA,"Polychaeta","Annelida","Animalia","nca","Actinopterygii","Albula sp","Albula","sp"
"837","Elopidae","Elops machnata","crevettes",277.285714285714,850,185,70,13,1,0.0769230769230769,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Insecta","Elops machnata","Elops","machnata"
"838","Elopidae","Elops machnata","crevettes",277.285714285714,850,185,70,13,1,0.0769230769230769,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Elops machnata","Elops","machnata"
"839","Belonidae","Tylosurus crocodilus crocodilus","bivalves",519.483870967742,880,295,31,14,1,0.0714285714285714,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Tylosurus crocodilus","Tylosurus","crocodilus"
"840","Holocentridae","Neoniphon argenteus","Poisson",122.017543859649,165,45,57,2,2,1,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Neoniphon argenteus","Neoniphon","argenteus"
"841","Holocentridae","Sargocentron diadema","mollusque",88.4271523178808,150,50,302,4,1,0.25,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Sargocentron diadema","Sargocentron","diadema"
"842","Scorpaenidae","Pterois lunulata","vers",291.25,310,280,4,4,1,0.25,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Pterois lunulata","Pterois","lunulata"
"843","Scorpaenidae","Pterois volitans","crevettes",142.5,170,115,2,1,1,1,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Pterois volitans","Pterois","volitans"
"844","Serranidae","Cephalopholis boenak","crustacé",153.255813953488,305,55,86,5,1,0.2,"Crustacea",NA,NA,NA,"Arthropoda","Animalia","nca","Actinopterygii","Cephalopholis boenak","Cephalopholis","boenak"
"845","Serranidae","Cephalopholis miniata","crevettes",340.8375,455,230,80,21,2,0.0952380952380952,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Cephalopholis miniata","Cephalopholis","miniata"
"846","Serranidae","Epinephelus areolatus","bivalves",290.538812785388,425,60,219,34,1,0.0294117647058824,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Epinephelus areolatus","Epinephelus","areolatus"
"847","Serranidae","Epinephelus cyanopodus","vers",491.842931937173,760,95,191,86,1,0.0116279069767442,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Epinephelus cyanopodus","Epinephelus","cyanopodus"
"848","Serranidae","Epinephelus cyanopodus","mollusque",491.842931937173,760,95,191,86,1,0.0116279069767442,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Epinephelus cyanopodus","Epinephelus","cyanopodus"
"849","Serranidae","Epinephelus macrosplos","mollusque",261.413793103448,410,110,58,23,1,0.0434782608695652,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Epinephelus macrospilos","Epinephelus","macrospilos"
"850","Serranidae","Epinephelus macrosplos","vers",261.413793103448,410,110,58,23,1,0.0434782608695652,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Epinephelus macrospilos","Epinephelus","macrospilos"
"851","Serranidae","Epinephelus maculatus","algues",376.909224011713,605,65,683,421,1,0.00237529691211401,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Epinephelus maculatus","Epinephelus","maculatus"
"852","Serranidae","Epinephelus polyphekadion","gastéropodes",422.028846153846,610,170,312,61,1,0.0163934426229508,"Gastropoda",NA,NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Epinephelus polyphekadion","Epinephelus","polyphekadion"
"853","Sillaginidae","Sillago sihama","polychète",189.479166666667,290,35,288,52,1,0.0192307692307692,"Polychaeta",NA,NA,"Polychaeta","Annelida","Animalia","nca","Actinopterygii","Sillago sihama","Sillago","sihama"
"854","Carangidae","Carangoides dinema","Poisson",572.5,650,500,8,2,1,0.5,"Actinopterygii",NA,NA,"Actinopterygii","Chordata","Animalia","nca","Actinopterygii","Carangoides dinema","Carangoides","dinema"
"855","Carangidae","Carangoides fulvoguttatus","crabes",527.837837837838,810,160,37,13,1,0.0769230769230769,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Carangoides fulvoguttatus","Carangoides","fulvoguttatus"
"856","Carangidae","Carangoides orthogrammus","crabes",371.363636363636,620,280,33,16,1,0.0625,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Carangoides orthogrammus","Carangoides","orthogrammus"
"857","Carangidae","Caranx melampygus","échinoderme",144.310344827586,540,55,29,2,1,0.5,"Echinodermata",NA,NA,NA,"Echinodermata","Animalia","nca","Actinopterygii","Caranx melampygus","Caranx","melampygus"
"858","Carangidae","Caranx papuensis","squilles",257.100591715976,650,65,169,46,1,0.0217391304347826,"Stomatopoda",NA,"Stomatopoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Caranx papuensis","Caranx","papuensis"
"859","Carangidae","Caranx sexfasciatus","céphalopode",442.5,620,95,6,3,1,0.333333333333333,"Cephalopoda",NA,NA,"Cephalopoda","Mollusca","Animalia","nca","Actinopterygii","Caranx sexfasciatus","Caranx","sexfasciatus"
"860","Carangidae","Gnathanodon spciosus","crevettes",207.75,745,40,20,2,1,0.5,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Gnathanodon speciosus","Gnathanodon","speciosus"
"861","Lutjanidae","Aprion virescens","oursin roche",630.923913043478,880,225,92,55,1,0.0181818181818182,"Echinoidea",NA,NA,"Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Aprion virescens","Aprion","virescens"
"862","Lutjanidae","Lutjanus adetii","méduse",297.701421800948,510,185,211,95,1,0.0105263157894737,"Jellyfish",NA,NA,NA,"Cnidaria","Animalia","nca","Actinopterygii","Lutjanus adetii","Lutjanus","adetii"
"863","Lutjanidae","Lutjanus bohar","gastéropodes",447.942028985507,750,40,483,146,1,0.00684931506849315,"Gastropoda",NA,NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Lutjanus bohar","Lutjanus","bohar"
"864","Lutjanidae","Lutjanus bohar","alcyonaires (corail mou)",447.942028985507,750,40,483,146,1,0.00684931506849315,"Alcyonacea",NA,"Alcyonacea","Anthozoa","Cnidaria","Animalia","nca","Actinopterygii","Lutjanus bohar","Lutjanus","bohar"
"865","Lutjanidae","Lutjanus fulviflamma","bivalves",186.018041237113,900,21,776,142,1,0.00704225352112676,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Lutjanus fulviflamma","Lutjanus","fulviflamma"
"866","Lutjanidae","Lutjanus fulvus","annélide",199.507552870091,310,40,331,112,4,0.0357142857142857,"Annelida",NA,NA,NA,"Annelida","Animalia","nca","Actinopterygii","Lutjanus fulvus","Lutjanus","fulvus"
"867","Lutjanidae","Lutjanus gibbus","éponge",277.031936127745,405,155,501,355,1,0.0028169014084507,"Porifera",NA,NA,NA,"Porifera","Animalia","nca","Actinopterygii","Lutjanus gibbus","Lutjanus","gibbus"
"868","Lutjanidae","Lutjanus gibbus","foraminifère",277.031936127745,405,155,501,355,2,0.00563380281690141,"Foraminifera",NA,NA,NA,"Foraminifera",NA,"nca","Actinopterygii","Lutjanus gibbus","Lutjanus","gibbus"
"869","Lutjanidae","Lutjanus gibbus","échinoderme",277.031936127745,405,155,501,355,1,0.0028169014084507,"Echinodermata",NA,NA,NA,"Echinodermata","Animalia","nca","Actinopterygii","Lutjanus gibbus","Lutjanus","gibbus"
"870","Lutjanidae","Lutjanus kasmira","céphalopode",192.022556390977,260,40,133,54,1,0.0185185185185185,"Cephalopoda",NA,NA,"Cephalopoda","Mollusca","Animalia","nca","Actinopterygii","Lutjanus kasmira","Lutjanus","kasmira"
"871","Lutjanidae","Lutjanus rivulatus","crabes",496.111111111111,760,300,9,4,1,0.25,"Crab",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Lutjanus rivulatus","Lutjanus","rivulatus"
"872","Lutjanidae","Lutjanus sebae","crevettes",605.636363636364,770,245,33,18,2,0.111111111111111,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Lutjanus sebae","Lutjanus","sebae"
"873","Lutjanidae","Lutjanus vitta","holothurie",221.918245264207,385,60,1003,167,1,0.00598802395209581,"Holothuroidea",NA,NA,"Holothuroidea","Echinodermata","Animalia","nca","Actinopterygii","Lutjanus vitta","Lutjanus","vitta"
"874","Lutjanidae","Symphorus nematophorus","crevettes",762.071428571429,920,445,28,16,1,0.0625,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Symphorus nematophorus","Symphorus","nematophorus"
"875","Lutjanidae","Symphorus nematophorus","poulpe",762.071428571429,920,445,28,16,1,0.0625,"Octopoda",NA,"Octopoda","Cephalopoda","Mollusca","Animalia","nca","Actinopterygii","Symphorus nematophorus","Symphorus","nematophorus"
"876","Haemulidae","Plectorhinchus gibbosus","crevettes",230.789473684211,380,70,19,8,2,0.25,"Shrimp",NA,"Decapoda","Malacostraca","Arthropoda","Animalia","nca","Actinopterygii","Plectorhinchus gibbosus","Plectorhinchus","gibbosus"
"877","Haemulidae","Plectorhinchus lineatus","mollusque",330.833333333333,440,195,18,3,1,0.333333333333333,"Mollusca",NA,NA,NA,"Mollusca","Animalia","nca","Actinopterygii","Plectorhinchus lineatus","Plectorhinchus","lineatus"
"878","Haemulidae","Plectorhinchus albovittatus","bivalves",360.689655172414,555,175,29,23,3,0.130434782608696,"Bivalvia",NA,NA,"Bivalvia","Mollusca","Animalia","nca","Actinopterygii","Plectorhinchus albovittatus","Plectorhinchus","albovittatus"
"879","Haemulidae","Plectorhinchus albovittatus","oursin roche",360.689655172414,555,175,29,23,1,0.0434782608695652,"Echinoidea",NA,NA,"Echinoidea","Echinodermata","Animalia","nca","Actinopterygii","Plectorhinchus albovittatus","Plectorhinchus","albovittatus"
"880","Haemulidae","Plectorhinchus albovittatus","vers",360.689655172414,555,175,29,23,2,0.0869565217391304,"Worms",NA,NA,NA,NA,"Animalia","nca","Actinopterygii","Plectorhinchus albovittatus","Plectorhinchus","albovittatus"
"881","Haemulidae","Plectorhinchus picus","gastéropodes",465.9375,545,360,16,5,1,0.2,"Gastropoda",NA,NA,"Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Plectorhinchus picus","Plectorhinchus","picus"
"882","Haemulidae","Pomadasys argenteus","nudibranche",221.348017621145,430,40,1135,267,1,0.00374531835205993,"Nudibranchia",NA,"Nudibranchia","Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Pomadasys argenteus","Pomadasys","argenteus"
"883","Haemulidae","Pomadasys argenteus","holothurie",221.348017621145,430,40,1135,267,1,0.00374531835205993,"Holothuroidea",NA,NA,"Holothuroidea","Echinodermata","Animalia","nca","Actinopterygii","Pomadasys argenteus","Pomadasys","argenteus"
"884","Sparidae","Acanthopagrus berda","algues",167.455882352941,360,50,340,117,3,0.0256410256410256,"Algae",NA,NA,NA,NA,"Plantae","nca","Actinopterygii","Acanthopagrus berda","Acanthopagrus","berda"
"885","Sparidae","Acanthopagrus berda","haliotis",167.455882352941,360,50,340,117,1,0.00854700854700855,"Haliotidae","Haliotidae","Lepetellida","Gastropoda","Mollusca","Animalia","nca","Actinopterygii","Acanthopagrus berda","Acanthopagrus","berda"
"886","Lethrinidae","Gymnocranius euanus","échinoderme",357.981751824818,490,100,274,221,1,0.00452488687782805,"Echinodermata",NA,NA,NA,"Echinodermata","Animalia","nca","Actinopterygii","Gymnocranius euanus","Gymnocranius","euanus"
