site,cons_class,cons_fam,cons_sp,cons_size,lev1,lev2,w
vir,Actinopterygii,Sciaenidae,Odontoscion dentex,30,Isopoda,Zooplankton,0.178
vir,Actinopterygii,Mullidae,Pseudupeneus maculatus,30,Isopoda,Zooplankton,0.019
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,30,Isopoda,Zooplankton,0.33
mad,Actinopterygii,Balistidae,Rhinecanthus aculeatus,30,Isopoda,Zooplankton,0.64
mari,Actinopterygii,Balistidae,Rhinecanthus aculeatus,30,Isopoda,Zooplankton,0.33
haw,Actinopterygii,Balistidae,Rhinecanthus rectangulus,30,Isopoda,Zooplankton,0.333333333
mari,Actinopterygii,Balistidae,Rhinecanthus rectangulus,30,Isopoda,Zooplankton,0.37
jap,Actinopterygii,Siganidae,Siganus virgatus,30,Isopoda,Zooplankton,0.04
vir,Actinopterygii,Tetraodontidae,Sphoeroides spengleri,30,Isopoda,Zooplankton,0.011
haw,Actinopterygii,Labridae,Thalassoma trilobatum,30,Isopoda,Zooplankton,0.071428571
haw,Actinopterygii,Labridae,Anampses cuvier,31,Isopoda,Zooplankton,0.25
mad,Actinopterygii,Tetraodontidae,Canthigaster margaritata,31.2,Isopoda,Zooplankton,0.52
mad,Actinopterygii,Serranidae,Epinephelus merra,32,Isopoda,Zooplankton,0.1
mad,Actinopterygii,Holocentridae,Neoniphon sammara,32,Isopoda,Zooplankton,1.32
vir,Actinopterygii,Holocentridae,Holocentrus rufus,35,Isopoda,Zooplankton,0.015
mad,Actinopterygii,Lutjanidae,Lutjanus fulviflamma,35,Isopoda,Zooplankton,0.17
jap,Actinopterygii,Mullidae,Parupeneus trifasciatus,35,Isopoda,Zooplankton,0.24
jap,Actinopterygii,Labridae,Hemigymnus melapterus,37,Isopoda,Zooplankton,0.43
vir,Actinopterygii,Diodontidae,Chilomycterus antennatus,38,Isopoda,Zooplankton,0.206
mad,Actinopterygii,Scorpaenidae,Pterois volitans,38,Isopoda,Zooplankton,0.13
vir,Actinopterygii,Labridae,Xyrichtys novacula,38,Isopoda,Zooplankton,0.031
mad,Actinopterygii,Bothidae,Bothus pantherinus,39,Isopoda,Zooplankton,0.21
vir,Actinopterygii,Labridae,Bodianus rufus,40,Isopoda,Zooplankton,0.007
mad,Actinopterygii,Mullidae,Parupeneus macronemus,40,Isopoda,Zooplankton,0.57
jap,Actinopterygii,Haemulidae,Plectorhinchus diagrammus,40,Isopoda,Zooplankton,0.17
vir,Actinopterygii,Haemulidae,Anisotremus virginicus,40.6,Isopoda,Zooplankton,0.082
vir,Actinopterygii,Haemulidae,Haemulon parra,41.2,Isopoda,Zooplankton,0.005
haw,Actinopterygii,Mullidae,Mulloidichthys flavolineatus,43,Isopoda,Zooplankton,0.230769231
vir,Actinopterygii,Mullidae,Mulloidichthys martinicus,44.8,Isopoda,Zooplankton,0.057
mad,Actinopterygii,Labridae,Cheilinus trilobatus,45,Isopoda,Zooplankton,0.04
mari,Actinopterygii,Ostraciidae,Ostracion cubicus,45,Isopoda,Zooplankton,0.16
jap,Actinopterygii,Labridae,Thalassoma lunare,45,Isopoda,Zooplankton,0.07
vir,Actinopterygii,Haemulidae,Haemulon sciurus,46,Isopoda,Zooplankton,0.014
mad,Actinopterygii,Tetraodontidae,Arothron hispidus,50,Isopoda,Zooplankton,0.22
mad,Actinopterygii,Labridae,Cheilio inermis,50,Isopoda,Zooplankton,0.11
mad,Actinopterygii,Lethrinidae,Lethrinus harak,50,Isopoda,Zooplankton,0.05
mad,Actinopterygii,Lutjanidae,Lutjanus gibbus,50,Isopoda,Zooplankton,1.21
jap,Actinopterygii,Mullidae,Parupeneus spilurus,50,Isopoda,Zooplankton,0.39
mad,Actinopterygii,Haemulidae,Plectorhinchus gaterinus,50,Isopoda,Zooplankton,1.25
vir,Actinopterygii,Priacanthidae,Priacanthus arenatus,50,Isopoda,Zooplankton,0.016
vir,Actinopterygii,Carangidae,Trachinotus goodei,50,Isopoda,Zooplankton,0.017
mari,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,50.7,Isopoda,Zooplankton,0.07
vir,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,50.7,Isopoda,Zooplankton,0.049
mad,Actinopterygii,Serranidae,Epinephelus longispinis,55,Isopoda,Zooplankton,0.16
mad,Actinopterygii,Holocentridae,Myripristis murdjan,60,Isopoda,Zooplankton,1.2
mad,Actinopterygii,Mullidae,Parupeneus barberinus,60,Isopoda,Zooplankton,0.22
mari,Actinopterygii,Mullidae,Parupeneus barberinus,60,Isopoda,Zooplankton,0.25
mari,Actinopterygii,Carangidae,Trachinotus baillonii,60,Isopoda,Zooplankton,0.2
vir,Actinopterygii,Holocentridae,Holocentrus adscensionis,61,Isopoda,Zooplankton,0.006
jap,Actinopterygii,Diodontidae,Diodon liturosus,65,Isopoda,Zooplankton,0.33
mad,Actinopterygii,Muraenidae,Echidna polyzona,72.3,Isopoda,Zooplankton,0.1
vir,Actinopterygii,Haemulidae,Anisotremus surinamensis,76,Isopoda,Zooplankton,5e-04
vir,Actinopterygii,Echeneidae,Remora remora,86.4,Isopoda,Zooplankton,0.2
mad,Actinopterygii,Lutjanidae,Lutjanus johnii,97,Isopoda,Zooplankton,0.17
vir,Actinopterygii,Carangidae,Caranx latus,101,Isopoda,Zooplankton,0.007
vir,Actinopterygii,Echeneidae,Echeneis naucrates,110,Isopoda,Zooplankton,0.2
vir,Actinopterygii,Serranidae,Epinephelus striatus,122,Isopoda,Zooplankton,0.002
mad,Actinopterygii,Congridae,Conger cinereus,140,Isopoda,Zooplankton,0.07
vir,Actinopterygii,Haemulidae,Anisotremus virginicus,40.6,Leptostraca,Zooplankton,0.005
mari,Actinopterygii,Mullidae,Parupeneus barberinus,60,Leptostraca,Zooplankton,0.08
nca,Actinopterygii,Lethrinidae,Gymnocranius sp,43.6,Medusozoa,Zooplankton,0.012658228
nca,Actinopterygii,Lethrinidae,Gymnocranius euanus,45,Medusozoa,Zooplankton,0.009049774
nca,Actinopterygii,Lethrinidae,Lethrinus rubrioperculatus,50,Medusozoa,Zooplankton,0.005037783
nca,Actinopterygii,Lutjanidae,Lutjanus adetii,50,Medusozoa,Zooplankton,0.010526316
nca,Actinopterygii,Lutjanidae,Lutjanus gibbus,50,Medusozoa,Zooplankton,0.011267606
nca,Actinopterygii,Lutjanidae,Lutjanus bohar,90,Medusozoa,Zooplankton,0.01369863
nca,Actinopterygii,Lutjanidae,Aprion virescens,112,Medusozoa,Zooplankton,0.036363636
jap,Actinopterygii,Gobiidae,Asterropteryx semipunctata,6.5,Mysida,Zooplankton,0.11
haw,Actinopterygii,Atherinidae,Atherinomorus insularum,9.8,Mysida,Zooplankton,0.416666667
vir,Actinopterygii,Chaetodontidae,Prognathodes aculeatus,10,Mysida,Zooplankton,0.047
jap,Actinopterygii,Apogonidae,Nectamia fusca,11.2,Mysida,Zooplankton,0.05
mari,Actinopterygii,Pomacentridae,Chromis atripectoralis,12,Mysida,Zooplankton,0.61
mari,Actinopterygii,Pomacentridae,Plectroglyphidodon leucozonus,12,Mysida,Zooplankton,0.17
vir,Actinopterygii,Pomacentridae,Stegastes fuscus,12.6,Mysida,Zooplankton,0.011
haw,Actinopterygii,Chaetodontidae,Chaetodon miliaris,13,Mysida,Zooplankton,0.142857143
vir,Actinopterygii,Serranidae,Hypoplectrus aberrans,13,Mysida,Zooplankton,0.006
vir,Actinopterygii,Opistognathidae,Opistognathus maxillosus,13,Mysida,Zooplankton,0.054
mari,Actinopterygii,Labridae,Labroides dimidiatus,14,Mysida,Zooplankton,0.2
haw,Actinopterygii,Chaetodontidae,Chaetodon kleinii,15,Mysida,Zooplankton,0.181818182
vir,Actinopterygii,Serranidae,Hypoplectrus nigricans,15.24,Mysida,Zooplankton,0.059
vir,Actinopterygii,Serranidae,Hypoplectrus puella,15.24,Mysida,Zooplankton,0.089
haw,Actinopterygii,Apogonidae,Pristiapogon kallopterus,15.5,Mysida,Zooplankton,0.083333333
haw,Actinopterygii,Pomacentridae,Chromis verater,16,Mysida,Zooplankton,0.2
haw,Actinopterygii,Holocentridae,Sargocentron diadema,17,Mysida,Zooplankton,0.076923077
haw,Actinopterygii,Holocentridae,Sargocentron xantherythrum,17,Mysida,Zooplankton,0.058823529
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys thompsoni,18,Mysida,Zooplankton,0.166666667
haw,Actinopterygii,Apogonidae,Pristiapogon taeniopterus,19.6,Mysida,Zooplankton,0.096774194
vir,Actinopterygii,Holocentridae,Myripristis jacobus,25,Mysida,Zooplankton,0.112
haw,Actinopterygii,Holocentridae,Myripristis kuntee,26,Mysida,Zooplankton,0.318181818
haw,Actinopterygii,Holocentridae,Myripristis amaena,26.5,Mysida,Zooplankton,0.285714286
vir,Actinopterygii,Serranidae,Paranthias furcifer,30,Mysida,Zooplankton,0.023
vir,Actinopterygii,Holocentridae,Holocentrus rufus,35,Mysida,Zooplankton,0.014
jap,Actinopterygii,Mullidae,Parupeneus trifasciatus,35,Mysida,Zooplankton,0.08
jap,Actinopterygii,Labridae,Hemigymnus melapterus,37,Mysida,Zooplankton,0.14
mari,Actinopterygii,Hemiramphidae,Hyporhamphus dussumieri,38,Mysida,Zooplankton,0.15
vir,Actinopterygii,Clupeidae,Opisthonema oglinum,38,Mysida,Zooplankton,0.055
jap,Actinopterygii,Mullidae,Parupeneus spilurus,50,Mysida,Zooplankton,0.04
haw,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,50.7,Mysida,Zooplankton,0.047619048
vir,Actinopterygii,Priacanthidae,Heteropriacanthus cruentatus,50.7,Mysida,Zooplankton,0.078
haw,Actinopterygii,Holocentridae,Myripristis murdjan,60,Mysida,Zooplankton,0.176470588
vir,Actinopterygii,Carangidae,Caranx ruber,73,Mysida,Zooplankton,0.022
vir,Actinopterygii,Lutjanidae,Ocyurus chrysurus,86.3,Mysida,Zooplankton,0.029
haw,Actinopterygii,Ophidiidae,Brotula multibarbata,100,Mysida,Zooplankton,0.25
haw,Actinopterygii,Carangidae,Caranx melampygus,117,Mysida,Zooplankton,0.2
mad,Actinopterygii,Gobiidae,Eviota prasina,3.1,Ostracoda,Zooplankton,0.07
mad,Actinopterygii,Tripterygiidae,Enneapterygius hemimelas,4.8,Ostracoda,Zooplankton,0.16
haw,Actinopterygii,Pomacentridae,Chromis vanderbilti,6,Ostracoda,Zooplankton,0.083333333
mad,Actinopterygii,Gobiidae,Gnatholepis cauerensis,6,Ostracoda,Zooplankton,0.53
jap,Actinopterygii,Blenniidae,Meiacanthus kamoharai,6,Ostracoda,Zooplankton,0.09
mad,Actinopterygii,Blenniidae,Salarias sinuosus,6,Ostracoda,Zooplankton,0.19
jap,Actinopterygii,Gobiidae,Asterropteryx semipunctata,6.5,Ostracoda,Zooplankton,0.56
mad,Actinopterygii,Gobiidae,Asterropteryx semipunctata,6.5,Ostracoda,Zooplankton,0.32
mari,Actinopterygii,Clupeidae,Spratelloides delicatulus,7,Ostracoda,Zooplankton,0.5
jap,Actinopterygii,Pseudochromidae,Pseudochromis tapeinosoma,7.4,Ostracoda,Zooplankton,0.2
mad,Actinopterygii,Pomacentridae,Pomacentrus tripunctatus,7.5,Ostracoda,Zooplankton,0.1
mad,Actinopterygii,Gobiidae,Istigobius spence,7.9,Ostracoda,Zooplankton,0.25
mad,Actinopterygii,Pomacentridae,Chrysiptera brownriggii,8,Ostracoda,Zooplankton,0.02
vir,Actinopterygii,Gobiidae,Coryphopterus glaucofraenum,8,Ostracoda,Zooplankton,0.12
mad,Actinopterygii,Apogonidae,Ostorhinchus cyanosoma,8,Ostracoda,Zooplankton,0.11
vir,Actinopterygii,Gobiidae,Gnatholepis thompsoni,8.2,Ostracoda,Zooplankton,0.02
mari,Actinopterygii,Gobiidae,Gnatholepis anjerensis,8.4,Ostracoda,Zooplankton,0.2
jap,Actinopterygii,Pomacentridae,Chrysiptera cyanea,8.5,Ostracoda,Zooplankton,0.04
mad,Actinopterygii,Blenniidae,Petroscirtes mitratus,8.5,Ostracoda,Zooplankton,0.18
mari,Actinopterygii,Pomacentridae,Pomacentrus pavo,8.5,Ostracoda,Zooplankton,0.1
mad,Actinopterygii,Gobiidae,Vanderhorstia ornatissima,8.5,Ostracoda,Zooplankton,0.04
mad,Actinopterygii,Blenniidae,Cirripectes variolosus,8.9,Ostracoda,Zooplankton,0.1
mari,Actinopterygii,Blenniidae,Cirripectes variolosus,8.9,Ostracoda,Zooplankton,0.22
jap,Actinopterygii,Callionymidae,Neosynchiropus ocellatus,8.9,Ostracoda,Zooplankton,0.5
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,9,Ostracoda,Zooplankton,0.166666667
mad,Actinopterygii,Pomacentridae,Chromis dimidiata,9,Ostracoda,Zooplankton,0.25
mad,Actinopterygii,Pomacentridae,Dascyllus aruanus,10,Ostracoda,Zooplankton,0.31
mari,Actinopterygii,Pomacentridae,Dascyllus aruanus,10,Ostracoda,Zooplankton,0.09
mad,Actinopterygii,Apogonidae,Nectamia savayensis,10,Ostracoda,Zooplankton,0.21
mad,Actinopterygii,Gobiidae,Oplopomus oplopomus,10,Ostracoda,Zooplankton,0.59
jap,Actinopterygii,Pomacentridae,Plectroglyphidodon lacrymatus,10,Ostracoda,Zooplankton,0.08
mad,Actinopterygii,Pomacentridae,Plectroglyphidodon lacrymatus,10,Ostracoda,Zooplankton,0.05
mad,Actinopterygii,Pomacentridae,Pomacentrus caeruleus,10,Ostracoda,Zooplankton,0.07
mari,Actinopterygii,Labridae,Pseudocheilinus hexataenia,10,Ostracoda,Zooplankton,0.11
mad,Actinopterygii,Apogonidae,Taeniamia fucata,10,Ostracoda,Zooplankton,0.03
mad,Actinopterygii,Pomacentridae,Chromis ternatensis,10.5,Ostracoda,Zooplankton,0.55
mari,Actinopterygii,Pomacentridae,Chromis ternatensis,10.5,Ostracoda,Zooplankton,0.2
mari,Actinopterygii,Gobiidae,Istigobius ornatus,11,Ostracoda,Zooplankton,0.53
mad,Actinopterygii,Apogonidae,Ostorhinchus angustatus,11,Ostracoda,Zooplankton,0.07
mad,Actinopterygii,Pomacentridae,Plectroglyphidodon dickii,11,Ostracoda,Zooplankton,0.03
mad,Actinopterygii,Pomacentridae,Pomacentrus sulfureus,11,Ostracoda,Zooplankton,1.44
jap,Actinopterygii,Apogonidae,Nectamia fusca,11.2,Ostracoda,Zooplankton,0.09
jap,Actinopterygii,Pomacentridae,Chrysiptera glauca,11.5,Ostracoda,Zooplankton,0.17
mari,Actinopterygii,Syngnathidae,Corythoichthys flavofasciatus,12,Ostracoda,Zooplankton,0.33
mari,Actinopterygii,Bythitidae,Dinematichthys iluocoeteoides,12,Ostracoda,Zooplankton,0.08
mad,Actinopterygii,Callionymidae,Diplogrammus infulatus,12,Ostracoda,Zooplankton,0.08
mad,Actinopterygii,Labridae,Halichoeres timorensis,12,Ostracoda,Zooplankton,0.03
mad,Actinopterygii,Blenniidae,Plagiotremus rhinorhynchos,12,Ostracoda,Zooplankton,0.09
mari,Actinopterygii,Blenniidae,Blenniella paula,12.5,Ostracoda,Zooplankton,0.28
mad,Actinopterygii,Pomacentridae,Chrysiptera biocellata,12.5,Ostracoda,Zooplankton,0.02
haw,Actinopterygii,Chaetodontidae,Chaetodon miliaris,13,Ostracoda,Zooplankton,0.142857143
mari,Actinopterygii,Labridae,Stethojulis sp,13.153,Ostracoda,Zooplankton,0.45
mad,Actinopterygii,Pomacentridae,Chromis weberi,13.5,Ostracoda,Zooplankton,0.16
mad,Actinopterygii,Pomacentridae,Dascyllus trimaculatus,14,Ostracoda,Zooplankton,0.21
mad,Actinopterygii,Apogonidae,Ostorhinchus endekataenia,14,Ostracoda,Zooplankton,0.025
mad,Actinopterygii,Blenniidae,Salarias fasciatus,14,Ostracoda,Zooplankton,0.09
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,14,Ostracoda,Zooplankton,0.06
mari,Actinopterygii,Gobiidae,Valenciennea sexguttata,14,Ostracoda,Zooplankton,0.88
jap,Actinopterygii,Blenniidae,Atrosalarias holomelas,14.5,Ostracoda,Zooplankton,0.04
mad,Actinopterygii,Blenniidae,Blenniella periophthalmus,15,Ostracoda,Zooplankton,0.18
haw,Actinopterygii,Chaetodontidae,Chaetodon kleinii,15,Ostracoda,Zooplankton,0.272727273
vir,Actinopterygii,Pomacentridae,Chromis cyanea,15,Ostracoda,Zooplankton,0.003
mad,Actinopterygii,Labridae,Oxycheilinus bimaculatus,15,Ostracoda,Zooplankton,0.02
mad,Actinopterygii,Labridae,Stethojulis balteata,15,Ostracoda,Zooplankton,0.03
mari,Actinopterygii,Labridae,Stethojulis balteata,15,Ostracoda,Zooplankton,0.19
jap,Actinopterygii,Labridae,Stethojulis bandanensis,15,Ostracoda,Zooplankton,0.35
jap,Actinopterygii,Labridae,Stethojulis strigiventer,15,Ostracoda,Zooplankton,0.34
mad,Actinopterygii,Labridae,Stethojulis strigiventer,15,Ostracoda,Zooplankton,0.37
jap,Actinopterygii,Labridae,Stethojulis trilineata,15,Ostracoda,Zooplankton,0.44
mari,Actinopterygii,Apogonidae,Pristiapogon kallopterus,15.5,Ostracoda,Zooplankton,0.11
mad,Actinopterygii,Pomacentridae,Abudefduf sparoides,16,Ostracoda,Zooplankton,0.53
mad,Actinopterygii,Syngnathidae,Corythoichthys intestinalis,16,Ostracoda,Zooplankton,0.19
mad,Actinopterygii,Syngnathidae,Hippichthys cyanospilos,16,Ostracoda,Zooplankton,0.05
mad,Actinopterygii,Blenniidae,Istiblennius edentulus,16,Ostracoda,Zooplankton,0.07
mad,Actinopterygii,Monacanthidae,Pervagor melanocephalus,16,Ostracoda,Zooplankton,0.37
mad,Actinopterygii,Holocentridae,Sargocentron diadema,17,Ostracoda,Zooplankton,0.08
jap,Actinopterygii,Gobiidae,Amblygobius albimaculatus,18,Ostracoda,Zooplankton,0.58
mad,Actinopterygii,Gobiidae,Amblygobius sphynx,18,Ostracoda,Zooplankton,0.27
vir,Actinopterygii,Labridae,Halichoeres maculipinna,18,Ostracoda,Zooplankton,0.059
jap,Actinopterygii,Labridae,Halichoeres marginatus,18,Ostracoda,Zooplankton,0.54
haw,Actinopterygii,Labridae,Halichoeres ornatissimus,18,Ostracoda,Zooplankton,0.076923077
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,18,Ostracoda,Zooplankton,0.1
jap,Actinopterygii,Pomacentridae,Neoglyphidodon melas,18,Ostracoda,Zooplankton,0.07
haw,Actinopterygii,Monacanthidae,Pervagor spilosoma,18,Ostracoda,Zooplankton,0.166666667
jap,Actinopterygii,Gobiidae,Valenciennea longipinnis,18,Ostracoda,Zooplankton,0.82
mari,Actinopterygii,Gobiidae,Valenciennea strigata,18,Ostracoda,Zooplankton,0.66
mad,Actinopterygii,Pomacentridae,Abudefduf sexfasciatus,19,Ostracoda,Zooplankton,0.24
jap,Actinopterygii,Syngnathidae,Corythoichthys haematopterus,19.8,Ostracoda,Zooplankton,0.22
vir,Actinopterygii,Pomacentridae,Chromis multilineata,20,Ostracoda,Zooplankton,0.002
mad,Actinopterygii,Labridae,Halichoeres scapularis,20,Ostracoda,Zooplankton,0.05
vir,Actinopterygii,Pomacentridae,Microspathodon chrysurus,21,Ostracoda,Zooplankton,0.002
mad,Actinopterygii,Pempheridae,Pempheris oualensis,22,Ostracoda,Zooplankton,0.19
mari,Actinopterygii,Chaetodontidae,Chaetodon auriga,23,Ostracoda,Zooplankton,0.03
mari,Actinopterygii,Clupeidae,Herklotsichthys quadrimaculatus,25,Ostracoda,Zooplankton,0.5
vir,Actinopterygii,Holocentridae,Myripristis jacobus,25,Ostracoda,Zooplankton,0.003
mad,Actinopterygii,Ostraciidae,Ostracion meleagris,25,Ostracoda,Zooplankton,0.5
jap,Actinopterygii,Nemipteridae,Scolopsis lineata,25,Ostracoda,Zooplankton,0.18
haw,Actinopterygii,Balistidae,Sufflamen bursa,25,Ostracoda,Zooplankton,0.444444444
haw,Actinopterygii,Balistidae,Xanthichthys ringens,25,Ostracoda,Zooplankton,0.444444444
jap,Actinopterygii,Acanthuridae,Ctenochaetus striatus,26,Ostracoda,Zooplankton,0.1
haw,Actinopterygii,Holocentridae,Myripristis kuntee,26,Ostracoda,Zooplankton,0.090909091
vir,Actinopterygii,Sciaenidae,Equetus punctatus,27,Ostracoda,Zooplankton,0.003
haw,Actinopterygii,Mullidae,Parupeneus forsskali,28,Ostracoda,Zooplankton,0.2
vir,Actinopterygii,Labridae,Clepticus parrae,30,Ostracoda,Zooplankton,0.015
vir,Actinopterygii,Carangidae,Decapterus punctatus,30,Ostracoda,Zooplankton,0.085
jap,Actinopterygii,Lethrinidae,Gnathodentex aureolineatus,30,Ostracoda,Zooplankton,0.11
jap,Actinopterygii,Labridae,Hemigymnus fasciatus,30,Ostracoda,Zooplankton,0.6
vir,Actinopterygii,Mullidae,Pseudupeneus maculatus,30,Ostracoda,Zooplankton,0.004
jap,Actinopterygii,Balistidae,Rhinecanthus aculeatus,30,Ostracoda,Zooplankton,0.44
jap,Actinopterygii,Siganidae,Siganus virgatus,30,Ostracoda,Zooplankton,0.04
vir,Actinopterygii,Holocentridae,Holocentrus rufus,35,Ostracoda,Zooplankton,0.012
mad,Actinopterygii,Lutjanidae,Lutjanus fulviflamma,35,Ostracoda,Zooplankton,0.03
haw,Actinopterygii,Mullidae,Parupeneus multifasciatus,35,Ostracoda,Zooplankton,0.055555556
mari,Actinopterygii,Mullidae,Parupeneus trifasciatus,35,Ostracoda,Zooplankton,0.08
jap,Actinopterygii,Labridae,Hemigymnus melapterus,37,Ostracoda,Zooplankton,0.43
vir,Actinopterygii,Clupeidae,Opisthonema oglinum,38,Ostracoda,Zooplankton,0.005
mad,Actinopterygii,Mullidae,Parupeneus macronemus,40,Ostracoda,Zooplankton,0.28
vir,Actinopterygii,Haemulidae,Anisotremus virginicus,40.6,Ostracoda,Zooplankton,0.009
vir,Actinopterygii,Mullidae,Mulloidichthys martinicus,44.8,Ostracoda,Zooplankton,0.016
vir,Actinopterygii,Haemulidae,Haemulon sciurus,46,Ostracoda,Zooplankton,0.006
vir,Actinopterygii,Ostraciidae,Lactophrys triqueter,47,Ostracoda,Zooplankton,0.002
mad,Actinopterygii,Lutjanidae,Lutjanus gibbus,50,Ostracoda,Zooplankton,0.49
haw,Actinopterygii,Balistidae,Melichthys niger,50,Ostracoda,Zooplankton,0.142857143
jap,Actinopterygii,Mullidae,Parupeneus spilurus,50,Ostracoda,Zooplankton,0.04
vir,Actinopterygii,Congridae,Heteroconger longissimus,51,Ostracoda,Zooplankton,0.038
haw,Actinopterygii,Holocentridae,Myripristis murdjan,60,Ostracoda,Zooplankton,0.058823529
mad,Actinopterygii,Holocentridae,Myripristis murdjan,60,Ostracoda,Zooplankton,0.44
jap,Actinopterygii,Mullidae,Parupeneus barberinus,60,Ostracoda,Zooplankton,0.18
mad,Actinopterygii,Mullidae,Parupeneus barberinus,60,Ostracoda,Zooplankton,0.07
mari,Actinopterygii,Mullidae,Parupeneus barberinus,60,Ostracoda,Zooplankton,0.25
vir,Actinopterygii,Haemulidae,Anisotremus surinamensis,76,Ostracoda,Zooplankton,0.0025
mari,Actinopterygii,Pomacentridae,Plectroglyphidodon leucozonus,12,Pteropoda,Zooplankton,0.17
vir,Actinopterygii,Clupeidae,Harengula clupeola,18,Pteropoda,Zooplankton,0.05
vir,Actinopterygii,Pomacentridae,Chromis multilineata,20,Pteropoda,Zooplankton,0.016
haw,Actinopterygii,Balistidae,Xanthichthys ringens,25,Pteropoda,Zooplankton,0.222222222
vir,Actinopterygii,Labridae,Clepticus parrae,30,Pteropoda,Zooplankton,0.192
vir,Actinopterygii,Carangidae,Decapterus punctatus,30,Pteropoda,Zooplankton,0.06
vir,Actinopterygii,Clupeidae,Opisthonema oglinum,38,Pteropoda,Zooplankton,0.003
vir,Actinopterygii,Hemiramphidae,Hemiramphus balao,40,Pteropoda,Zooplankton,0.314
vir,Actinopterygii,Balistidae,Melichthys niger,50,Pteropoda,Zooplankton,0.055
vir,Actinopterygii,Congridae,Heteroconger longissimus,51,Pteropoda,Zooplankton,0.045
vir,Actinopterygii,Balistidae,Canthidermis sufflamen,65,Pteropoda,Zooplankton,0.212
vir,Actinopterygii,Carangidae,Caranx crysos,70,Pteropoda,Zooplankton,0.012
vir,Actinopterygii,Lutjanidae,Ocyurus chrysurus,86.3,Pteropoda,Zooplankton,0.051
vir,Actinopterygii,Carangidae,Caranx latus,101,Pteropoda,Zooplankton,0.084
mad,Actinopterygii,Gobiidae,Eviota prasina,3.1,Tanaidacea,Zooplankton,0.28
mad,Actinopterygii,Tripterygiidae,Enneapterygius hemimelas,4.8,Tanaidacea,Zooplankton,0.58
mad,Actinopterygii,Gobiidae,Gnatholepis cauerensis,6,Tanaidacea,Zooplankton,0.13
jap,Actinopterygii,Blenniidae,Meiacanthus kamoharai,6,Tanaidacea,Zooplankton,0.09
mad,Actinopterygii,Blenniidae,Salarias sinuosus,6,Tanaidacea,Zooplankton,0.03
mad,Actinopterygii,Blenniidae,Antennablennius velifer,6.5,Tanaidacea,Zooplankton,0.04
jap,Actinopterygii,Gobiidae,Asterropteryx semipunctata,6.5,Tanaidacea,Zooplankton,0.56
jap,Actinopterygii,Gobiidae,Callogobius hasseltii,7.3,Tanaidacea,Zooplankton,0.2
jap,Actinopterygii,Gobiidae,Fusigobius neophytus,7.5,Tanaidacea,Zooplankton,0.25
mad,Actinopterygii,Gobiidae,Istigobius spence,7.9,Tanaidacea,Zooplankton,0.35
jap,Actinopterygii,Apogonidae,Ostorhinchus cyanosoma,8,Tanaidacea,Zooplankton,0.2
jap,Actinopterygii,Pomacentridae,Chrysiptera cyanea,8.5,Tanaidacea,Zooplankton,0.22
mad,Actinopterygii,Blenniidae,Petroscirtes mitratus,8.5,Tanaidacea,Zooplankton,0.11
mad,Actinopterygii,Blenniidae,Cirripectes variolosus,8.9,Tanaidacea,Zooplankton,0.2
jap,Actinopterygii,Callionymidae,Neosynchiropus ocellatus,8.9,Tanaidacea,Zooplankton,1
