site,cons_class,cons_fam,cons_sp,cons_size,lev1,lev2,w
nca,Actinopterygii,Serranidae,Cephalopholis sonnerati,57,Actinopterygii,Actinopterygii,0.166666667
nca,Actinopterygii,Balistidae,Abalistes stellaris,60,Actinopterygii,Actinopterygii,0.1
vir,Actinopterygii,Balistidae,Balistes vetula,60,Actinopterygii,Actinopterygii,0.002
haw,Actinopterygii,Serranidae,Cephalopholis argus,60,Actinopterygii,Actinopterygii,1.75
mad,Actinopterygii,Serranidae,Cephalopholis argus,60,Actinopterygii,Actinopterygii,1.82
mari,Actinopterygii,Serranidae,Cephalopholis argus,60,Actinopterygii,Actinopterygii,0.44
nca,Actinopterygii,Serranidae,Cephalopholis argus,60,Actinopterygii,Actinopterygii,0.666666667
mad,Actinopterygii,Ophichthidae,Echelus uropterus,60,Actinopterygii,Actinopterygii,0.4
haw,Actinopterygii,Holocentridae,Myripristis murdjan,60,Actinopterygii,Actinopterygii,0.117647059
mad,Actinopterygii,Holocentridae,Myripristis murdjan,60,Actinopterygii,Actinopterygii,0.74
nca,Actinopterygii,Carangidae,Scomberoides tol,60,Actinopterygii,Actinopterygii,0.866666667
mari,Actinopterygii,Carangidae,Trachinotus baillonii,60,Actinopterygii,Actinopterygii,1.2
nca,Actinopterygii,Serranidae,Epinephelus maculatus,60.5,Actinopterygii,Actinopterygii,0.109263658
vir,Actinopterygii,Serranidae,Epinephelus adscensionis,61,Actinopterygii,Actinopterygii,0.201
vir,Actinopterygii,Sphyraenidae,Sphyraena picudilla,61,Actinopterygii,Actinopterygii,0.821
vir,Actinopterygii,Belonidae,Strongylura timucu,61,Actinopterygii,Actinopterygii,0.96
nca,Actinopterygii,Carangidae,Carangoides sp,61.298,Actinopterygii,Actinopterygii,0.666666667
mari,Actinopterygii,Serranidae,Anyperodon leucogrammicus,65,Actinopterygii,Actinopterygii,0.66
nca,Actinopterygii,Serranidae,Anyperodon leucogrammicus,65,Actinopterygii,Actinopterygii,1
jap,Actinopterygii,Diodontidae,Diodon liturosus,65,Actinopterygii,Actinopterygii,0.33
mari,Actinopterygii,Carangidae,Carangoides ferdau,70,Actinopterygii,Actinopterygii,4
nca,Actinopterygii,Carangidae,Carangoides ferdau,70,Actinopterygii,Actinopterygii,0.583333333
vir,Actinopterygii,Carangidae,Caranx crysos,70,Actinopterygii,Actinopterygii,0.87
mari,Actinopterygii,Muraenidae,Gymnothorax margaritophorus,70,Actinopterygii,Actinopterygii,1
nca,Actinopterygii,Lethrinidae,Lethrinus xanthochilus,70,Actinopterygii,Actinopterygii,0.151515152
vir,Actinopterygii,Malacanthidae,Malacanthus plumieri,70,Actinopterygii,Actinopterygii,0.124
nca,Actinopterygii,Haemulidae,Pomadasys argenteus,70,Actinopterygii,Actinopterygii,0.033707865
mari,Actinopterygii,Carangidae,Selar crumenophthalmus,70,Actinopterygii,Actinopterygii,0.17
vir,Actinopterygii,Carangidae,Selar crumenophthalmus,70,Actinopterygii,Actinopterygii,0.596
nca,Actinopterygii,Carangidae,Carangoides chrysophrys,72,Actinopterygii,Actinopterygii,0.621621622
vir,Actinopterygii,Carangidae,Caranx ruber,73,Actinopterygii,Actinopterygii,0.915
nca,Actinopterygii,Carangidae,Carangoides orthogrammus,75,Actinopterygii,Actinopterygii,1
nca,Actinopterygii,Sphyraenidae,Sphyraena forsteri,75,Actinopterygii,Actinopterygii,0.304347826
vir,Actinopterygii,Haemulidae,Anisotremus surinamensis,76,Actinopterygii,Actinopterygii,0.015
nca,Actinopterygii,Serranidae,Epinephelus coeruleopunctatus,76,Actinopterygii,Actinopterygii,0.333333333
vir,Actinopterygii,Serranidae,Epinephelus guttatus,76,Actinopterygii,Actinopterygii,0.211
vir,Actinopterygii,Haemulidae,Haemulon album,79,Actinopterygii,Actinopterygii,0.02
vir,Actinopterygii,Lutjanidae,Lutjanus apodus,79.1,Actinopterygii,Actinopterygii,0.607
haw,Actinopterygii,Aulostomidae,Aulostomus chinensis,80,Actinopterygii,Actinopterygii,0.666666667
nca,Actinopterygii,Labridae,Bodianus perditio,80,Actinopterygii,Actinopterygii,0.004672897
nca,Actinopterygii,Lethrinidae,Gymnocranius grandoculis,80,Actinopterygii,Actinopterygii,0.076923077
nca,Actinopterygii,Lutjanidae,Lutjanus rivulatus,80,Actinopterygii,Actinopterygii,0.25
nca,Actinopterygii,Sphyraenidae,Sphyraena acutipinnis,80,Actinopterygii,Actinopterygii,1
mari,Actinopterygii,Muraenidae,Gymnothorax sp,81.9527027027,Actinopterygii,Actinopterygii,0.42
nca,Actinopterygii,Serranidae,Variola louti,83,Actinopterygii,Actinopterygii,0.625
vir,Actinopterygii,Serranidae,Mycteroperca interstitialis,84,Actinopterygii,Actinopterygii,1
vir,Actinopterygii,Lutjanidae,Ocyurus chrysurus,86.3,Actinopterygii,Actinopterygii,0.151
vir,Actinopterygii,Echeneidae,Remora remora,86.4,Actinopterygii,Actinopterygii,0.1
nca,Actinopterygii,Lethrinidae,Lethrinus nebulosus,87,Actinopterygii,Actinopterygii,0.040627227
nca,Actinopterygii,Carangidae,Caranx papuensis,88,Actinopterygii,Actinopterygii,0.630434783
vir,Actinopterygii,Lutjanidae,Lutjanus griseus,89,Actinopterygii,Actinopterygii,0.391
nca,Actinopterygii,Carangidae,Caranx sp,89.0555555556,Actinopterygii,Actinopterygii,0.666666667
nca,Actinopterygii,Carangidae,Carangoides gymnostethus,90,Actinopterygii,Actinopterygii,1
nca,Actinopterygii,Serranidae,Epinephelus polyphekadion,90,Actinopterygii,Actinopterygii,0.393442623
nca,Actinopterygii,Lutjanidae,Lutjanus bohar,90,Actinopterygii,Actinopterygii,0.438356164
nca,Actinopterygii,Sphyraenidae,Sphyraena putnamae,90,Actinopterygii,Actinopterygii,0.871794872
vir,Actinopterygii,Lutjanidae,Lutjanus analis,94,Actinopterygii,Actinopterygii,0.298
mad,Actinopterygii,Lutjanidae,Lutjanus johnii,97,Actinopterygii,Actinopterygii,0.17
vir,Actinopterygii,Aulostomidae,Aulostomus maculatus,100,Actinopterygii,Actinopterygii,0.735
haw,Actinopterygii,Ophidiidae,Brotula multibarbata,100,Actinopterygii,Actinopterygii,0.25
vir,Actinopterygii,Carangidae,Carangoides bartholomaei,100,Actinopterygii,Actinopterygii,1
nca,Actinopterygii,Chirocentridae,Chirocentrus dorab,100,Actinopterygii,Actinopterygii,0.666666667
nca,Actinopterygii,Haemulidae,Diagramma pictum,100,Actinopterygii,Actinopterygii,0.1
nca,Actinopterygii,Lethrinidae,Lethrinus olivaceus,100,Actinopterygii,Actinopterygii,0.482758621
vir,Actinopterygii,Serranidae,Mycteroperca venenosa,100,Actinopterygii,Actinopterygii,0.953
nca,Actinopterygii,Haemulidae,Plectorhinchus albovittatus,100,Actinopterygii,Actinopterygii,0.086956522
nca,Actinopterygii,Lutjanidae,Symphorus nematophorus,100,Actinopterygii,Actinopterygii,0.6875
vir,Actinopterygii,Carangidae,Caranx latus,101,Actinopterygii,Actinopterygii,0.871
vir,Actinopterygii,Serranidae,Mycteroperca tigris,101,Actinopterygii,Actinopterygii,1
nca,Actinopterygii,Echeneidae,Echeneis naucrates,110,Actinopterygii,Actinopterygii,0.083333333
vir,Actinopterygii,Echeneidae,Echeneis naucrates,110,Actinopterygii,Actinopterygii,0.4
nca,Actinopterygii,Tetraodontidae,Lagocephalus sceleratus,110,Actinopterygii,Actinopterygii,0.192307692
vir,Actinopterygii,Ophichthidae,Myrichthys ocellatus,110,Actinopterygii,Actinopterygii,0.032
nca,Actinopterygii,Lutjanidae,Aprion virescens,112,Actinopterygii,Actinopterygii,0.436363636
nca,Actinopterygii,Lutjanidae,Lutjanus sebae,116,Actinopterygii,Actinopterygii,0.444444444
haw,Actinopterygii,Carangidae,Caranx melampygus,117,Actinopterygii,Actinopterygii,0.8
nca,Actinopterygii,Elopidae,Elops machnata,118,Actinopterygii,Actinopterygii,1.692307692
nca,Actinopterygii,Carangidae,Carangoides fulvoguttatus,120,Actinopterygii,Actinopterygii,0.846153846
nca,Actinopterygii,Carangidae,Caranx sexfasciatus,120,Actinopterygii,Actinopterygii,1
nca,Actinopterygii,Serranidae,Epinephelus coioides,120,Actinopterygii,Actinopterygii,0.375
mari,Actinopterygii,Serranidae,Epinephelus fuscoguttatus,120,Actinopterygii,Actinopterygii,0.8
haw,Actinopterygii,Muraenidae,Gymnothorax meleagris,120,Actinopterygii,Actinopterygii,0.5
nca,Actinopterygii,Serranidae,Plectropomus leopardus,120,Actinopterygii,Actinopterygii,0.58974359
nca,Actinopterygii,Serranidae,Epinephelus cyanopodus,122,Actinopterygii,Actinopterygii,0.372093023
vir,Actinopterygii,Serranidae,Epinephelus striatus,122,Actinopterygii,Actinopterygii,0.54
vir,Actinopterygii,Scombridae,Euthynnus alletteratus,122,Actinopterygii,Actinopterygii,0.567
nca,Actinopterygii,Carangidae,Pseudocaranx dentex,122,Actinopterygii,Actinopterygii,0.75
vir,Actinopterygii,Lutjanidae,Lutjanus jocu,128,Actinopterygii,Actinopterygii,0.607
vir,Actinopterygii,Muraenidae,Gymnothorax vicinus,132,Actinopterygii,Actinopterygii,0.625
mad,Actinopterygii,Congridae,Conger cinereus,140,Actinopterygii,Actinopterygii,1.1
mari,Actinopterygii,Muraenidae,Gymnothorax pictus,140,Actinopterygii,Actinopterygii,0.75
nca,Actinopterygii,Polynemidae,Leptomelanosoma indicum,142,Actinopterygii,Actinopterygii,0.75
mad,Actinopterygii,Muraenidae,Gymnothorax undulatus,150,Actinopterygii,Actinopterygii,0.17
nca,Actinopterygii,Lutjanidae,Lutjanus argentimaculatus,150,Actinopterygii,Actinopterygii,0.139303483
nca,Actinopterygii,Megalopidae,Megalops cyprinoides,150,Actinopterygii,Actinopterygii,0.6875
vir,Actinopterygii,Serranidae,Mycteroperca bonaci,150,Actinopterygii,Actinopterygii,1
nca,Actinopterygii,Sphyraenidae,Sphyraena jello,150,Actinopterygii,Actinopterygii,1
nca,Actinopterygii,Belonidae,Tylosurus crocodilus,150,Actinopterygii,Actinopterygii,0.928571429
vir,Actinopterygii,Belonidae,Tylosurus crocodilus,150,Actinopterygii,Actinopterygii,0.909
vir,Actinopterygii,Belonidae,Tylosurus acus acus,153,Actinopterygii,Actinopterygii,0.963
vir,Actinopterygii,Lutjanidae,Lutjanus cyanopterus,160,Actinopterygii,Actinopterygii,1
nca,Actinopterygii,Carangidae,Caranx ignobilis,170,Actinopterygii,Actinopterygii,0.62962963
vir,Actinopterygii,Scombridae,Scomberomorus regalis,183,Actinopterygii,Actinopterygii,0.961
vir,Actinopterygii,Scombridae,Scomberomorus cavalla,184,Actinopterygii,Actinopterygii,0.923
vir,Actinopterygii,Carangidae,Seriola dumerili,190,Actinopterygii,Actinopterygii,1
nca,Elasmobranchii,Carcharhinidae,Carcharhinus melanopterus,200,Actinopterygii,Actinopterygii,0.25
haw,Actinopterygii,Fistulariidae,Fistularia petimba,200,Actinopterygii,Actinopterygii,1
mari,Actinopterygii,Fistulariidae,Fistularia petimba,200,Actinopterygii,Actinopterygii,1.65
vir,Actinopterygii,Muraenidae,Gymnothorax moringa,200,Actinopterygii,Actinopterygii,1
vir,Elasmobranchii,Dasyatidae,Hypanus americanus,200,Actinopterygii,Actinopterygii,0.218
nca,Actinopterygii,Congridae,Muraenesox bagio,200,Actinopterygii,Actinopterygii,1
jap,Actinopterygii,Sphyraenidae,Sphyraena barracuda,200,Actinopterygii,Actinopterygii,1
nca,Actinopterygii,Sphyraenidae,Sphyraena barracuda,200,Actinopterygii,Actinopterygii,0.925925926
vir,Actinopterygii,Sphyraenidae,Sphyraena barracuda,200,Actinopterygii,Actinopterygii,0.955
vir,Actinopterygii,Ophichthidae,Ophichthus ophis,210,Actinopterygii,Actinopterygii,0.5
nca,Actinopterygii,Labridae,Cheilinus undulatus,229,Actinopterygii,Actinopterygii,0.4
nca,Actinopterygii,Serranidae,Epinephelus malabaricus,234,Actinopterygii,Actinopterygii,0.274509804
nca,Actinopterygii,Trichiuridae,Trichiurus lepturus,234,Actinopterygii,Actinopterygii,1
mari,Actinopterygii,Muraenidae,Gymnothorax flavimarginatus,240,Actinopterygii,Actinopterygii,2.25
nca,Actinopterygii,Scombridae,Scomberomorus commerson,240,Actinopterygii,Actinopterygii,0.666666667
vir,Actinopterygii,Serranidae,Epinephelus itajara,250,Actinopterygii,Actinopterygii,0.133
nca,Elasmobranchii,Carcharhinidae,Carcharhinus albimarginatus,300,Actinopterygii,Actinopterygii,0.75
nca,Actinopterygii,Muraenidae,Strophidon sathete,400,Actinopterygii,Actinopterygii,1
vir,Elasmobranchii,Ginglymostomatidae,Ginglymostoma cirratum,430,Actinopterygii,Actinopterygii,0.89
jap,Actinopterygii,Pomacentridae,Chrysiptera brownriggii,8,Actiniaria,Anthozoa,0.22
mad,Actinopterygii,Pomacentridae,Amphiprion akallopisos,11,Actiniaria,Anthozoa,0.43
jap,Actinopterygii,Pomacentridae,Amphiprion ocellaris,11,Actiniaria,Anthozoa,0.3
jap,Actinopterygii,Pomacentridae,Plectroglyphidodon dickii,11,Actiniaria,Anthozoa,0.42
jap,Actinopterygii,Pomacentridae,Chrysiptera glauca,11.5,Actiniaria,Anthozoa,0.17
jap,Actinopterygii,Labridae,Halichoeres melanurus,12,Actiniaria,Anthozoa,0.04
jap,Actinopterygii,Chaetodontidae,Chaetodon citrinellus,13,Actiniaria,Anthozoa,0.89
vir,Actinopterygii,Chaetodontidae,Chaetodon sedentarius,15,Actiniaria,Anthozoa,0.325
jap,Actinopterygii,Pomacentridae,Neoglyphidodon melas,18,Actiniaria,Anthozoa,0.21
jap,Actinopterygii,Chaetodontidae,Chaetodon auripes,20,Actiniaria,Anthozoa,1
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,20,Actiniaria,Anthozoa,0.038461538
jap,Actinopterygii,Chaetodontidae,Chaetodon lunula,20,Actiniaria,Anthozoa,0.89
jap,Actinopterygii,Labridae,Thalassoma hardwicke,20,Actiniaria,Anthozoa,0.11
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,23,Actiniaria,Anthozoa,0.166666667
jap,Actinopterygii,Chaetodontidae,Chaetodon auriga,23,Actiniaria,Anthozoa,0.77
mad,Actinopterygii,Chaetodontidae,Chaetodon auriga,23,Actiniaria,Anthozoa,0.12
jap,Actinopterygii,Chaetodontidae,Chaetodon vagabundus,23,Actiniaria,Anthozoa,0.7
mad,Actinopterygii,Chaetodontidae,Chaetodon vagabundus,23,Actiniaria,Anthozoa,0.62
jap,Actinopterygii,Zanclidae,Zanclus cornutus,23,Actiniaria,Anthozoa,0.03
mad,Actinopterygii,Balistidae,Balistapus undulatus,30,Actiniaria,Anthozoa,0.06
jap,Actinopterygii,Chaetodontidae,Chaetodon lineolatus,30,Actiniaria,Anthozoa,1
jap,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,33,Actiniaria,Anthozoa,0.2
vir,Actinopterygii,Haemulidae,Haemulon parra,41.2,Actiniaria,Anthozoa,0.034
jap,Actinopterygii,Labridae,Thalassoma lunare,45,Actiniaria,Anthozoa,0.07
jap,Actinopterygii,Chaetodontidae,Chaetodon citrinellus,13,Anthozoa,Anthozoa,0.44
haw,Actinopterygii,Pomacentridae,Plectroglyphidodon johnstonianus,14,Anthozoa,Anthozoa,1
haw,Actinopterygii,Chaetodontidae,Chaetodon quadrimaculatus,16,Anthozoa,Anthozoa,1
jap,Actinopterygii,Pomacentridae,Neoglyphidodon melas,18,Anthozoa,Anthozoa,0.21
haw,Actinopterygii,Chaetodontidae,Chaetodon ornatissimus,20,Anthozoa,Anthozoa,1
vir,Actinopterygii,Balistidae,Balistes vetula,60,Anthozoa,Anthozoa,2e-04
vir,Actinopterygii,Haemulidae,Anisotremus surinamensis,76,Anthozoa,Anthozoa,0.0075
mad,Actinopterygii,Pomacentridae,Pomacentrus tripunctatus,7.5,Octocorallia,Anthozoa,0.1
mad,Actinopterygii,Pomacentridae,Chrysiptera brownriggii,8,Octocorallia,Anthozoa,0.09
mad,Actinopterygii,Pomacentridae,Dascyllus aruanus,10,Octocorallia,Anthozoa,0.1
mad,Actinopterygii,Pomacentridae,Plectroglyphidodon lacrymatus,10,Octocorallia,Anthozoa,0.09
mad,Actinopterygii,Pomacentridae,Plectroglyphidodon dickii,11,Octocorallia,Anthozoa,0.08
mari,Actinopterygii,Tetraodontidae,Canthigaster solandri,11.5,Octocorallia,Anthozoa,0.06
mad,Actinopterygii,Chaetodontidae,Chaetodon guttatissimus,12,Octocorallia,Anthozoa,0.04
mad,Actinopterygii,Pomacentridae,Chrysiptera biocellata,12.5,Octocorallia,Anthozoa,0.11
mad,Actinopterygii,Chaetodontidae,Chaetodon blackburnii,13,Octocorallia,Anthozoa,0.68
vir,Actinopterygii,Chaetodontidae,Chaetodon capistratus,15,Octocorallia,Anthozoa,0.047
mad,Actinopterygii,Pomacentridae,Stegastes fasciolatus,16.5,Octocorallia,Anthozoa,0.09
mad,Actinopterygii,Chaetodontidae,Chaetodon melannotus,18,Octocorallia,Anthozoa,1
haw,Actinopterygii,Chaetodontidae,Hemitaurichthys zoster,18,Octocorallia,Anthozoa,0.3
jap,Actinopterygii,Pomacentridae,Neoglyphidodon melas,18,Octocorallia,Anthozoa,0.57
mad,Actinopterygii,Monacanthidae,Cantherhines sandwichiensis,19.3,Octocorallia,Anthozoa,0.14
vir,Actinopterygii,Monacanthidae,Cantherhines pullus,20,Octocorallia,Anthozoa,0.017
haw,Actinopterygii,Chaetodontidae,Chaetodon lunula,20,Octocorallia,Anthozoa,0.076923077
haw,Actinopterygii,Chaetodontidae,Chaetodon auriga,23,Octocorallia,Anthozoa,0.833333333
jap,Actinopterygii,Chaetodontidae,Chaetodon auriga,23,Octocorallia,Anthozoa,0.08
mad,Actinopterygii,Chaetodontidae,Chaetodon auriga,23,Octocorallia,Anthozoa,1.36
mad,Actinopterygii,Chaetodontidae,Chaetodon vagabundus,23,Octocorallia,Anthozoa,0.92
vir,Actinopterygii,Labridae,Sparisoma aurofrenatum,28,Octocorallia,Anthozoa,0.007
mad,Actinopterygii,Tetraodontidae,Arothron nigropunctatus,33,Octocorallia,Anthozoa,0.5
mad,Actinopterygii,Pomacanthidae,Pomacanthus chrysurus,33,Octocorallia,Anthozoa,0.17
vir,Actinopterygii,Acanthuridae,Acanthurus coeruleus,39,Octocorallia,Anthozoa,0.001
vir,Actinopterygii,Pomacanthidae,Pomacanthus paru,41.1,Octocorallia,Anthozoa,0.014
vir,Actinopterygii,Monacanthidae,Cantherhines macrocerus,46,Octocorallia,Anthozoa,0.048
vir,Actinopterygii,Ostraciidae,Acanthostracion polygonius,50,Octocorallia,Anthozoa,0.233
nca,Actinopterygii,Labridae,Choerodon graphicus,51.5,Octocorallia,Anthozoa,0.090909091
vir,Actinopterygii,Ostraciidae,Acanthostracion quadricornis,55,Octocorallia,Anthozoa,0.042
vir,Actinopterygii,Pomacanthidae,Pomacanthus arcuatus,60,Octocorallia,Anthozoa,0.016
nca,Actinopterygii,Serranidae,Epinephelus maculatus,60.5,Octocorallia,Anthozoa,0.002375297
vir,Actinopterygii,Labridae,Scarus vetula,61,Octocorallia,Anthozoa,0.018
vir,Actinopterygii,Labridae,Sparisoma viride,64,Octocorallia,Anthozoa,0.001
nca,Elasmobranchii,Dasyatidae,Neotrygon kuhlii,70,Octocorallia,Anthozoa,0.142857143
nca,Actinopterygii,Lethrinidae,Lethrinus nebulosus,87,Octocorallia,Anthozoa,0.001425517
nca,Actinopterygii,Lutjanidae,Lutjanus bohar,90,Octocorallia,Anthozoa,0.006849315
vir,Actinopterygii,Ephippidae,Chaetodipterus faber,91,Octocorallia,Anthozoa,0.063
vir,Actinopterygii,Monacanthidae,Aluterus scriptus,110,Octocorallia,Anthozoa,0.126
jap,Actinopterygii,Pomacentridae,Cheiloprion labiatus,6,Scleractinia,Anthozoa,1.23
jap,Actinopterygii,Gobiidae,Gobiodon citrinus,6.6,Scleractinia,Anthozoa,1
mad,Actinopterygii,Pomacanthidae,Chrysiptera annulata,8,Scleractinia,Anthozoa,0.03
haw,Actinopterygii,Tetraodontidae,Canthigaster jactator,9,Scleractinia,Anthozoa,0.333333333
mad,Actinopterygii,Pomacanthidae,Centropyge bispinosa,10,Scleractinia,Anthozoa,0.04
jap,Actinopterygii,Apogonidae,Ostorhinchus cookii,10,Scleractinia,Anthozoa,0.13
mad,Actinopterygii,Pomacentridae,Plectroglyphidodon lacrymatus,10,Scleractinia,Anthozoa,0.04
vir,Actinopterygii,Pomacentridae,Stegastes leucostictus,10,Scleractinia,Anthozoa,0.015
mad,Actinopterygii,Tetraodontidae,Canthigaster valentini,11,Scleractinia,Anthozoa,0.1
jap,Actinopterygii,Pomacentridae,Plectroglyphidodon dickii,11,Scleractinia,Anthozoa,0.58
mad,Actinopterygii,Pomacentridae,Plectroglyphidodon dickii,11,Scleractinia,Anthozoa,0.67
mad,Actinopterygii,Pomacentridae,Pomacentrus sulfureus,11,Scleractinia,Anthozoa,0.04
mari,Actinopterygii,Tetraodontidae,Canthigaster solandri,11.5,Scleractinia,Anthozoa,0.06
mad,Actinopterygii,Chaetodontidae,Chaetodon guttatissimus,12,Scleractinia,Anthozoa,1
haw,Actinopterygii,Chaetodontidae,Chaetodon multicinctus,12,Scleractinia,Anthozoa,1
jap,Actinopterygii,Monacanthidae,Oxymonacanthus longirostris,12,Scleractinia,Anthozoa,0.95
vir,Actinopterygii,Pomacentridae,Stegastes variabilis,12.5,Scleractinia,Anthozoa,0.017
mad,Actinopterygii,Chaetodontidae,Chaetodon blackburnii,13,Scleractinia,Anthozoa,0.11
jap,Actinopterygii,Chaetodontidae,Chaetodon citrinellus,13,Scleractinia,Anthozoa,0.22
mari,Actinopterygii,Chaetodontidae,Chaetodon citrinellus,13,Scleractinia,Anthozoa,0.94
jap,Actinopterygii,Apogonidae,Cheilodipterus quinquelineatus,13,Scleractinia,Anthozoa,0.2
vir,Actinopterygii,Pomacentridae,Stegastes planifrons,13,Scleractinia,Anthozoa,0.006
jap,Actinopterygii,Pomacentridae,Plectroglyphidodon johnstonianus,14,Scleractinia,Anthozoa,1
jap,Actinopterygii,Pomacentridae,Stegastes nigricans,14,Scleractinia,Anthozoa,0.06
haw,Actinopterygii,Blenniidae,Exallias brevis,14.5,Scleractinia,Anthozoa,1
jap,Actinopterygii,Blenniidae,Exallias brevis,14.5,Scleractinia,Anthozoa,1
haw,Actinopterygii,Tetraodontidae,Canthigaster amboinensis,15,Scleractinia,Anthozoa,0.545454545
jap,Actinopterygii,Chaetodontidae,Chaetodon plebeius,15,Scleractinia,Anthozoa,1
jap,Actinopterygii,Chaetodontidae,Chaetodon trifasciatus,15,Scleractinia,Anthozoa,1
mad,Actinopterygii,Chaetodontidae,Chaetodon trifasciatus,15,Scleractinia,Anthozoa,1
mad,Actinopterygii,Monacanthidae,Pervagor melanocephalus,16,Scleractinia,Anthozoa,0.26
mari,Actinopterygii,Labridae,Thalassoma quinquevittatum,17,Scleractinia,Anthozoa,0.04
jap,Actinopterygii,Labridae,Labrichthys unilineatus,17.5,Scleractinia,Anthozoa,1.23
jap,Actinopterygii,Chaetodontidae,Chaetodon speculum,18,Scleractinia,Anthozoa,0.75
jap,Actinopterygii,Chaetodontidae,Chaetodon trifascialis,18,Scleractinia,Anthozoa,1
mari,Actinopterygii,Chaetodontidae,Chaetodon trifascialis,18,Scleractinia,Anthozoa,1
jap,Actinopterygii,Chaetodontidae,Heniochus chrysostomus,18,Scleractinia,Anthozoa,1
haw,Actinopterygii,Monacanthidae,Pervagor spilosoma,18,Scleractinia,Anthozoa,0.833333333
